version,release_date,appplication,no_measurement,timestamp,pid,command,virt,shr,percent_cpu,percent_mem,tasks_total,tasks_running,tasks_sleeping,tasks_stopped,tasks_zombie,cpu_us,cpu_sy,cpu_ni,cpu_id,cpu_wa,cpu_hi,cpu_si,cpu_st,mem_total,mem_free,mem_used,mem_buff_cache,swap_total,swap_free,swap_used,swap_avail,Unnamed: 32,res
2.5.6,2011-05-26,binarytrees_compatible_all.py 21,43,1690304929,449601,python,71224.0,3732.0,100.0,0.4,355,2,304,49,0,13.3,0.8,0.0,85.9,0.0,0.0,0.0,0.0,15795.0 MiB,5820.5 MiB,4366.1 MiB,5608.3 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10637.3 MiB,,64096.0
2.5.6,2011-05-26,binarytrees_compatible_all.py 21,44,1690304930,449601,python,71224.0,3732.0,100.0,0.4,355,2,304,49,0,12.4,1.6,0.0,86.0,0.0,0.0,0.0,0.0,15795.0 MiB,5820.3 MiB,4366.4 MiB,5608.3 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10637.1 MiB,,64096.0
2.5.6,2011-05-26,binarytrees_compatible_all.py 21,45,1690304931,449601,python,71224.0,3732.0,100.0,0.4,356,2,305,49,0,13.2,1.6,0.0,85.3,0.0,0.0,0.0,0.0,15795.0 MiB,5820.8 MiB,4365.8 MiB,5608.3 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10637.6 MiB,,64096.0
2.5.6,2011-05-26,binarytrees_compatible_all.py 21,46,1690304933,449601,python,71224.0,3732.0,93.8,0.4,355,2,304,49,0,12.5,0.8,0.0,86.7,0.0,0.0,0.0,0.0,15795.0 MiB,5820.3 MiB,4366.3 MiB,5608.3 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10637.1 MiB,,64096.0
2.5.6,2011-05-26,binarytrees_compatible_all.py 21,47,1690304934,449601,python,71224.0,3732.0,100.0,0.4,355,2,304,49,0,13.2,0.8,0.0,86.0,0.0,0.0,0.0,0.0,15795.0 MiB,5826.2 MiB,4360.4 MiB,5608.3 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10643.0 MiB,,64096.0
2.5.6,2011-05-26,binarytrees_compatible_all.py 21,48,1690304935,449601,python,71224.0,3732.0,100.0,0.4,354,2,303,49,0,12.5,0.8,0.0,86.7,0.0,0.0,0.0,0.0,15795.0 MiB,5825.7 MiB,4360.9 MiB,5608.3 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10642.5 MiB,,64096.0
2.5.6,2011-05-26,binarytrees_compatible_all.py 21,49,1690304936,449601,python,71224.0,3732.0,93.8,0.4,354,2,303,49,0,13.3,0.8,0.0,85.9,0.0,0.0,0.0,0.0,15795.0 MiB,5825.5 MiB,4361.1 MiB,5608.3 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10642.3 MiB,,64096.0
2.5.6,2011-05-26,binarytrees_compatible_all.py 21,50,1690304937,449601,python,71224.0,3732.0,93.8,0.4,354,2,303,49,0,13.2,1.6,0.0,85.3,0.0,0.0,0.0,0.0,15795.0 MiB,5824.3 MiB,4362.4 MiB,5608.3 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10641.1 MiB,,64096.0
2.5.6,2011-05-26,binarytrees_compatible_all.py 21,51,1690304938,449601,python,71224.0,3732.0,100.0,0.4,354,2,303,49,0,14.2,0.8,0.0,83.5,1.6,0.0,0.0,0.0,15795.0 MiB,5824.3 MiB,4362.4 MiB,5608.3 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10641.1 MiB,,64096.0
2.5.6,2011-05-26,binarytrees_compatible_all.py 21,52,1690304940,449601,python,71224.0,3732.0,100.0,0.4,355,2,304,49,0,12.5,0.8,0.0,86.7,0.0,0.0,0.0,0.0,15795.0 MiB,5824.3 MiB,4362.5 MiB,5608.2 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10641.1 MiB,,64096.0
2.5.6,2011-05-26,binarytrees_compatible_all.py 21,53,1690304941,449601,python,71224.0,3732.0,100.0,0.4,355,2,304,49,0,13.3,0.0,0.0,86.7,0.0,0.0,0.0,0.0,15795.0 MiB,5824.3 MiB,4362.5 MiB,5608.2 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10641.1 MiB,,64096.0
2.5.6,2011-05-26,binarytrees_compatible_all.py 21,54,1690304942,449601,python,71224.0,3732.0,93.8,0.4,355,2,304,49,0,12.6,0.0,0.0,87.4,0.0,0.0,0.0,0.0,15795.0 MiB,5823.8 MiB,4363.0 MiB,5608.2 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10640.6 MiB,,64096.0
2.5.6,2011-05-26,binarytrees_compatible_all.py 21,55,1690304943,449601,python,71224.0,3732.0,100.0,0.4,355,2,304,49,0,13.2,0.8,0.0,86.0,0.0,0.0,0.0,0.0,15795.0 MiB,5823.8 MiB,4363.0 MiB,5608.2 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10640.6 MiB,,64096.0
2.5.6,2011-05-26,binarytrees_compatible_all.py 21,56,1690304944,449601,python,71224.0,3732.0,93.8,0.4,355,2,304,49,0,13.4,0.0,0.0,85.8,0.8,0.0,0.0,0.0,15795.0 MiB,5822.6 MiB,4364.2 MiB,5608.2 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10639.4 MiB,,64096.0
2.5.6,2011-05-26,binarytrees_compatible_all.py 21,57,1690304945,449601,python,71224.0,3732.0,93.8,0.4,355,2,304,49,0,13.2,0.8,0.0,86.0,0.0,0.0,0.0,0.0,15795.0 MiB,5822.1 MiB,4364.6 MiB,5608.4 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10639.0 MiB,,64096.0
2.5.6,2011-05-26,binarytrees_compatible_all.py 21,58,1690304947,449601,python,71224.0,3732.0,100.0,0.4,355,2,304,49,0,12.6,0.8,0.0,86.6,0.0,0.0,0.0,0.0,15795.0 MiB,5822.1 MiB,4364.6 MiB,5608.4 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10639.1 MiB,,64096.0
2.5.6,2011-05-26,binarytrees_compatible_all.py 21,59,1690304948,449601,python,71224.0,3732.0,100.0,0.4,356,2,305,49,0,14.1,0.0,0.0,85.9,0.0,0.0,0.0,0.0,15795.0 MiB,5820.8 MiB,4365.8 MiB,5608.4 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10637.8 MiB,,64096.0
2.5.6,2011-05-26,binarytrees_compatible_all.py 21,60,1690304949,449601,python,71224.0,3732.0,100.0,0.4,356,2,305,49,0,13.3,0.0,0.0,86.7,0.0,0.0,0.0,0.0,15795.0 MiB,5818.2 MiB,4368.4 MiB,5608.4 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10635.2 MiB,,64096.0
2.5.6,2011-05-26,binarytrees_compatible_all.py 21,61,1690304950,449601,python,71224.0,3732.0,93.8,0.4,356,2,305,49,0,12.6,0.0,0.0,87.4,0.0,0.0,0.0,0.0,15795.0 MiB,5818.2 MiB,4368.4 MiB,5608.4 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10635.2 MiB,,64096.0
2.5.6,2011-05-26,binarytrees_compatible_all.py 21,62,1690304951,449601,python,71224.0,3732.0,93.8,0.4,356,2,305,49,0,12.6,0.8,0.0,86.6,0.0,0.0,0.0,0.0,15795.0 MiB,5818.2 MiB,4368.4 MiB,5608.4 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10635.2 MiB,,64096.0
2.5.6,2011-05-26,binarytrees_compatible_all.py 21,63,1690304952,449601,python,71224.0,3732.0,100.0,0.4,355,2,304,49,0,12.5,0.8,0.0,86.7,0.0,0.0,0.0,0.0,15795.0 MiB,5818.2 MiB,4368.4 MiB,5608.4 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10635.2 MiB,,64096.0
2.5.6,2011-05-26,binarytrees_compatible_all.py 21,64,1690304954,449601,python,71224.0,3732.0,100.0,0.4,355,2,304,49,0,12.6,0.8,0.0,86.6,0.0,0.0,0.0,0.0,15795.0 MiB,5818.0 MiB,4368.6 MiB,5608.4 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10635.0 MiB,,64096.0
2.5.6,2011-05-26,binarytrees_compatible_all.py 21,65,1690304955,449601,python,71224.0,3732.0,100.0,0.4,355,2,304,49,0,12.5,0.8,0.0,86.7,0.0,0.0,0.0,0.0,15795.0 MiB,5817.7 MiB,4368.9 MiB,5608.4 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10634.7 MiB,,64096.0
2.5.6,2011-05-26,binarytrees_compatible_all.py 21,66,1690304956,449601,python,71224.0,3732.0,93.8,0.4,355,2,304,49,0,13.3,0.8,0.0,85.9,0.0,0.0,0.0,0.0,15795.0 MiB,5817.7 MiB,4368.9 MiB,5608.4 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10634.7 MiB,,64096.0
2.5.6,2011-05-26,binarytrees_compatible_all.py 21,67,1690304957,449601,python,71224.0,3732.0,100.0,0.4,355,2,304,49,0,13.4,0.0,0.0,86.6,0.0,0.0,0.0,0.0,15795.0 MiB,5817.7 MiB,4368.9 MiB,5608.4 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10634.7 MiB,,64096.0
2.5.6,2011-05-26,binarytrees_compatible_all.py 21,68,1690304958,449601,python,71224.0,3732.0,100.0,0.4,355,2,304,49,0,12.5,0.8,0.0,86.7,0.0,0.0,0.0,0.0,15795.0 MiB,5817.7 MiB,4368.9 MiB,5608.4 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10634.8 MiB,,64096.0
2.5.6,2011-05-26,binarytrees_compatible_all.py 21,69,1690304959,449601,python,71224.0,3732.0,93.8,0.4,355,2,304,49,0,12.6,0.0,0.0,87.4,0.0,0.0,0.0,0.0,15795.0 MiB,5817.5 MiB,4369.1 MiB,5608.4 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10634.5 MiB,,64096.0
2.5.6,2011-05-26,binarytrees_compatible_all.py 21,70,1690304961,449601,python,71224.0,3732.0,93.8,0.4,355,2,304,49,0,13.2,0.8,0.0,86.0,0.0,0.0,0.0,0.0,15795.0 MiB,5817.7 MiB,4368.8 MiB,5608.4 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10634.8 MiB,,64096.0
2.5.6,2011-05-26,binarytrees_compatible_all.py 21,71,1690304962,449601,python,71224.0,3732.0,100.0,0.4,355,2,304,49,0,12.6,0.8,0.0,86.6,0.0,0.0,0.0,0.0,15795.0 MiB,5818.0 MiB,4368.6 MiB,5608.4 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10635.0 MiB,,64096.0
2.5.6,2011-05-26,binarytrees_compatible_all.py 21,72,1690304963,449601,python,71224.0,3732.0,100.0,0.4,355,2,304,49,0,12.5,0.8,0.0,86.7,0.0,0.0,0.0,0.0,15795.0 MiB,5818.2 MiB,4368.4 MiB,5608.4 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10635.2 MiB,,64096.0
2.5.6,2011-05-26,binarytrees_compatible_all.py 21,73,1690304964,449601,python,71224.0,3732.0,100.0,0.4,355,2,304,49,0,12.6,0.0,0.0,87.4,0.0,0.0,0.0,0.0,15795.0 MiB,5818.2 MiB,4368.4 MiB,5608.4 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10635.2 MiB,,64096.0
2.5.6,2011-05-26,binarytrees_compatible_all.py 21,74,1690304965,449601,python,71224.0,3732.0,93.8,0.4,355,2,304,49,0,12.5,0.8,0.0,86.7,0.0,0.0,0.0,0.0,15795.0 MiB,5818.5 MiB,4368.1 MiB,5608.4 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10635.5 MiB,,64096.0
2.5.6,2011-05-26,binarytrees_compatible_all.py 21,75,1690304966,449601,python,71224.0,3732.0,100.0,0.4,355,2,304,49,0,12.4,1.6,0.0,86.0,0.0,0.0,0.0,0.0,15795.0 MiB,5818.5 MiB,4368.1 MiB,5608.4 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10635.5 MiB,,64096.0
