test,release_date,path,version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC_perf,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed_sec,cycles,freq_cycles_GHz,instructions,insn_per_cycle,cpu_clock_msec,no_cpus,cpu_cycles,freq_cpu_cycles_GHz,cpu_migrations,ref_cycles,bus_cycles,task_clock_msec,no_cpus_task_clock,cpu_thermal_margin_C,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete,TotalSlots,FetchBubbles,SlotsRetired,SlotsIssued+RecoveryBubbles,SlotsBackend
1,2018-01-16,nbody_50000000_v5_original,9.0.4,nbody.java 50000000,1.0,0.45,0.57,0.03,0.0,0.4,5.31,2.22,0.01,0.29,2.15,3.964305247,15803900855,3.945,34356843427,2.16,4005.48,1.01,15943215649,3.98,42,7405650922,93854319,4005.78,1.01,1438.0,2482026277,6138353,0.25%,0,4080380734,4743,4733,8,31493217,1583120,5.027,9198608138,3370459,0.04%,72547,5648,7.79%,447042,9290196898,1298,0.00%,14826,15423,104.03%,0,0,63215603420,1896468102.6,36032893949.399994,0.0,25286241368.0
2,2018-01-16,nbody_50000000_v5_original,9.0.4,nbody.java 50000000,1.0,0.45,0.57,0.03,0.0,0.4,5.3,2.21,0.01,0.25,2.15,3.977450153,15834467578,3.939,34258226701,2.14,4019.74,1.011,15940620627,3.965,46,7429766985,94170134,4020.05,1.011,1288.0,2478030173,6043946,0.24%,0,4056771466,4752,4742,8,29753100,1270183,4.269,9194620794,1192375,0.01%,34740,6285,18.09%,618481,9246060397,912,0.00%,5118,7039,137.53%,0,0,63337870312,1900136109.36,36102586077.84,0.0,25335148124.800003
3,2018-01-16,nbody_50000000_v5_original,9.0.4,nbody.java 50000000,1.0,0.45,0.57,0.03,0.0,0.4,5.26,2.13,0.02,0.42,2.15,4.003917066,16318085737,4.033,34052142564,2.1,4045.49,1.01,15970123237,3.947,36,7420340217,93797202,4045.82,1.01,1202.0,2425105313,4580290,0.19%,0,3998714008,4708,4698,8,21908157,968549,4.421,9194112119,187599,0.00%,33337,5685,17.05%,414199,9191806062,92,0.00%,2764,3899,141.06%,0,0,65272342948,1958170288.4399998,37205235480.36,0.0,26108937179.2
4,2018-01-16,nbody_50000000_v5_original,9.0.4,nbody.java 50000000,1.0,0.45,0.57,0.03,0.0,0.39,5.31,2.21,0.01,0.28,2.15,3.961866926,15786642742,3.943,34200760581,2.16,4003.96,1.011,15911163971,3.974,61,7415731168,93577222,4004.21,1.011,1125.0,2475474706,5148396,0.21%,8,4094957188,4760,4748,10,32712577,1739397,5.317,9189339803,5554613,0.06%,310425,4669,1.50%,441447,9284241251,9066,0.00%,18907,14228,75.25%,0,0,63146570968,1894397129.04,35993545451.759995,0.0,24627162677.52
5,2018-01-16,nbody_50000000_v5_original,9.0.4,nbody.java 50000000,1.0,0.45,0.57,0.03,0.0,0.38,5.24,2.16,0.01,0.34,2.15,3.975681809,15905674619,3.954,34533126012,2.18,4022.31,1.012,15946600514,3.964,70,7420328495,93289704,4022.42,1.012,1119.0,2433994574,3236873,0.13%,8,4035705448,4731,4721,8,27193239,1139685,4.191,9190590162,1480166,0.02%,46113,5584,12.11%,650364,9287050079,9958,0.00%,15768,20883,132.44%,0,0,63622698476,1908680954.28,36264938131.32,0.0,24176625420.88
6,2018-01-16,nbody_50000000_v5_original,9.0.4,nbody.java 50000000,1.0,0.45,0.57,0.03,0.0,0.39,5.3,2.16,0.03,0.27,2.15,3.993554217,15801464908,3.915,34093152963,2.12,4035.56,1.011,15896658186,3.939,59,7412483347,93747442,4035.93,1.011,1057.0,2460054764,5630763,0.23%,4,4046988406,4726,4716,8,30831840,1731758,5.617,9091820123,5224901,0.06%,281699,6147,2.18%,510122,9217764877,788,0.00%,3132,3182,101.60%,0,0,63205859632,1896175788.96,36027339990.24,0.0,24650285256.48
7,2018-01-16,nbody_50000000_v5_original,9.0.4,nbody.java 50000000,1.0,0.45,0.57,0.03,0.0,0.4,5.29,2.14,0.01,0.4,2.15,3.976518283,15901083336,3.958,34542481207,2.16,4016.83,1.01,15949988808,3.971,49,7435539528,94005925,4017.1,1.01,971.0,2456234418,3548562,0.14%,0,4036217392,4739,4729,8,23747218,1218682,5.132,9224472938,656867,0.01%,33457,5484,16.39%,570427,9280447044,2336,0.00%,4027,6877,170.77%,0,0,63604333344,1908130000.32,36254470006.079994,0.0,25441733337.600002
8,2018-01-16,nbody_50000000_v5_original,9.0.4,nbody.java 50000000,1.0,0.45,0.57,0.03,0.0,0.39,5.29,2.2,0.01,0.29,2.15,3.997713602,15758978624,3.899,33600976177,2.09,4041.87,1.011,15842315510,3.919,72,7391834370,93573455,4042.19,1.011,998.0,2457890569,5994910,0.24%,0,4055989674,4755,4743,10,30485728,1775241,5.823,9107908313,5643192,0.06%,392631,6371,1.62%,518409,9240855336,1553,0.00%,6111,3856,63.10%,0,0,63035914496,1891077434.8799999,35930471262.71999,0.0,24584006653.440002
9,2018-01-16,nbody_50000000_v5_original,9.0.4,nbody.java 50000000,1.0,0.45,0.57,0.03,0.0,0.4,5.29,2.12,0.01,0.42,2.15,3.982083842,15930743105,3.954,34567729385,2.15,4028.66,1.012,16004183271,3.972,24,7432158396,94229093,4028.9,1.012,968.0,2465680748,3731566,0.15%,0,4037873831,4741,4731,8,33503473,1482067,4.424,9134128991,3491925,0.04%,68856,5761,8.37%,511123,9264233797,7,0.00%,2756,3387,122.90%,0,0,63722972420,1911689172.6,36322094279.399994,0.0,25489188968.0
10,2018-01-16,nbody_50000000_v5_original,9.0.4,nbody.java 50000000,1.0,0.46,0.57,0.04,0.0,0.4,5.29,2.2,0.01,0.25,2.15,3.98822299,15784612375,3.917,34172814741,2.13,4029.61,1.01,15905755660,3.947,55,7430895350,94010225,4029.94,1.01,957.0,2480752816,5890596,0.24%,4,4077255302,4758,4748,8,31777388,1563007,4.919,9102696054,3712200,0.04%,74314,5795,7.80%,459625,9195968890,54,0.00%,1346,4738,352.01%,0,0,63138449500,2525537980.0,35988916215.0,0.0,25255379800.0
1,2018-07-17,nbody_50000000_v5_original,10.0.2,nbody.java 50000000,1.0,0.45,0.58,0.03,0.0,0.38,5.36,2.14,0.02,0.4,2.15,4.037502033,16419866323,4.023,35851091752,2.21,4081.38,1.011,16479984216,4.038,35,7633611123,96726928,4081.64,1.011,1471.0,2925603570,4477699,0.15%,0,4084170139,4692,4682,8,18661921,609918,3.268,9951609348,219739,0.00%,26994,5278,19.55%,432838,10061557734,216,0.00%,4966,4003,80.61%,0,0,65679465292,1970383958.76,38094089869.36,0.0,24958196810.96
2,2018-07-17,nbody_50000000_v5_original,10.0.2,nbody.java 50000000,1.0,0.44,0.58,0.04,0.01,0.38,5.41,2.18,0.01,0.46,2.15,4.010360004,16355810812,4.038,36442099564,2.24,4049.98,1.01,16413819928,4.053,61,7425289001,93442032,4050.19,1.01,1329.0,2457204639,3651149,0.15%,8,4016555233,4518,4508,8,4192334,151416,3.612,10063195008,214797,0.00%,37464,10738,28.66%,582163,10097826295,518,0.00%,5676,8171,143.96%,0,0,65423243248,2616929729.92,37945481083.84,654232432.48,24860832434.24
3,2018-07-17,nbody_50000000_v5_original,10.0.2,nbody.java 50000000,1.0,0.45,0.58,0.03,0.0,0.38,5.36,2.14,0.01,0.37,2.15,4.039827461,16393835851,4.017,35773010778,2.2,4080.56,1.01,16437172654,4.028,43,7637772347,96780160,4080.82,1.01,1228.0,2927451275,4381219,0.15%,4,4076969308,4747,4737,8,19599551,694098,3.541,9998985919,168467,0.00%,27386,6256,22.84%,422161,10045796689,61,0.00%,3465,4127,119.11%,0,0,65575343404,1967260302.12,38033699174.32,0.0,24918630493.52
4,2018-07-17,nbody_50000000_v5_original,10.0.2,nbody.java 50000000,1.0,0.45,0.58,0.03,0.0,0.37,5.33,2.11,0.02,0.37,2.15,4.063058043,16402156768,3.996,35988373804,2.21,4104.94,1.01,16465483122,4.011,37,7642123904,96795761,4105.22,1.01,1109.0,2918564395,4366035,0.15%,4,4044969035,4721,4708,11,16351619,593497,3.63,10187006664,551587,0.01%,126433,40888,32.34%,1082704,10289909688,146,0.00%,4572,4762,104.16%,0,0,65608627072,1968258812.1599998,38053003701.759995,0.0,24275192016.64
5,2018-07-17,nbody_50000000_v5_original,10.0.2,nbody.java 50000000,1.0,0.44,0.58,0.03,0.0,0.37,5.4,2.18,0.01,0.42,2.15,4.004134727,16324491106,4.037,35609657520,2.2,4043.25,1.01,15961351214,3.948,38,7380845057,93293166,4043.52,1.01,1067.0,2454423434,3735156,0.15%,0,4023384570,4600,4590,8,6849384,131386,1.918,10104238864,175653,0.00%,29487,2683,9.10%,447577,10154942609,301,0.00%,4003,5527,138.07%,0,0,65297964424,1958938932.72,37872819365.92,0.0,24160246836.88
6,2018-07-17,nbody_50000000_v5_original,10.0.2,nbody.java 50000000,1.0,0.46,0.57,0.05,0.0,0.37,5.38,2.15,0.02,0.42,2.15,4.070339528,16437651984,3.998,35679588345,2.2,4110.9,1.01,16486581375,4.01,41,7648191364,96878535,4111.17,1.01,1042.0,2936091854,5095649,0.17%,0,4133662560,4777,4767,8,3458743,134755,3.896,10156494824,518278,0.01%,110732,37722,34.07%,1053577,10254529405,139,0.00%,5513,4419,80.16%,0,0,65750607936,3287530396.8,37477846523.52,0.0,24327724936.32
7,2018-07-17,nbody_50000000_v5_original,10.0.2,nbody.java 50000000,1.0,0.45,0.58,0.03,0.0,0.38,5.38,2.15,0.01,0.51,2.15,4.044049203,16344677708,4.0,35452218493,2.18,4086.24,1.01,16398600412,4.013,42,7631394680,96709463,4086.48,1.01,967.0,2925700071,4409073,0.15%,0,4115991583,4702,4692,8,8881825,147030,1.655,9964963375,182301,0.00%,33092,2760,8.34%,448621,10018949014,758,0.00%,4847,3061,63.15%,0,0,65378710832,1961361324.96,37919652282.56,0.0,24843910116.16
8,2018-07-17,nbody_50000000_v5_original,10.0.2,nbody.java 50000000,1.0,0.45,0.58,0.03,0.0,0.38,5.3,2.15,0.01,0.35,2.15,4.047432805,16369746749,4.002,35711678422,2.2,4089.8,1.01,16462343063,4.025,26,7623705051,96621040,4090.04,1.011,873.0,2925620820,5407219,0.18%,0,4100957652,4759,4746,11,19273670,1153606,5.985,10260178806,155255,0.00%,23969,7838,32.70%,383380,10035198528,371,0.00%,5487,4322,78.77%,0,0,65478986996,1964369609.8799999,37977812457.68,0.0,24882015058.48
9,2018-07-17,nbody_50000000_v5_original,10.0.2,nbody.java 50000000,1.0,0.45,0.58,0.04,0.0,0.38,5.34,2.15,0.01,0.33,2.15,4.037039052,16394082872,4.021,35929658813,2.21,4077.06,1.01,16440813915,4.032,41,7631205423,96695764,4077.36,1.01,980.0,2926235244,5301675,0.18%,0,4103778682,4754,4744,8,17435993,585316,3.357,10024352827,153795,0.00%,22262,6187,27.79%,416079,10035488341,85,0.00%,5300,4584,86.49%,0,0,65576331488,2623053259.52,38034272263.04,0.0,24919005965.44
10,2018-07-17,nbody_50000000_v5_original,10.0.2,nbody.java 50000000,1.0,0.45,0.58,0.03,0.0,0.38,5.36,2.16,0.02,0.43,2.15,4.053670697,16369510831,3.998,35332331316,2.17,4094.68,1.01,16468754362,4.022,45,7634396270,96815529,4095.0,1.01,879.0,2909747047,5525491,0.19%,8,4098034086,4693,4683,8,14282171,903753,6.328,10189279621,508387,0.00%,28184,2882,10.23%,345564,10058551329,0,0.00%,3752,3337,88.94%,0,0,65478043324,1964341299.72,37977265127.92,0.0,24881656463.12
1,2023-08-22,nbody_50000000_v5_original,11.0.20.1,nbody.java 50000000,1.0,0.43,0.59,0.03,0.01,0.36,5.41,2.27,0.01,0.16,2.16,4.054434189,16424589447,4.028,38252164255,2.35,4077.85,1.006,16397544139,4.021,14,7607689940,96396414,4078.0,1.006,608.0,2517255527,41213,0.00%,0,4091654806,3651,3641,8,1534223,486901,31.736,9667340900,165391,0.00%,27717,1503,5.42%,529539,9424932961,394,0.00%,4111,3154,76.72%,0,0,65698357788,1970950733.6399999,38762031094.92,656983577.88,23651408803.68
2,2023-08-22,nbody_50000000_v5_original,11.0.20.1,nbody.java 50000000,1.0,0.43,0.59,0.03,0.01,0.37,5.42,2.25,0.01,0.21,2.16,4.07301029,16353919545,3.992,38006130647,2.34,4096.68,1.006,16374719605,3.997,14,7597884361,96303790,4096.81,1.006,528.0,2493656393,133098,0.01%,0,4025890167,3647,3637,8,271024,52030,19.198,9633610019,139388,0.00%,17101,38280,223.85%,939784,9675654365,11924,0.00%,3312,4383,132.34%,0,0,65415678180,1962470345.3999999,38595250126.2,654156781.8000001,24203800926.6
3,2023-08-22,nbody_50000000_v5_original,11.0.20.1,nbody.java 50000000,0.99,0.43,0.59,0.03,0.01,0.37,5.36,2.29,0.01,0.21,2.16,4.10727534,16348342724,3.961,38111465378,2.32,4127.52,1.005,16371015944,3.966,16,7593930051,96240392,4127.64,1.005,540.0,2489439355,198933,0.01%,0,4040465157,3650,3640,8,860140,121158,14.086,9563973865,237060,0.00%,44573,5487,12.31%,663973,9615088996,749,0.00%,5461,7124,130.45%,0,0,65393370896,1961801126.8799999,38582088828.64,653933708.96,24195547231.52
4,2023-08-22,nbody_50000000_v5_original,11.0.20.1,nbody.java 50000000,1.0,0.43,0.59,0.04,0.01,0.37,5.42,2.29,0.0,0.11,2.16,4.057362658,16351336505,4.007,38271926486,2.36,4080.34,1.006,16401781390,4.02,16,7614328045,96445774,4080.48,1.006,492.0,2515885955,32958,0.00%,0,4087794206,3652,3640,10,1655676,495549,29.93,9631828693,476871,0.00%,21997,1187,5.40%,421519,9442548551,100,0.00%,2702,3713,137.42%,0,0,65405346020,2616213840.8,38589154151.799995,654053460.2,24199978027.4
5,2023-08-22,nbody_50000000_v5_original,11.0.20.1,nbody.java 50000000,1.0,0.43,0.58,0.04,0.01,0.37,5.4,2.27,0.01,0.11,2.16,4.088422323,16362030137,3.979,38184321866,2.33,4112.21,1.006,16397895673,3.988,18,7605557764,96369856,4112.32,1.006,484.0,2496562720,37529,0.00%,0,4016676060,3656,3646,8,338706,34661,10.233,9608056243,160340,0.00%,19969,1666,8.34%,426880,9592753247,11696,0.00%,15237,15726,103.21%,0,0,65448120548,2617924821.92,37959909917.84,654481205.48,24215804602.76
6,2023-08-22,nbody_50000000_v5_original,11.0.20.1,nbody.java 50000000,1.0,0.43,0.58,0.04,0.01,0.38,5.37,2.28,0.0,0.11,2.16,4.105620465,16361995504,3.963,38293843668,2.32,4129.12,1.006,16403307725,3.973,12,7613943750,96470677,4129.23,1.006,472.0,2490701911,31687,0.00%,0,4063544536,3655,3645,8,177712,32988,18.563,9557594928,132165,0.00%,12997,894,6.88%,363793,9545789497,15,0.00%,2044,4240,207.44%,0,0,65447982016,2617919280.64,37959829569.28,654479820.16,24870233166.08
7,2023-08-22,nbody_50000000_v5_original,11.0.20.1,nbody.java 50000000,1.0,0.43,0.59,0.03,0.01,0.37,5.43,2.26,0.01,0.19,2.16,4.046762038,16343100920,4.016,38242502303,2.36,4069.15,1.006,16383559297,4.026,14,7606343924,96398993,4069.29,1.006,457.0,2523610251,123454,0.00%,0,4079528071,3627,3617,8,1748322,594063,33.979,9620124606,229126,0.00%,46861,5348,11.41%,622751,9439398837,255,0.00%,3590,6892,191.98%,0,0,65372403680,1961172110.3999999,38569718171.2,653724036.8000001,24187789361.6
8,2023-08-22,nbody_50000000_v5_original,11.0.20.1,nbody.java 50000000,1.0,0.43,0.58,0.04,0.01,0.38,5.42,2.32,0.0,0.02,2.16,4.053471283,16400896686,4.023,38387696066,2.36,4076.39,1.006,16418682565,4.028,10,7617157475,96508451,4076.53,1.006,474.0,2514650978,27564,0.00%,0,4073014857,3658,3646,10,1536224,456458,29.713,9625089803,144984,0.00%,13120,501,3.82%,416004,9438930323,61,0.00%,4132,3298,79.82%,0,0,65603586744,2624143469.76,38050080311.52,656035867.44,24929362962.72
9,2023-08-22,nbody_50000000_v5_original,11.0.20.1,nbody.java 50000000,0.99,0.43,0.58,0.04,0.01,0.38,5.43,2.29,0.0,0.12,2.16,4.061271038,16367427439,4.01,38254556979,2.35,4081.33,1.005,16406223319,4.02,16,7615387329,96477049,4081.45,1.005,442.0,2511231557,31128,0.00%,0,4082457942,3648,3638,8,1462590,505785,34.581,9622009508,469672,0.00%,10333,1658,16.05%,392566,9420821398,379,0.00%,3663,3581,97.76%,0,0,65469709756,2618788390.2400002,37972431658.479996,654697097.5600001,24878489707.28
10,2023-08-22,nbody_50000000_v5_original,11.0.20.1,nbody.java 50000000,0.99,0.43,0.58,0.03,0.01,0.38,5.37,2.27,0.01,0.12,2.15,4.102189747,16429468733,3.979,38218917909,2.31,4128.7,1.006,16400089872,3.972,17,7613952567,96459790,4128.8,1.006,438.0,2489806114,82823,0.00%,0,4046991554,3647,3637,8,303903,53703,17.671,9558462886,151933,0.00%,19621,1589,8.10%,457243,9604684901,185,0.00%,7295,3364,46.11%,0,0,65717874932,1971536247.96,38116367460.56,657178749.32,24972792474.16
1,2019-07-16,nbody_50000000_v5_original,12.0.2,nbody.java 50000000,1.0,0.46,0.57,0.04,0.01,0.39,5.28,2.12,0.01,0.22,2.15,3.859393285,15365262099,3.956,33407217759,2.15,3883.71,1.006,15357877926,3.954,30,7144087398,90525647,3883.9,1.006,714.0,1850675294,276267,0.01%,0,4046132915,3800,3790,8,210048,25769,12.268,9464749127,145259,0.00%,20478,4029,19.67%,390446,9496855543,69,0.00%,5608,3686,65.73%,0,0,61461048396,2458441935.84,35032797585.71999,614610483.96,23969808874.440002
2,2019-07-16,nbody_50000000_v5_original,12.0.2,nbody.java 50000000,1.0,0.46,0.57,0.03,0.01,0.41,5.25,2.11,0.01,0.26,2.16,3.863395263,15468580150,3.975,33535139657,2.16,3890.92,1.007,15450073530,3.971,17,7131232651,90375958,3891.08,1.007,643.0,1854970589,328556,0.02%,0,4029197676,3821,3811,8,213221,43767,20.527,9425646109,151590,0.00%,20386,3043,14.93%,413745,9511693834,54,0.00%,3357,4251,126.63%,0,0,61874320600,1856229618.0,35268362742.0,618743206.0,25368471446.0
3,2019-07-16,nbody_50000000_v5_original,12.0.2,nbody.java 50000000,1.0,0.46,0.57,0.03,0.01,0.38,5.36,2.14,0.01,0.25,2.16,3.861777546,15375336662,3.958,33617755703,2.17,3884.16,1.006,15415962288,3.969,19,7133302248,90410413,3884.33,1.006,589.0,1839665835,226209,0.01%,0,4031811365,3800,3790,8,202233,33217,16.425,9438748946,128898,0.00%,7395,1979,26.76%,358675,9488369758,177,0.00%,2676,3802,142.08%,0,0,61501346648,1845040399.4399998,35055767589.36,615013466.48,23370511726.24
4,2019-07-16,nbody_50000000_v5_original,12.0.2,nbody.java 50000000,0.99,0.46,0.57,0.03,0.01,0.39,5.38,2.13,0.01,0.27,2.15,3.878753005,15815158541,4.053,34465573587,2.2,3901.92,1.006,15819319488,4.054,18,7143803402,90294169,3902.09,1.006,582.0,1832018922,234584,0.01%,0,4014669746,3803,3789,12,261705,79588,30.411,9437535316,152079,0.00%,26503,9190,34.68%,396564,9334354018,595,0.00%,4750,3996,84.13%,0,0,63260634164,1897819024.9199998,36058561473.479996,632606341.64,24671647323.96
5,2019-07-16,nbody_50000000_v5_original,12.0.2,nbody.java 50000000,1.0,0.46,0.57,0.03,0.01,0.39,5.32,2.08,0.01,0.26,2.16,3.876131487,15770433694,4.044,33509444827,2.14,3899.3,1.006,15377724454,3.944,13,7143493586,90530376,3899.47,1.006,553.0,1826764636,245842,0.01%,0,4010081011,3819,3809,8,389381,35515,9.121,9374319729,159081,0.00%,27594,3035,11.00%,449519,9444820726,239,0.00%,2460,4476,181.95%,0,0,63081734776,1892452043.28,35956588822.32,630817347.76,24601876562.64
6,2019-07-16,nbody_50000000_v5_original,12.0.2,nbody.java 50000000,1.0,0.46,0.57,0.03,0.01,0.41,5.27,2.11,0.01,0.25,2.16,3.861628345,15386593329,3.957,33346482162,2.15,3888.4,1.007,15340065757,3.945,17,7123213740,90303943,3888.54,1.007,541.0,1859327659,348708,0.02%,0,4037463299,3800,3790,8,166835,44768,26.834,9471738266,106799,0.00%,8249,562,6.81%,353730,9505281952,54,0.00%,2869,3012,104.98%,0,0,61546373316,1846391199.48,35081432790.119995,615463733.16,25234013059.559998
7,2019-07-16,nbody_50000000_v5_original,12.0.2,nbody.java 50000000,1.0,0.46,0.57,0.03,0.02,0.39,5.37,2.14,0.01,0.24,2.16,3.854101532,15385951667,3.968,33637432766,2.17,3877.24,1.006,15367249309,3.963,17,7140397961,90482561,3877.41,1.006,506.0,1842546214,235226,0.01%,0,4037212478,3798,3788,8,563644,108381,19.229,9454483234,206082,0.00%,32669,2295,7.03%,532127,9506945473,100,0.00%,3310,8975,271.15%,0,0,61543806668,1846314200.04,35079969800.759995,1230876133.3600001,24002084600.52
