test,release_date,path,version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC_perf,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed_sec,cycles,freq_cycles_GHz,instructions,insn_per_cycle,cpu_clock_msec,no_cpus,cpu_cycles,freq_cpu_cycles_GHz,cpu_migrations,ref_cycles,bus_cycles,task_clock_msec,no_cpus_task_clock,cpu_thermal_margin_C,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,2017-07-11,binaryTrees_original_v7,7.10.1,binaryTrees_7_original.js 21,0.99,0.53,0.49,0.18,0.04,0.28,5.95,1.92,0.23,4.44,2.12,20.90399197,98695462312,3.948,188653025725,1.91,24996.54,1.196,98944372905,3.958,32,46730261421,592148680,25001.45,1.196,146.0,33383861878,108337232,0.32%,153,32024194926,6031435,6031435,0,2603510736,1564068933,60.075,46225347149,1470154307,3.18%,151174922,45375439,30.02%,186686702,46670956587,12687008,0.03%,165081,10780099,6530.19%,0,0
2,2017-07-11,binaryTrees_original_v7,7.10.1,binaryTrees_7_original.js 21,0.98,0.5,0.52,0.19,0.04,0.25,6.25,1.96,0.22,4.36,2.09,21.232331626,95391169488,3.874,188774459615,1.98,24619.0,1.16,95654191860,3.885,41,45706315461,578810859,24623.75,1.16,137.0,33301394166,107768581,0.32%,127,32271675406,6031144,6031144,0,2568786122,1549985179,60.339,46625243037,1446379303,3.10%,160704957,54635105,34.00%,189110829,46265422965,13135757,0.03%,610382,11081293,1815.47%,0,0
3,2017-07-11,binaryTrees_original_v7,7.10.1,binaryTrees_7_original.js 21,0.99,0.5,0.52,0.19,0.04,0.25,6.37,2.0,0.25,4.41,2.12,20.932462603,94586842523,3.938,187923670291,1.98,24018.48,1.147,94678979459,3.942,41,44741227420,564202624,24023.5,1.148,116.0,33373598736,107259839,0.32%,149,32092637664,6036686,6036686,0,2567765266,1537465606,59.876,46301815492,1437062178,3.10%,150506726,49324995,32.77%,179523587,46015401310,13297434,0.03%,449664,10827347,2407.87%,0,0
4,2017-07-11,binaryTrees_original_v7,7.10.1,binaryTrees_7_original.js 21,0.99,0.51,0.52,0.19,0.04,0.25,6.22,1.98,0.23,4.45,2.08,21.28686714,95343950043,3.865,187395974333,1.97,24666.61,1.159,95502062167,3.871,61,45919725547,581543755,24671.73,1.159,85.0,33222028288,106677354,0.32%,123,32458535449,6035999,6035999,0,2600329653,1549804365,59.6,46135022240,1499409530,3.25%,148826505,52973157,35.59%,194306176,45800526495,13241342,0.03%,485661,10647945,2192.46%,0,0
5,2017-07-11,binaryTrees_original_v7,7.10.1,binaryTrees_7_original.js 21,0.99,0.51,0.52,0.19,0.04,0.25,6.27,1.97,0.23,4.42,2.07,21.322891691,95308705234,3.857,187812965898,1.97,24705.97,1.159,95231218917,3.854,48,45928331406,581776615,24710.89,1.159,147.0,33227751148,107983399,0.32%,176,32247293123,6036357,6036357,0,2581700157,1543606500,59.79,46270615100,1467287567,3.17%,157632718,52595997,33.37%,190103898,46146589913,12723403,0.03%,491359,10932824,2225.02%,0,0
6,2017-07-11,binaryTrees_original_v7,7.10.1,binaryTrees_7_original.js 21,0.99,0.5,0.52,0.19,0.04,0.25,6.15,2.0,0.23,3.76,1.72,25.169478406,94478517717,3.233,189611676115,2.01,29220.9,1.161,94502075983,3.234,23,54859103429,695172300,29227.73,1.161,156.0,33148156803,106383329,0.32%,154,31884748292,6036686,6036686,0,2602776641,1528384731,58.721,45454517178,1473533985,3.24%,149964719,46294742,30.87%,196968522,45825913832,12979974,0.03%,282505,10439448,3695.31%,0,0
7,2017-07-11,binaryTrees_original_v7,7.10.1,binaryTrees_7_original.js 21,0.99,0.5,0.53,0.19,0.04,0.23,6.26,2.03,0.24,3.67,1.73,25.005064827,92956060977,3.24,188456887850,2.03,28685.18,1.147,92768341129,3.234,32,53693417228,680304304,28691.3,1.147,177.0,33260208968,107441210,0.32%,219,31899311537,6036624,6036624,0,2567498802,1518197248,59.131,45744062445,1433725849,3.13%,147806204,44971988,30.43%,197172578,45539860203,13187511,0.03%,411958,10543163,2559.28%,0,0
8,2017-07-11,binaryTrees_original_v7,7.10.1,binaryTrees_7_original.js 21,0.99,0.5,0.52,0.19,0.04,0.25,6.21,1.99,0.23,3.65,1.73,25.102828492,94432031801,3.243,188250550309,1.99,29111.28,1.16,94467946262,3.245,29,54639287777,690250802,29117.64,1.16,211.0,32948866664,105262951,0.32%,153,31867915539,6036129,6036129,0,2596350406,1551522869,59.758,45897729659,1443522923,3.15%,155386039,49367727,31.77%,187680100,45901004971,12954706,0.03%,398761,11018419,2763.16%,0,0
9,2017-07-11,binaryTrees_original_v7,7.10.1,binaryTrees_7_original.js 21,0.99,0.49,0.53,0.19,0.04,0.24,6.21,2.02,0.23,3.71,1.73,24.994086312,93479578199,3.247,187529422737,2.0,28782.22,1.152,93664994904,3.254,34,54185226704,683725340,28788.04,1.152,181.0,33092283869,105702622,0.32%,167,31879240922,6041107,6041107,0,2576127833,1527004756,59.275,45823207659,1462845897,3.19%,149946400,46351547,30.91%,193357056,46215614541,12929954,0.03%,432013,10428916,2414.03%,0,0
10,2017-07-11,binaryTrees_original_v7,7.10.1,binaryTrees_7_original.js 21,0.99,0.5,0.53,0.19,0.04,0.24,6.28,2.03,0.24,3.7,1.73,24.878114134,92850903353,3.242,186360968655,2.0,28638.88,1.151,92913680876,3.244,38,53625576518,679470439,28645.44,1.151,180.0,33036354157,104639465,0.32%,176,31983147635,6042179,6042179,0,2590402067,1555310723,60.041,46246045516,1450636162,3.14%,146430138,44820158,30.61%,200630171,46295120473,12913543,0.03%,305486,10666173,3491.54%,0,0
1,2019-12-17,binaryTrees_original_v7,8.17.0,binaryTrees_7_original.js 21,0.99,0.52,0.52,0.21,0.03,0.23,6.13,1.91,0.28,3.65,2.14,19.025090765,82603236543,3.989,157485146451,1.91,20705.78,1.088,82706777087,3.994,19,38766167917,490758974,20711.47,1.089,162.0,30200095393,48731277,0.16%,8,26431121119,6074525,6074525,0,1510876537,827862946,54.794,42713927312,1080087134,2.53%,121521919,41206400,33.91%,158236923,43016928115,8571861,0.02%,173723,8525377,4907.45%,0,0
2,2019-12-17,binaryTrees_original_v7,8.17.0,binaryTrees_7_original.js 21,0.99,0.52,0.52,0.2,0.03,0.25,6.26,1.94,0.25,3.65,2.14,19.059220719,82198728476,3.968,160356079264,1.94,20711.17,1.087,82361631673,3.976,29,38623286384,489089419,20716.54,1.087,153.0,30350157390,49770744,0.16%,8,25823219377,6074492,6074492,0,1583248880,885327056,55.918,42313254743,1092206707,2.58%,127767057,40358471,31.59%,170887883,42791214134,7604804,0.02%,217238,9448515,4349.38%,0,0
3,2019-12-17,binaryTrees_original_v7,8.17.0,binaryTrees_7_original.js 21,0.99,0.52,0.51,0.21,0.03,0.23,6.29,1.95,0.26,3.62,2.14,19.034474687,82146423542,3.955,156848896745,1.89,20766.06,1.091,82047409204,3.951,42,38281412106,484708685,20771.42,1.091,121.0,29510067657,46217293,0.16%,4,25731198360,6074543,6074543,0,1555454260,844245469,54.276,42479489755,1054127596,2.48%,114213523,34819928,30.49%,151840380,42850862761,8039688,0.02%,84124,8645758,10277.40%,0,0
4,2019-12-17,binaryTrees_original_v7,8.17.0,binaryTrees_7_original.js 21,0.98,0.53,0.51,0.21,0.03,0.25,6.14,1.88,0.25,3.48,2.1,19.547322551,83887103893,3.922,158308792192,1.89,21384.53,1.094,83529795609,3.906,54,39683589132,502674353,21390.3,1.094,112.0,30146667244,48999900,0.16%,13,26462160069,6074719,6074719,0,1549546058,846524014,54.63,42544355603,1056819362,2.48%,130294236,45793930,35.15%,167146219,42524398542,8144190,0.02%,442573,8911726,2013.62%,0,0
5,2019-12-17,binaryTrees_original_v7,8.17.0,binaryTrees_7_original.js 21,0.99,0.52,0.51,0.21,0.03,0.25,6.11,1.9,0.25,3.54,2.11,19.290361898,83614607446,3.953,161321435816,1.94,21149.98,1.096,83750198747,3.959,61,39525736940,500644509,21155.08,1.097,113.0,30491873416,49268505,0.16%,13,25633556193,6074213,6074213,0,1597801134,884095852,55.332,42603916654,1071197734,2.51%,119054531,33308032,27.98%,169103492,42795202442,7443441,0.02%,236018,9341613,3958.01%,0,2
6,2019-12-17,binaryTrees_original_v7,8.17.0,binaryTrees_7_original.js 21,0.99,0.52,0.51,0.21,0.03,0.25,6.23,1.94,0.27,3.54,2.12,19.29013729,83105113403,3.946,160797087141,1.93,21055.92,1.092,83067826965,3.945,40,39128216068,496376017,21061.73,1.092,134.0,30180581779,47639673,0.16%,13,25464811892,6074727,6074727,0,1596145131,877026600,54.947,42601587727,1080185145,2.54%,123343602,35126926,28.48%,175069066,42817703820,7543712,0.02%,340794,9199242,2699.36%,0,0
7,2019-12-17,binaryTrees_original_v7,8.17.0,binaryTrees_7_original.js 21,0.99,0.51,0.53,0.21,0.03,0.22,6.26,1.96,0.24,3.07,1.82,22.146090739,80616503144,3.383,158937112506,1.96,23829.84,1.076,80686316587,3.386,45,44372445636,562577303,23835.68,1.076,168.0,30049806128,48812547,0.16%,8,26280165020,6074618,6074618,0,1526351072,842906284,55.224,42856122355,1073977519,2.51%,127281196,41755082,32.81%,164292039,42788028176,7939625,0.02%,72090,8600688,11930.49%,0,0
8,2019-12-17,binaryTrees_original_v7,8.17.0,binaryTrees_7_original.js 21,0.99,0.51,0.53,0.21,0.03,0.21,6.28,1.98,0.25,3.03,1.78,22.465458461,80510741703,3.344,159300352864,1.98,24070.07,1.071,80556783988,3.346,18,45173030873,572313344,24075.51,1.072,196.0,30083826020,48159927,0.16%,0,25951330995,6074523,6074521,2,1574163283,863667262,54.865,42771521846,1087843594,2.54%,129276283,39587810,30.62%,163452658,42763785849,8103960,0.02%,53075,8654764,16306.67%,0,0
9,2019-12-17,binaryTrees_original_v7,8.17.0,binaryTrees_7_original.js 21,0.99,0.51,0.53,0.21,0.03,0.21,6.32,1.99,0.25,2.98,1.79,22.340403846,80301497394,3.34,160350743203,1.99,24037.03,1.076,80391522044,3.344,34,44881883106,568920386,24042.81,1.076,184.0,30224899980,48158152,0.16%,4,25630394196,6074522,6074522,0,1566602605,861080322,54.965,42670512233,1052292805,2.47%,125874863,40603931,32.26%,163730289,42863589311,7817034,0.02%,153996,8850249,5747.06%,0,0
10,2019-12-17,binaryTrees_original_v7,8.17.0,binaryTrees_7_original.js 21,0.99,0.51,0.53,0.22,0.03,0.22,6.24,1.99,0.27,3.05,1.79,22.361180748,81193618981,3.364,159632525750,1.96,24133.41,1.079,81389323739,3.372,19,45314924402,571299979,24140.06,1.08,186.0,29832878964,47122076,0.16%,0,25903443263,6074364,6074364,0,1575686219,856613338,54.364,42701680082,1079115798,2.53%,126531625,40055611,31.66%,173072638,42486084088,8049623,0.02%,680175,8550851,1257.15%,0,0
1,2018-06-12,binaryTrees_original_v7,9.11.2,binaryTrees_7_original.js 21,0.99,0.51,0.52,0.21,0.03,0.24,6.14,1.92,0.26,3.57,2.14,19.266234279,83357932473,3.991,159843170753,1.92,20883.03,1.084,83379485995,3.992,27,39045610509,494642081,20888.09,1.084,177.0,30387930334,49481190,0.16%,17,26430003138,6076458,6076458,0,1614288042,883314629,54.719,43488708318,1100235719,2.53%,128033838,42980300,33.57%,151613207,43741308462,8045900,0.02%,198811,8711613,4381.86%,0,0
2,2018-06-12,binaryTrees_original_v7,9.11.2,binaryTrees_7_original.js 21,0.99,0.52,0.52,0.21,0.03,0.24,6.18,1.93,0.27,3.58,2.14,19.262791359,83815366230,4.004,161020014784,1.92,20927.98,1.086,83309911807,3.98,27,38965108298,490653755,20933.28,1.087,146.0,30385232873,48912626,0.16%,4,26063577449,6078520,6078520,0,1581014523,881728379,55.77,43015078746,1069676179,2.49%,126101287,39060278,30.98%,166726553,43187314595,7991807,0.02%,185900,8844201,4757.50%,0,0
3,2018-06-12,binaryTrees_original_v7,9.11.2,binaryTrees_7_original.js 21,0.99,0.52,0.52,0.22,0.03,0.22,6.11,1.91,0.26,3.59,2.13,19.248110513,82501860900,3.954,158050330453,1.92,20863.13,1.084,82602706402,3.959,44,38994749960,493381542,20868.21,1.084,149.0,30277229359,50289322,0.17%,17,26155086598,6075851,6075849,2,1498617918,824552305,55.021,42512394328,1063666149,2.50%,131280001,45281105,34.49%,162824562,42217122027,8224835,0.02%,328167,8514486,2594.56%,0,0
4,2018-06-12,binaryTrees_original_v7,9.11.2,binaryTrees_7_original.js 21,0.98,0.52,0.52,0.22,0.03,0.25,6.07,1.9,0.26,3.52,2.11,19.392386083,82579032249,3.938,158421743803,1.93,20968.56,1.081,82722321980,3.945,48,39109349894,495275457,20973.74,1.082,140.0,30386685093,50040798,0.16%,8,26109817189,6073617,6073617,0,1565325944,868579241,55.489,43203240443,1079448638,2.50%,131262511,43188929,32.90%,166561950,42281248577,7740656,0.02%,381515,8813158,2310.04%,0,0
5,2018-06-12,binaryTrees_original_v7,9.11.2,binaryTrees_7_original.js 21,0.99,0.52,0.51,0.21,0.03,0.24,6.15,1.93,0.25,3.52,2.13,19.302740928,83478110009,3.966,162045027487,1.94,21047.14,1.09,83618871674,3.972,64,39296117527,497753667,21051.83,1.091,126.0,30793490214,50164900,0.16%,17,26281576321,6076226,6076226,0,1579911303,860419504,54.46,43323817056,1080779355,2.49%,123117490,39204299,31.84%,162914654,43481613036,8127138,0.02%,152873,8512177,5568.14%,0,0
6,2018-06-12,binaryTrees_original_v7,9.11.2,binaryTrees_7_original.js 21,0.98,0.52,0.52,0.22,0.03,0.25,6.07,1.9,0.25,3.52,2.1,19.551029776,82455489381,3.88,159359622562,1.92,21250.48,1.087,82640080134,3.888,48,39396775282,497049419,21256.15,1.087,98.0,30122103786,48825638,0.16%,4,25745508604,6078693,6078692,1,1533939796,843410527,54.983,42621962043,1076551197,2.53%,125755153,39685723,31.56%,175716127,42657889210,8013571,0.02%,493910,9027708,1827.80%,0,0
7,2018-06-12,binaryTrees_original_v7,9.11.2,binaryTrees_7_original.js 21,0.99,0.51,0.53,0.22,0.03,0.23,6.09,1.92,0.27,3.06,1.78,22.668570351,82083022905,3.338,159626800891,1.95,24586.42,1.085,82053711977,3.337,38,46150204248,584968183,24592.53,1.085,178.0,30466034937,48752485,0.16%,4,25934604387,6078172,6078172,0,1583362131,866548314,54.728,42567634662,1086063501,2.55%,131606718,46669030,35.46%,168811928,41954673939,7872057,0.02%,191576,8848665,4618.88%,0,0
8,2018-06-12,binaryTrees_original_v7,9.11.2,binaryTrees_7_original.js 21,0.99,0.51,0.52,0.22,0.03,0.23,6.1,1.96,0.26,3.0,1.79,22.523505931,82225126962,3.35,160428606295,1.95,24540.96,1.09,82382541239,3.357,44,46097194478,583469347,24547.11,1.09,169.0,30311845287,50365666,0.17%,17,25835961910,6075918,6075918,0,1559140359,867410762,55.634,42745167557,1059517549,2.48%,129067575,41939786,32.49%,164803600,42086715227,8102973,0.02%,77514,8903559,11486.39%,0,0
9,2018-06-12,binaryTrees_original_v7,9.11.2,binaryTrees_7_original.js 21,0.99,0.51,0.52,0.22,0.03,0.23,6.14,1.95,0.27,3.01,1.79,22.569043074,82049984947,3.351,159901330681,1.95,24481.61,1.085,82173087630,3.356,21,45907488867,579928258,24488.04,1.085,179.0,30103750762,51174403,0.17%,17,26007424415,6078029,6078029,0,1564127515,863008202,55.175,42766608317,1057416685,2.47%,127150758,41509213,32.65%,173243553,42486504637,7996991,0.02%,212490,8795411,4139.21%,0,0
10,2018-06-12,binaryTrees_original_v7,9.11.2,binaryTrees_7_original.js 21,0.99,0.51,0.52,0.22,0.03,0.22,6.16,1.97,0.25,3.02,1.79,22.370997641,81196331342,3.371,158464091336,1.96,24086.67,1.077,81160034940,3.369,29,45296228122,573795813,24092.86,1.077,188.0,30124804723,48659568,0.16%,17,25759047809,6080184,6080184,0,1530113297,824877114,53.91,42098622872,1048416020,2.49%,128443493,43272787,33.69%,163807443,42032625312,8267153,0.02%,186754,8446827,4522.97%,0,0
1,2021-04-06,binaryTrees_original_v7,10.24.1,binaryTrees_7_original.js 21,0.99,0.6,0.44,0.13,0.02,0.41,5.03,1.67,0.12,7.85,2.02,19.216143168,207992007111,3.799,349440455340,1.68,54745.28,2.849,208077741150,3.801,55,102847257449,1302723173,54752.61,2.849,116.0,61687373220,121979923,0.20%,4,44423962346,5952268,5952268,0,5025024492,1829182254,36.401,83517672858,2342540725,2.80%,411098064,116824046,28.42%,223477144,83709003727,30946835,0.04%,552171,7814434,1415.22%,0,0
2,2021-04-06,binaryTrees_original_v7,10.24.1,binaryTrees_7_original.js 21,0.99,0.59,0.45,0.13,0.02,0.4,5.03,1.68,0.13,7.39,1.93,19.328747967,196033220927,3.616,331324058578,1.69,54202.53,2.804,196242409701,3.62,52,101784821353,1288645006,54209.78,2.805,133.0,58959085262,116374032,0.20%,13,43022570201,5965809,5965809,0,4706139472,1771581795,37.644,80079799547,2251237845,2.81%,371695956,104106074,28.01%,198618086,79873986227,29841703,0.04%,950901,8109078,852.78%,0,0
3,2021-04-06,binaryTrees_original_v7,10.24.1,binaryTrees_7_original.js 21,0.99,0.59,0.45,0.13,0.02,0.4,4.96,1.69,0.11,6.03,1.57,24.17713538,200803557905,2.941,339135406020,1.69,68261.62,2.823,200701566501,2.94,65,128386500380,1625695677,68270.93,2.824,211.0,60045179094,114971312,0.19%,0,43856270377,5958441,5958441,0,4949013877,1893911224,38.268,82056290010,2313803080,2.82%,393636739,113330536,28.79%,221486679,81824758916,31126877,0.04%,725425,9497853,1309.28%,0,0
4,2021-04-06,binaryTrees_original_v7,10.24.1,binaryTrees_7_original.js 21,0.99,0.58,0.46,0.13,0.02,0.39,4.99,1.7,0.12,5.25,1.37,27.886842688,200217551817,2.569,341385073539,1.7,77941.32,2.795,199831802631,2.564,48,146437786975,1853218795,77952.4,2.795,234.0,60349924377,119878124,0.20%,22,43595235149,5944726,5944726,0,4961396566,1910053291,38.498,82645315384,2309130581,2.79%,392937416,111025226,28.26%,218857725,82739783190,31141095,0.04%,670462,8129454,1212.52%,0,7
5,2021-04-06,binaryTrees_original_v7,10.24.1,binaryTrees_7_original.js 21,0.99,0.58,0.46,0.13,0.03,0.39,5.0,1.72,0.11,5.23,1.38,27.876464297,202146794610,2.594,345386622846,1.71,77909.41,2.795,201876086626,2.591,62,146751397049,1857386449,77920.99,2.795,227.0,60425090608,112316585,0.19%,22,44608536418,5941244,5941244,0,5009030179,1874260300,37.418,83201453562,2322790376,2.79%,403474793,116753739,28.94%,224771620,82773012836,31408315,0.04%,605984,8924956,1472.80%,0,0
6,2021-04-06,binaryTrees_original_v7,10.24.1,binaryTrees_7_original.js 21,0.99,0.58,0.46,0.13,0.03,0.38,5.04,1.75,0.13,5.55,1.38,28.451865471,206220297046,2.594,361126614070,1.75,79504.86,2.794,206390325764,2.596,48,149672262942,1895285653,79516.15,2.795,232.0,63976462943,130700074,0.20%,39,45498806203,5936017,5936017,0,5183121871,1854862488,35.787,86001031199,2366742093,2.75%,427036972,122136527,28.60%,215097383,85690321399,30680690,0.04%,647027,7554484,1167.57%,0,0
7,2021-04-06,binaryTrees_original_v7,10.24.1,binaryTrees_7_original.js 21,0.99,0.58,0.46,0.13,0.03,0.39,5.02,1.73,0.11,5.39,1.38,28.439518631,206989405915,2.595,355122894808,1.72,79755.86,2.804,207021545353,2.596,60,150243754085,1902738608,79767.03,2.805,234.0,62110796454,118780382,0.19%,35,45738816378,5936532,5936532,0,5150043904,1841626506,35.759,85775212962,2392456498,2.79%,420273101,120773830,28.74%,228661881,85458436701,31960754,0.04%,685027,8645359,1262.05%,0,4
8,2021-04-06,binaryTrees_original_v7,10.24.1,binaryTrees_7_original.js 21,0.99,0.58,0.46,0.13,0.03,0.38,5.03,1.74,0.11,5.33,1.37,27.388026977,198960365138,2.593,341158293220,1.72,76710.23,2.801,199112521113,2.595,62,144759347223,1830513072,76720.41,2.801,233.0,59759981438,109131478,0.18%,22,44186012713,5947469,5947469,0,4827663549,1800762607,37.301,81809907277,2288572791,2.80%,391800549,111941995,28.57%,215676134,81667625285,30764418,0.04%,603594,8617969,1427.78%,0,0
9,2021-04-06,binaryTrees_original_v7,10.24.1,binaryTrees_7_original.js 21,0.99,0.57,0.46,0.13,0.02,0.39,5.04,1.71,0.11,5.31,1.38,28.44407705,205809956361,2.592,353544592156,1.72,79401.62,2.791,205790949022,2.592,43,149597860537,1892075331,79413.25,2.792,241.0,62416412441,121537675,0.19%,35,45317053427,5934358,5934358,0,5228714329,1931176269,36.934,85221922788,2428091597,2.85%,417721776,121656339,29.12%,232907677,84985028632,33328551,0.04%,723542,8610215,1190.01%,0,2
10,2021-04-06,binaryTrees_original_v7,10.24.1,binaryTrees_7_original.js 21,1.0,0.58,0.46,0.13,0.02,0.39,5.01,1.72,0.11,5.4,1.37,27.863967108,201236434074,2.587,344859136080,1.71,77792.67,2.792,201299819542,2.587,47,146468032095,1854672631,77803.57,2.792,243.0,61261150327,124456393,0.20%,39,44037206381,5943753,5943753,0,5061437795,1906596817,37.669,83404349035,2358626003,2.83%,408105221,117200052,28.72%,212929529,83918279805,30730492,0.04%,515249,7885211,1530.37%,0,0
