test,release_date,path,version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC_perf,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed_sec,cycles,freq_cycles_GHz,instructions,insn_per_cycle,cpu_clock_msec,no_cpus,cpu_cycles,freq_cpu_cycles_GHz,cpu_migrations,ref_cycles,bus_cycles,task_clock_msec,no_cpus_task_clock,cpu_thermal_margin_C,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete,TotalSlots_Giga,FetchBubbles_Giga,SlotsRetired_Giga,SlotsIssued+RecoveryBubbles_Giga,SlotsBackend_Giga
4,2013-04-12,nbody_50000000_compatible,g++-4.6,nbody_2.c 50000000,1.0,0.42,0.66,0.09,0.05,0.2,6.73,2.39,0.0,0.0,1.82,87.918297086,303480262134,3.452,725558158124,2.39,87910.94,1.0,303461770283,3.452,0,166482126424,2107508346,87911.05,1.0,19.0,84433703235,250415177,0.30%,0,174012284676,137,137,0,5696532,298876,5.247,263938144185,3651553,0.00%,368242,12020,3.26%,9922648,263944099980,1327679,0.00%,2879471,75106,2.61%,0,0,13.808,1.24272,9.11328,0.6904,2.7616
5,2013-04-12,nbody_50000000_compatible,g++-4.6,nbody_2.c 50000000,1.0,0.42,0.66,0.09,0.05,0.2,6.74,2.4,0.0,0.0,1.82,87.688800001,302750789542,3.453,725681108759,2.4,87678.83,1.0,302712886185,3.453,11,166045545403,2101953631,87678.95,1.0,15.0,84448645596,250477974,0.30%,0,174012797301,137,137,0,7547979,517643,6.858,263953226702,4310705,0.00%,507298,24604,4.85%,10771272,263962332058,1277164,0.00%,2943646,109673,3.73%,0,0,13.812,1.24308,9.115920000000001,0.6906,2.7624
6,2013-04-12,nbody_50000000_compatible,g++-4.6,nbody_2.c 50000000,1.0,0.42,0.66,0.09,0.05,0.2,6.73,2.39,0.0,0.0,1.82,87.821028738,303494666659,3.456,725617536915,2.39,87815.18,1.0,303506711474,3.456,5,166305199036,2105249089,87815.25,1.0,18.0,84500054910,250603925,0.30%,0,173954177382,137,137,0,6498849,411914,6.338,263755194131,4475760,0.00%,394657,20171,5.11%,11557024,263773465877,1301707,0.00%,2922340,110088,3.77%,0,0,13.824,1.24416,9.12384,0.6912,2.7648
7,2013-04-12,nbody_50000000_compatible,g++-4.6,nbody_2.c 50000000,1.0,0.43,0.64,0.12,0.04,0.19,6.61,2.32,0.0,0.0,1.82,90.719866654,313355004633,3.454,725644175023,2.32,90713.19,1.0,313345894637,3.454,6,171797802710,2174773898,90713.27,1.0,20.0,84455960838,252315246,0.30%,0,174015877951,138,138,0,4365553,434350,9.949,263996847853,4071811,0.00%,275144,18522,6.73%,9730277,263930589331,1312001,0.00%,2226460,11539391,518.28%,0,0,13.816,1.65792,8.84224,0.55264,2.6250400000000003
8,2013-04-12,nbody_50000000_compatible,g++-4.6,nbody_2.c 50000000,1.0,0.42,0.66,0.09,0.04,0.2,6.7,2.38,0.0,0.0,1.82,88.23701144,304715224383,3.454,725728872551,2.38,88229.46,1.0,304720860147,3.454,2,167093907874,2115229407,88229.57,1.0,21.0,84467864752,250401521,0.30%,0,174029168899,136,136,0,3868926,451497,11.67,263967269097,3570902,0.00%,235747,19770,8.39%,9200838,263911587872,1467726,0.00%,2919997,73197,2.51%,0,0,13.816,1.24344,9.11856,0.55264,2.7632000000000003
9,2013-04-12,nbody_50000000_compatible,g++-4.6,nbody_2.c 50000000,1.0,0.42,0.66,0.09,0.05,0.2,6.74,2.39,0.01,0.0,1.83,87.960908301,304217509632,3.459,726025612040,2.39,87954.32,1.0,304213423688,3.459,0,166569215931,2108593258,87954.41,1.0,20.0,84450206849,250480327,0.30%,0,174035351720,137,137,0,6639642,350966,5.286,264212993151,4029545,0.00%,418416,13832,3.31%,10185382,263928747490,1270710,0.00%,2931353,92984,3.17%,0,0,13.836,1.24524,9.13176,0.6918000000000001,2.7672000000000003
10,2013-04-12,nbody_50000000_compatible,g++-4.6,nbody_2.c 50000000,1.0,0.42,0.66,0.09,0.05,0.2,6.74,2.4,0.0,0.0,1.82,87.68446167,302759155802,3.453,725715556544,2.4,87677.57,1.0,302773401462,3.453,3,166045840490,2101967726,87677.67,1.0,21.0,84457406003,250336756,0.30%,0,174006936074,137,137,0,4146234,312194,7.53,263907705222,3998253,0.00%,286150,17456,6.10%,8888739,263931815071,1282106,0.00%,2879151,86397,3.00%,0,0,13.812,1.24308,9.115920000000001,0.6906,2.7624
1,2014-06-12,nbody_50000000_compatible,g++-4.7,nbody_2.c 50000000,0.99,0.42,0.66,0.11,0.05,0.19,6.69,2.37,0.0,0.0,2.11,77.378753923,307080235467,3.969,728829633043,2.37,77369.6,1.0,307085041522,3.969,24,145264295408,1838770247,77369.7,1.0,1.0,86045280238,250490203,0.29%,0,175713287071,139,139,0,7833501,496838,6.342,265603428421,4327693,0.00%,527897,23715,4.49%,10852735,265629885778,585646,0.00%,867713,122242,14.09%,0,0,15.876,1.74636,10.47816,0.7938000000000001,3.01644
2,2014-06-12,nbody_50000000_compatible,g++-4.7,nbody_2.c 50000000,0.99,0.42,0.66,0.1,0.04,0.19,6.71,2.39,0.0,0.0,2.06,78.951796949,305342287390,3.868,728552253260,2.39,78942.76,1.0,305321883849,3.868,54,148570520707,1880863675,78942.88,1.0,2.0,86032350525,252032109,0.29%,0,175736391190,139,139,0,7903588,560927,7.097,265596221295,4627467,0.00%,537641,34105,6.34%,11089908,265608276589,595601,0.00%,689087,127753,18.54%,0,0,15.472,1.5472000000000001,10.21152,0.61888,2.93968
3,2014-06-12,nbody_50000000_compatible,g++-4.7,nbody_2.c 50000000,1.0,0.42,0.66,0.11,0.05,0.19,6.7,2.38,0.0,0.0,1.94,83.562785168,305991731401,3.662,728394499794,2.38,83556.46,1.0,305967070258,3.662,33,157920663260,1999090676,83556.53,1.0,17.0,86006182062,253772646,0.30%,0,175764277656,139,139,0,3993371,295550,7.401,265594755270,3640931,0.00%,251538,12444,4.95%,9241708,265604852718,609319,0.00%,287889,79386,27.58%,0,0,14.648,1.61128,9.66768,0.7324,2.78312
4,2014-06-12,nbody_50000000_compatible,g++-4.7,nbody_2.c 50000000,1.0,0.42,0.65,0.11,0.05,0.19,6.7,2.35,0.0,0.0,1.85,88.16578458,309235922563,3.508,728486546700,2.36,88159.41,1.0,309231734204,3.508,2,166961011816,2113546713,88159.5,1.0,18.0,86046037053,320035711,0.37%,0,175813454390,137,137,0,7157521,353181,4.934,265800983538,4221219,0.00%,524015,17460,3.33%,11492846,265639595220,562886,0.00%,115164,104868,91.06%,0,0,14.032,1.54352,9.120800000000001,0.7016,2.66608
5,2014-06-12,nbody_50000000_compatible,g++-4.7,nbody_2.c 50000000,1.0,0.42,0.66,0.11,0.05,0.19,6.71,2.37,0.01,0.0,1.85,87.514787409,307016590690,3.508,728463844254,2.37,87507.01,1.0,307022908404,3.509,0,165720742037,2097859190,87507.09,1.0,19.0,86078517227,258724287,0.30%,0,175799155382,137,137,0,6671031,371793,5.573,265617760453,4062338,0.00%,439192,22848,5.20%,11068481,265589773401,503609,0.00%,140171,95149,67.88%,0,0,14.032,1.54352,9.26112,0.7016,2.66608
6,2014-06-12,nbody_50000000_compatible,g++-4.7,nbody_2.c 50000000,1.0,0.42,0.66,0.1,0.05,0.19,6.69,2.37,0.0,0.0,1.85,87.501199213,306828792062,3.507,728480416217,2.37,87490.85,1.0,306771766111,3.506,16,165686224852,2097414431,87490.97,1.0,15.0,85999274790,252489003,0.29%,0,175732345697,137,137,0,9016893,614972,6.82,265667437533,4576410,0.00%,549400,20548,3.74%,12555134,265623607276,627670,0.00%,165957,115520,69.61%,0,0,14.028,1.4028,9.25848,0.7014,2.66532
7,2014-06-12,nbody_50000000_compatible,g++-4.7,nbody_2.c 50000000,1.0,0.42,0.66,0.1,0.05,0.19,6.71,2.39,0.0,0.0,1.85,86.878663847,305040718750,3.511,728215376020,2.39,86872.05,1.0,305019770702,3.511,3,164523898452,2082693915,86872.13,1.0,19.0,85991948002,252030207,0.29%,0,175742285901,140,140,0,4399697,465675,10.584,265647763932,3679135,0.00%,286038,15296,5.35%,9434704,265645508557,508271,0.00%,88359,71829,81.29%,0,0,14.044,1.4044,9.26904,0.7022,2.6683600000000003
8,2014-06-12,nbody_50000000_compatible,g++-4.7,nbody_2.c 50000000,1.0,0.42,0.66,0.1,0.05,0.19,6.71,2.39,0.0,0.0,1.85,87.039835054,305216275294,3.507,728248590882,2.39,87025.96,1.0,305239376793,3.507,2,164811398245,2086350278,87026.11,1.0,16.0,86017568913,252396183,0.29%,0,175740615678,138,138,0,9432193,698413,7.405,265655174139,4866307,0.00%,524032,33034,6.30%,12959485,265613118966,504954,0.00%,104943,163518,155.82%,0,0,14.028,1.4028,9.25848,0.7014,2.66532
9,2014-06-12,nbody_50000000_compatible,g++-4.7,nbody_2.c 50000000,1.0,0.42,0.66,0.1,0.05,0.19,6.7,2.38,0.0,0.0,1.85,87.285068854,306022638380,3.506,728412599424,2.38,87278.81,1.0,306040401200,3.506,2,165294788891,2092458516,87278.88,1.0,20.0,86030506128,252232178,0.29%,0,175757506777,136,136,0,4624816,345341,7.467,265644399414,3654098,0.00%,345984,16675,4.82%,9389857,265589859343,553645,0.00%,83960,78049,92.96%,0,0,14.024,1.4024,9.25584,0.7012,2.66456
10,2014-06-12,nbody_50000000_compatible,g++-4.7,nbody_2.c 50000000,1.0,0.42,0.65,0.11,0.05,0.19,6.66,2.36,0.0,0.0,1.86,87.579282181,308663035572,3.525,728507150122,2.36,87572.14,1.0,308662441509,3.525,3,165847147984,2099458569,87572.24,1.0,17.0,86030198394,250705118,0.29%,0,175737716802,137,137,0,4889507,331282,6.775,265581532608,4070386,0.00%,283049,17002,6.01%,10283862,265506836384,1072736,0.00%,108535,85594,78.86%,0,0,14.1,1.551,9.165000000000001,0.7050000000000001,2.679
1,2015-06-23,nbody_50000000_compatible,g++-4.8,nbody_2.c 50000000,1.0,0.44,0.63,0.11,0.05,0.21,6.57,2.25,0.01,0.0,2.16,74.818968018,305327152120,4.081,687930358205,2.25,74813.87,1.0,305350603802,4.081,8,141549378570,1791843107,74813.96,1.0,3.0,86059258910,255289160,0.30%,0,167302583521,136,136,0,4015739,302830,7.541,256890185348,3132684,0.00%,261812,14896,5.69%,8778525,257018413332,25252518,0.01%,17473163,89452,0.51%,0,0,16.324,1.7956400000000001,10.284120000000001,0.8162000000000001,3.42804
2,2015-06-23,nbody_50000000_compatible,g++-4.8,nbody_2.c 50000000,0.99,0.44,0.63,0.11,0.05,0.21,6.57,2.26,0.0,0.0,2.15,75.287765577,304476625616,4.044,687771085779,2.26,75281.67,1.0,304459428132,4.044,28,141605462162,1792628712,75281.78,1.0,3.0,86031653439,254281278,0.30%,0,167217271283,137,137,0,5011221,321321,6.412,257204852837,3515564,0.00%,314040,21806,6.94%,9028189,257037783306,25399777,0.01%,18137597,90938,0.50%,0,0,16.176,1.7793599999999998,10.19088,0.8088,3.3969599999999995
3,2015-06-23,nbody_50000000_compatible,g++-4.8,nbody_2.c 50000000,1.0,0.44,0.63,0.11,0.05,0.21,6.57,2.26,0.0,0.0,1.91,84.503569842,304346876353,3.602,687562603956,2.26,84492.89,1.0,304297942617,3.601,26,159692299378,2021495169,84493.01,1.0,14.0,86014218944,254796080,0.30%,0,167220503727,137,137,0,9143288,602690,6.592,257118305393,4904044,0.00%,557903,30044,5.39%,11899651,257136173673,25067787,0.01%,17621386,153728,0.87%,0,0,14.408,1.5848799999999998,9.07704,0.7204,3.02568
4,2015-06-23,nbody_50000000_compatible,g++-4.8,nbody_2.c 50000000,1.0,0.44,0.63,0.11,0.05,0.21,6.57,2.26,0.0,0.0,1.87,86.000080185,304113096629,3.537,687465456989,2.26,85989.77,1.0,304103989924,3.537,11,162851102864,2061518677,85989.89,1.0,14.0,86008859677,254709226,0.30%,0,167224161972,136,136,0,8116369,527873,6.504,257117227799,4227768,0.00%,473220,24284,5.13%,11513512,257161675478,25349489,0.01%,17463111,121701,0.70%,0,0,14.148,1.5562799999999999,8.91324,0.7074,2.9710799999999997
5,2015-06-23,nbody_50000000_compatible,g++-4.8,nbody_2.c 50000000,1.0,0.44,0.63,0.11,0.05,0.21,6.57,2.26,0.0,0.0,1.87,85.892851253,304132992023,3.541,687569688404,2.26,85885.83,1.0,304141134669,3.541,1,162656572843,2059049949,85885.93,1.0,18.0,86016049003,255154694,0.30%,0,167233635392,137,137,0,4282546,469040,10.952,257111172707,3441870,0.00%,322890,17415,5.39%,9635022,257084560090,25353444,0.01%,17383295,90485,0.52%,0,0,14.164,1.5580399999999999,8.92332,0.7082,2.97444
6,2015-06-23,nbody_50000000_compatible,g++-4.8,nbody_2.c 50000000,1.0,0.44,0.63,0.11,0.05,0.21,6.57,2.26,0.0,0.0,1.87,85.845000608,304203502402,3.544,687665461996,2.26,85837.67,1.0,304212376970,3.544,3,162565230987,2057898556,85837.78,1.0,18.0,86044119321,255195398,0.30%,0,167261430803,138,138,0,4177029,360962,8.642,257085094281,3461996,0.00%,292300,16607,5.68%,9309987,257055600649,25182757,0.01%,17386595,82503,0.47%,0,0,14.176,1.55936,8.93088,0.7088000000000001,2.97696
7,2015-06-23,nbody_50000000_compatible,g++-4.8,nbody_2.c 50000000,1.0,0.44,0.63,0.11,0.05,0.21,6.57,2.26,0.0,0.0,1.88,85.285600138,304253562986,3.568,687181946398,2.26,85278.39,1.0,304250308207,3.568,1,161499257650,2044425580,85278.48,1.0,18.0,85995059727,254936592,0.30%,0,167213921591,139,139,0,4329880,330007,7.622,257090779888,3451978,0.00%,251083,26154,10.42%,9516248,257164005205,24766008,0.01%,13843763,92454,0.67%,0,0,14.272,1.56992,8.99136,0.7136,2.99712
8,2015-06-23,nbody_50000000_compatible,g++-4.8,nbody_2.c 50000000,1.0,0.44,0.63,0.11,0.05,0.21,6.57,2.26,0.0,0.0,1.91,84.105299906,304342035251,3.619,687684457147,2.26,84094.27,1.0,304341353905,3.619,19,159028586718,2013207756,84094.4,1.0,4.0,86042169015,254692925,0.30%,0,167194813859,139,139,0,8393707,694306,8.272,257069468646,4548835,0.00%,526373,28562,5.43%,12581909,257139460841,25284638,0.01%,17605433,130103,0.74%,0,0,14.476,1.59236,9.11988,0.7238000000000001,3.03996
9,2015-06-23,nbody_50000000_compatible,g++-4.8,nbody_2.c 50000000,1.0,0.44,0.63,0.11,0.05,0.21,6.56,2.26,0.0,0.0,1.89,85.150956912,304458509606,3.576,687551417248,2.26,85144.55,1.0,304416904917,3.575,2,161237404335,2041122792,85144.63,1.0,18.0,86003748043,254883965,0.30%,0,167222777270,136,136,0,4180808,482104,11.531,257086275671,3666707,0.00%,247458,13677,5.53%,9614099,257036455704,25352473,0.01%,17489512,83987,0.48%,0,0,14.304,1.57344,9.01152,0.7152000000000001,3.00384
10,2015-06-23,nbody_50000000_compatible,g++-4.8,nbody_2.c 50000000,1.0,0.44,0.63,0.11,0.05,0.21,6.57,2.26,0.0,0.0,1.87,85.926908579,304195968844,3.541,687599881295,2.26,85916.86,1.0,304197731985,3.541,11,162713993106,2059786224,85916.96,1.0,15.0,86023050885,256042356,0.30%,0,167237661292,136,136,0,7194706,526349,7.316,257164457325,4554852,0.00%,457753,27882,6.09%,11779944,257121425825,2777005,0.00%,16600324,133735,0.81%,0,0,14.164,1.5580399999999999,8.92332,0.7082,2.97444
1,2015-06-26,nbody_50000000_compatible,g++-4.9,nbody_2.c 50000000,1.0,0.44,0.63,0.13,0.04,0.19,6.47,2.26,0.0,0.0,2.16,76.847062044,313476883083,4.08,707984935684,2.26,76841.73,1.0,313458936352,4.079,6,145297874054,1839334041,76841.79,1.0,3.0,87219690474,250260893,0.29%,0,169684150431,139,139,0,4640418,367059,7.91,259599095494,3460205,0.00%,357635,29396,8.22%,8903455,259524042612,49155,0.00%,3761302,86341,2.30%,0,0,16.32,2.1216,10.281600000000001,0.6528,3.1008
2,2015-06-26,nbody_50000000_compatible,g++-4.9,nbody_2.c 50000000,1.0,0.44,0.63,0.13,0.04,0.19,6.46,2.26,0.0,0.0,2.11,78.749043307,313372416244,3.98,708293257473,2.26,78742.88,1.0,313355721499,3.979,26,148622680634,1881313738,78742.96,1.0,15.0,87190707154,250260929,0.29%,0,169663395637,137,137,0,5212285,378765,7.267,259535650176,3641710,0.00%,362393,17919,4.94%,9543317,259478701200,45792,0.00%,3956519,102747,2.60%,0,0,15.92,2.0696,10.0296,0.6368,3.0248
3,2015-06-26,nbody_50000000_compatible,g++-4.9,nbody_2.c 50000000,1.0,0.44,0.63,0.13,0.04,0.19,6.46,2.26,0.0,0.0,1.85,89.373171648,313306473557,3.506,708246592893,2.26,89364.55,1.0,313282493758,3.506,8,169244555733,2142454540,89364.66,1.0,15.0,87221704330,250424323,0.29%,0,169830129798,139,139,0,6895620,659944,9.57,259493540921,4706217,0.00%,476747,26788,5.62%,12440603,259473164313,49938,0.00%,3626993,132855,3.66%,0,0,14.024,1.8231199999999999,8.83512,0.56096,2.66456
4,2015-06-26,nbody_50000000_compatible,g++-4.9,nbody_2.c 50000000,1.0,0.44,0.63,0.13,0.04,0.19,6.46,2.26,0.0,0.0,1.85,89.30804199,313338328290,3.509,708267924825,2.26,89301.19,1.0,313320509260,3.509,9,169121446360,2140899885,89301.29,1.0,19.0,87261404528,250570218,0.29%,0,169775069794,137,137,0,6580748,364657,5.541,259465594507,4024470,0.00%,388556,17481,4.50%,12854594,259503749960,46188,0.00%,3655334,98936,2.71%,0,0,14.036,1.82468,8.84268,0.56144,2.66684
5,2015-06-26,nbody_50000000_compatible,g++-4.9,nbody_2.c 50000000,1.0,0.44,0.64,0.13,0.04,0.19,6.47,2.27,0.0,0.0,1.86,88.757293103,312521114241,3.522,708177136679,2.27,88745.19,1.0,312504397414,3.521,2,168072781373,2127619882,88745.32,1.0,14.0,87211786586,250381979,0.29%,0,169809384097,139,139,0,7925039,640825,8.086,259490827565,4903894,0.00%,497126,39866,8.02%,12898349,259436617217,2195,0.00%,3610621,174286,4.83%,0,0,14.088,1.83144,9.01632,0.56352,2.67672
6,2015-06-26,nbody_50000000_compatible,g++-4.9,nbody_2.c 50000000,1.0,0.45,0.62,0.14,0.04,0.2,6.38,2.21,0.0,0.0,1.8,94.009507147,319923065085,3.404,707646570712,2.21,93993.63,1.0,319961587368,3.404,13,177941809667,2252564532,93993.79,1.0,16.0,87228207913,250926239,0.29%,0,169906117992,139,139,0,13732761,3954072,28.793,259630469243,6114390,0.00%,987338,342178,34.66%,20459392,259550207691,57987,0.00%,3750337,468106,12.48%,0,0,13.616,1.9062400000000002,8.44192,0.54464,2.7232000000000003
7,2015-06-26,nbody_50000000_compatible,g++-4.9,nbody_2.c 50000000,1.0,0.45,0.63,0.14,0.04,0.19,6.41,2.24,0.0,0.0,1.9,88.045093465,316376693308,3.594,708330336090,2.24,88038.07,1.0,316383963799,3.594,1,166713764211,2110399725,88038.17,1.0,10.0,87233717646,250281680,0.29%,0,169820796902,139,139,0,4968352,327431,6.59,259507395294,3654492,0.00%,319874,17244,5.39%,9409117,259437445096,39914,0.00%,3407737,94369,2.77%,0,0,14.376,2.01264,9.05688,0.57504,2.73144
