test,release_date,path,version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC_perf,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed_sec,cycles,freq_cycles_GHz,instructions,insn_per_cycle,cpu_clock_msec,no_cpus,cpu_cycles,freq_cpu_cycles_GHz,cpu_migrations,ref_cycles,bus_cycles,task_clock_msec,no_cpus_task_clock,cpu_thermal_margin_C,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,2018-01-16,binaryTrees_21_with_Multithreading,9.0.4,binarytrees.java 21,0.99,0.77,0.34,0.08,0.01,0.58,3.92,1.28,0.08,12.96,2.0,2.157533049,40059138013,3.362,51979237041,1.26,11915.02,5.523,40641390052,3.411,230,20230838647,255374554,11915.77,5.523,1308.0,8498017232,20412971,0.24%,0,11482683762,600809,600762,8,830231474,587237557,70.732,14862611868,465552967,3.13%,27391426,14283515,52.15%,20306578,14630075883,11453997,0.08%,1184255,703550,59.41%,0,0
2,2018-01-16,binaryTrees_21_with_Multithreading,9.0.4,binarytrees.java 21,0.99,0.76,0.35,0.11,0.01,0.56,3.77,1.3,0.06,13.59,2.0,2.109181542,40046306900,3.371,51450239829,1.25,11878.92,5.632,39854697782,3.355,226,19999454574,252550228,11879.66,5.632,1086.0,8382809493,18704389,0.22%,8,11442421703,536572,536511,8,784873572,554664459,70.669,14183864211,459840160,3.24%,25473838,11827780,46.43%,28520632,14115634019,12229539,0.09%,643705,308359,47.90%,0,2
3,2018-01-16,binaryTrees_21_with_Multithreading,9.0.4,binarytrees.java 21,0.99,0.75,0.35,0.09,0.01,0.55,3.8,1.3,0.08,13.33,1.99,2.194905346,40110383960,3.392,53048200488,1.32,11824.21,5.387,40797013917,3.45,226,20472645654,258565444,11825.01,5.387,934.0,8782631558,21293648,0.24%,8,11579089406,614196,614136,8,858153042,593626770,69.175,14612143281,459629994,3.15%,28392495,16391359,57.73%,21222461,13986246395,10501336,0.08%,98632,176014,178.46%,0,13
4,2018-01-16,binaryTrees_21_with_Multithreading,9.0.4,binarytrees.java 21,0.99,0.76,0.34,0.09,0.01,0.56,3.9,1.32,0.05,12.92,1.95,2.142365207,40129337881,3.361,52763574490,1.32,11939.93,5.573,40650008848,3.404,258,20548852462,256832686,11940.59,5.574,808.0,8413595377,19515460,0.23%,8,11018882268,551924,551866,8,795882908,549791478,69.079,13904020426,475009332,3.42%,28862874,14186863,49.15%,23293560,14672811076,11947333,0.08%,294833,251680,85.36%,0,0
5,2018-01-16,binaryTrees_21_with_Multithreading,9.0.4,binarytrees.java 21,0.99,0.73,0.36,0.09,0.01,0.54,3.96,1.35,0.07,13.74,1.89,2.191182592,39307352460,3.266,52148582812,1.32,12034.81,5.492,39315120721,3.267,247,20886601849,263194469,12035.62,5.493,807.0,8546637902,21930147,0.26%,8,11616818867,580966,580921,8,833733994,579934965,69.559,14668979963,471025758,3.21%,28855437,14924363,51.72%,30869287,14044400804,12583522,0.09%,1193153,508393,42.61%,0,4
6,2018-01-16,binaryTrees_21_with_Multithreading,9.0.4,binarytrees.java 21,0.99,0.72,0.37,0.09,0.01,0.53,3.86,1.37,0.08,13.82,1.82,2.220397029,38225147781,3.122,54403656979,1.42,12244.26,5.514,38202537903,3.12,223,21156483552,264657594,12244.87,5.515,707.0,8479907195,18014203,0.21%,0,11614965141,592512,592452,8,855221674,586005063,68.521,14410084917,472452205,3.28%,26273659,12314237,46.87%,20581179,14167813683,11773637,0.08%,553031,298880,54.04%,0,0
7,2018-01-16,binaryTrees_21_with_Multithreading,9.0.4,binarytrees.java 21,0.99,0.7,0.37,0.09,0.01,0.54,3.79,1.38,0.08,12.85,1.75,2.253175986,38182259762,2.977,51940992178,1.34,12827.42,5.693,38674450122,3.015,230,22090016418,278511523,12828.16,5.693,594.0,8531537620,22483106,0.26%,4,11670361257,630523,630468,12,859750333,605702888,70.451,15167887615,475765344,3.14%,25853286,12737061,49.27%,16102354,14554686514,13235069,0.09%,64876,375905,579.42%,0,72
8,2018-01-16,binaryTrees_21_with_Multithreading,9.0.4,binarytrees.java 21,0.99,0.73,0.36,0.09,0.01,0.54,3.93,1.38,0.07,13.11,1.76,2.237155465,39285426903,3.104,56221151692,1.45,12656.97,5.658,39326217858,3.107,273,22657633705,288197671,12657.76,5.658,620.0,9228655792,20130791,0.22%,8,12088775216,562921,562865,8,847772553,598594431,70.608,13884377607,470294211,3.39%,26151284,12881969,49.26%,21399209,13811825811,12239968,0.09%,721250,401043,55.60%,0,7
9,2018-01-16,binaryTrees_21_with_Multithreading,9.0.4,binarytrees.java 21,0.99,0.7,0.37,0.09,0.01,0.54,3.89,1.41,0.08,12.51,1.74,2.280048315,38469627881,3.008,52398934822,1.36,12790.52,5.61,38014631182,2.972,315,21972273139,277598019,12791.33,5.61,626.0,8573761554,23195061,0.27%,0,11556569842,588210,588152,8,841996532,605128282,71.868,15210243538,479074873,3.15%,27017145,14078536,52.11%,23476082,14925206564,12903892,0.09%,328016,488370,148.89%,0,0
10,2018-01-16,binaryTrees_21_with_Multithreading,9.0.4,binarytrees.java 21,0.99,0.7,0.37,0.09,0.01,0.54,3.82,1.41,0.08,12.4,1.71,2.339121894,38108853666,2.917,53712490570,1.39,13062.21,5.584,38182156371,2.923,249,22609197425,285799511,13062.97,5.585,593.0,8773649198,16334827,0.19%,0,11799237040,627834,627774,8,832878275,588173946,70.619,14455338022,464600682,3.21%,24913777,12141555,48.73%,20954164,14805096436,12376495,0.08%,635643,319880,50.32%,0,0
1,2018-07-17,binaryTrees_21_with_Multithreading,10.0.2,binarytrees.java 21,0.99,0.74,0.35,0.09,0.01,0.54,3.82,1.31,0.08,13.88,2.0,2.123713564,38990541189,3.343,52290204847,1.32,11663.11,5.492,39636487224,3.398,299,19808229661,252739141,11663.87,5.492,1356.0,8443480248,19859462,0.24%,0,11598780198,553882,553716,8,839339442,581395956,69.268,15924568389,474859291,2.98%,27673755,13868082,50.11%,23047790,15645167372,10445895,0.07%,628289,340155,54.14%,0,0
2,2018-07-17,binaryTrees_21_with_Multithreading,10.0.2,binarytrees.java 21,0.99,0.74,0.35,0.08,0.01,0.55,3.99,1.33,0.07,14.17,2.0,2.103696597,39821862725,3.412,55275653656,1.39,11670.54,5.548,40563355802,3.476,235,20413191886,260005780,11671.34,5.548,1105.0,8826075352,18952773,0.21%,4,11859018630,589665,589530,8,776492203,546305555,70.356,15654764286,464666180,2.97%,29090136,13378552,45.99%,23359271,15551094126,11063385,0.07%,870159,390565,44.88%,0,8
3,2018-07-17,binaryTrees_21_with_Multithreading,10.0.2,binarytrees.java 21,0.99,0.74,0.36,0.1,0.01,0.53,3.78,1.3,0.06,13.67,1.96,2.174143766,40626546327,3.377,54942993784,1.34,12031.46,5.534,40749846866,3.387,206,20637367608,257831388,12032.0,5.534,923.0,8490626178,15031143,0.18%,0,11360278937,589189,589067,8,794560573,556701873,70.064,15641900380,459389238,2.94%,25616018,12635001,49.32%,26221368,15574093633,10989159,0.07%,784781,424101,54.04%,0,0
4,2018-07-17,binaryTrees_21_with_Multithreading,10.0.2,binarytrees.java 21,0.99,0.72,0.36,0.08,0.01,0.55,3.95,1.36,0.08,14.32,1.91,2.165796804,40551382933,3.359,54636921925,1.37,12070.5,5.573,39929706324,3.308,236,20690101807,261354699,12071.22,5.574,791.0,8505426547,16858909,0.20%,0,11711275168,599977,599829,8,796066281,575313918,72.27,15727003632,460117014,2.93%,26724839,12447252,46.58%,21392582,15499598845,11341234,0.07%,1054781,516493,48.97%,0,4
5,2018-07-17,binaryTrees_21_with_Multithreading,10.0.2,binarytrees.java 21,0.99,0.72,0.36,0.1,0.01,0.52,3.88,1.37,0.07,13.83,1.87,2.210662291,40272849750,3.26,55811380858,1.39,12353.03,5.588,40704776611,3.295,262,21324860853,269373069,12353.77,5.588,723.0,8680414297,21834122,0.25%,0,11729839547,575221,575063,8,842425189,576639779,68.45,15864145281,464277818,2.93%,26358718,13029607,49.43%,14258959,15565461625,11264842,0.07%,642709,427253,66.48%,0,0
6,2018-07-17,binaryTrees_21_with_Multithreading,10.0.2,binarytrees.java 21,0.99,0.7,0.38,0.08,0.01,0.55,4.08,1.43,0.08,13.94,1.8,2.245700448,39737191527,3.183,56100760748,1.43,12483.62,5.559,40165915540,3.217,219,22044107501,275209930,12484.33,5.559,778.0,8513742019,19776302,0.23%,8,11477303460,561387,561226,8,785244355,560808427,71.418,15379870324,453995006,2.95%,25188953,11744456,46.63%,14426412,15794260961,10738665,0.07%,128740,308265,239.45%,0,0
7,2018-07-17,binaryTrees_21_with_Multithreading,10.0.2,binarytrees.java 21,0.99,0.7,0.37,0.1,0.01,0.51,3.82,1.39,0.06,13.91,1.79,2.247687045,39517777743,3.162,53985830997,1.4,12497.31,5.56,38245165665,3.06,268,21551197976,272159311,12498.04,5.56,595.0,8525628722,16996604,0.20%,0,11154442719,550406,550210,12,827807183,563610980,68.085,15761898967,472369933,3.00%,27532505,12763039,46.36%,25256126,15691201343,11290137,0.07%,556263,284903,51.22%,0,365
8,2018-07-17,binaryTrees_21_with_Multithreading,10.0.2,binarytrees.java 21,0.99,0.7,0.37,0.1,0.01,0.53,3.86,1.41,0.07,12.79,1.77,2.262204227,37745982871,3.003,53884542859,1.42,12568.04,5.556,38229168384,3.042,297,21965304110,279141748,12568.88,5.556,642.0,8613776368,16741148,0.19%,0,11690729623,585607,585434,8,838851775,585103225,69.75,15768171003,474729851,3.01%,26155825,11912727,45.55%,31823674,15157395087,12096271,0.08%,465208,423361,91.00%,0,0
9,2018-07-17,binaryTrees_21_with_Multithreading,10.0.2,binarytrees.java 21,0.99,0.7,0.37,0.09,0.01,0.53,3.77,1.4,0.06,12.8,1.73,2.298211176,38027833050,3.014,53556423823,1.41,12618.25,5.49,38007968746,3.012,292,21717577487,269683495,12618.97,5.491,625.0,8433909615,15854162,0.19%,0,11473118231,566855,566693,8,836002585,586415187,70.145,15920997051,474675259,2.98%,27328335,13231176,48.42%,23884989,15333253717,12167767,0.08%,287697,587039,204.05%,0,0
10,2018-07-17,binaryTrees_21_with_Multithreading,10.0.2,binarytrees.java 21,0.99,0.7,0.37,0.1,0.01,0.56,3.83,1.42,0.08,12.38,1.72,2.320977454,36823869631,2.879,51694895875,1.37,12788.15,5.51,37170136874,2.907,317,21701206672,274056110,12789.03,5.51,636.0,8228275076,18052338,0.22%,0,10962882810,557046,556885,8,846877004,578710453,68.335,15939202199,486305313,3.05%,27798522,12411884,44.65%,29883617,15845459201,12070089,0.08%,855093,550804,64.41%,0,0
1,2023-08-22,binaryTrees_21_with_Multithreading,11.0.20.1,binarytrees.java 21,0.99,0.89,0.3,0.06,0.01,0.61,4.0,1.18,0.11,15.24,2.0,1.934056041,37308978556,3.507,41824338448,1.13,10638.6,5.501,37103385166,3.487,260,18098846282,230523673,10639.47,5.501,1032.0,6296462331,12778921,0.20%,0,9144756493,597724,597539,8,801255613,566458197,70.696,11348601217,455238010,4.01%,33309524,16120710,48.40%,31350001,11006326699,9408373,0.09%,1400877,897621,64.08%,0,0
2,2023-08-22,binaryTrees_21_with_Multithreading,11.0.20.1,binarytrees.java 21,0.99,0.86,0.3,0.06,0.02,0.62,3.94,1.18,0.08,13.86,2.0,1.940986092,36603760003,3.455,42216843305,1.14,10592.65,5.457,37105362194,3.503,260,18068759200,229281197,10593.51,5.458,917.0,6152226665,13093332,0.21%,0,9286357711,594241,594054,8,802618004,590853954,73.616,11397901494,462305818,4.06%,31175044,15330138,49.17%,26343424,11321484013,11804669,0.10%,721284,711049,98.58%,0,0
3,2023-08-22,binaryTrees_21_with_Multithreading,11.0.20.1,binarytrees.java 21,0.99,0.87,0.3,0.06,0.01,0.62,3.99,1.16,0.1,14.92,2.01,1.99269597,38446021944,3.573,44592738301,1.2,10759.16,5.399,38622299293,3.59,207,19220521777,244787796,10759.96,5.4,780.0,6660013679,18514053,0.28%,0,9485226073,621988,621835,8,800910977,589962894,73.661,11333726742,446558805,3.94%,27519843,12974710,47.15%,27530768,10915499570,10879913,0.10%,1137964,917139,80.59%,0,0
4,2023-08-22,binaryTrees_21_with_Multithreading,11.0.20.1,binarytrees.java 21,0.99,0.88,0.29,0.06,0.02,0.61,3.87,1.12,0.09,13.91,2.0,1.940323515,36877218311,3.427,41782579226,1.12,10761.92,5.546,37422396198,3.477,168,18406754913,229930472,10762.64,5.547,590.0,6097541143,12206147,0.20%,0,9438527611,621445,621292,8,833652862,588631277,70.609,11622709329,474508622,4.08%,31486537,12223498,38.82%,37592535,11695777610,11965889,0.10%,518113,508573,98.16%,0,0
5,2023-08-22,binaryTrees_21_with_Multithreading,11.0.20.1,binarytrees.java 21,0.99,0.89,0.29,0.06,0.02,0.62,4.19,1.19,0.06,14.93,1.97,1.940267753,36289640467,3.425,42289990104,1.18,10594.01,5.46,36722280734,3.466,217,18573220768,233824107,10594.78,5.46,517.0,6314772019,12232303,0.19%,0,9380729493,598105,597916,8,808131474,579921080,71.761,11518375547,475517444,4.13%,34361260,17241894,50.18%,33125298,10948787890,11690840,0.11%,816802,1087129,133.10%,0,0
6,2023-08-22,binaryTrees_21_with_Multithreading,11.0.20.1,binarytrees.java 21,0.99,0.88,0.3,0.05,0.02,0.63,4.08,1.17,0.08,13.82,1.92,1.956935782,35955007607,3.317,42272240453,1.2,10839.87,5.539,36380861904,3.356,182,18858600008,233085854,10840.52,5.54,441.0,6262388700,15141100,0.24%,0,9388330207,594334,594183,8,834042143,602485854,72.237,11802084306,482496599,4.09%,29346386,14044354,47.86%,24720401,11758557755,10904185,0.09%,302020,321789,106.55%,0,0
7,2023-08-22,binaryTrees_21_with_Multithreading,11.0.20.1,binarytrees.java 21,0.99,0.85,0.3,0.06,0.02,0.63,4.02,1.19,0.1,14.82,1.9,1.996720544,36039348352,3.313,43608673621,1.23,10877.75,5.448,36450416193,3.351,286,19182043165,242250420,10878.65,5.448,483.0,6435786800,16127356,0.25%,0,9403743560,605185,604990,8,835218414,559954552,67.043,11551785918,444650610,3.85%,26006086,11468877,44.10%,35190549,10922259910,11747476,0.11%,127194,433682,340.96%,0,0
8,2023-08-22,binaryTrees_21_with_Multithreading,11.0.20.1,binarytrees.java 21,0.99,0.83,0.32,0.07,0.02,0.57,4.1,1.24,0.12,14.7,1.85,2.02469051,36456610106,3.273,44984059092,1.27,11139.04,5.502,36455563556,3.273,264,19870134066,245822554,11139.83,5.502,429.0,6460366413,11884879,0.18%,0,9359438575,652204,652034,12,767727528,565433598,73.65,11528718528,457357189,3.97%,29945747,14352930,47.93%,25791061,11376864190,9377602,0.08%,702771,612583,87.17%,0,0
9,2023-08-22,binaryTrees_21_with_Multithreading,11.0.20.1,binarytrees.java 21,0.99,0.83,0.31,0.06,0.02,0.6,3.99,1.2,0.07,13.66,1.84,2.026450108,35446999894,3.229,41960827821,1.21,10975.5,5.416,35400276291,3.225,288,19460228593,245407292,10976.51,5.417,486.0,6235924427,14152222,0.23%,0,9326874577,594651,594441,8,845552677,572812783,67.744,11324028175,476705783,4.21%,29153006,11606337,39.81%,28756602,11532197118,11651450,0.10%,283799,534396,188.30%,0,0
10,2023-08-22,binaryTrees_21_with_Multithreading,11.0.20.1,binarytrees.java 21,0.99,0.84,0.31,0.06,0.02,0.6,4.01,1.2,0.09,14.53,1.82,2.045439859,35118011257,3.171,43175142556,1.26,11074.71,5.414,35525565567,3.208,310,19753930378,250992725,11075.6,5.415,455.0,6459409503,15915875,0.25%,0,9587052568,627249,627053,8,859227611,600853000,69.929,11711285844,455961813,3.89%,30137664,14544661,48.26%,26307573,10965206807,10775115,0.10%,1175434,856556,72.87%,0,0
1,2019-07-16,binaryTrees_21_with_Multithreading,12.0.2,binarytrees.java 21,0.99,0.87,0.3,0.06,0.01,0.62,3.94,1.13,0.1,14.7,2.01,1.946129431,37333391442,3.491,42946044225,1.15,10694.77,5.495,37726852426,3.527,199,18731460315,232908791,10695.57,5.496,992.0,6415585439,10776709,0.17%,0,9192482761,635130,634981,8,777005334,586425361,75.473,11396988010,463284439,4.06%,29977468,14250770,47.54%,26640921,11286596556,9636448,0.09%,548530,286121,52.16%,0,0
2,2019-07-16,binaryTrees_21_with_Multithreading,12.0.2,binarytrees.java 21,0.99,0.87,0.3,0.07,0.01,0.6,3.99,1.13,0.11,13.66,2.01,1.939535125,36178861740,3.395,41514727519,1.12,10657.21,5.495,36706745844,3.444,188,18066462289,230426665,10658.09,5.495,909.0,6199820411,10715062,0.17%,0,9156031478,567799,567610,8,727727783,563614448,77.449,11308543154,439542243,3.89%,27092406,14942195,55.15%,19550412,11130828838,10278634,0.09%,1558859,905326,58.08%,0,0
3,2019-07-16,binaryTrees_21_with_Multithreading,12.0.2,binarytrees.java 21,0.99,0.87,0.3,0.06,0.01,0.61,3.84,1.11,0.11,14.43,2.0,1.958625583,36880895321,3.38,40818812418,1.08,10911.28,5.571,37073428335,3.398,178,18447052022,232388319,10912.04,5.571,723.0,6290938204,12117689,0.19%,0,9317711060,645307,645155,8,775930311,574851375,74.085,12163697044,473008090,3.89%,29512664,14729012,49.91%,21010777,12146249422,12180871,0.10%,1134654,1004375,88.52%,0,4
4,2019-07-16,binaryTrees_21_with_Multithreading,12.0.2,binarytrees.java 21,0.99,0.89,0.29,0.07,0.01,0.6,3.94,1.12,0.07,13.31,2.0,1.939034013,36183139078,3.396,40871266023,1.12,10655.03,5.495,36671077794,3.442,212,18451869664,232285809,10655.79,5.495,638.0,6341946646,10673971,0.17%,0,9211945791,543290,543157,8,780705065,590110708,75.587,11555041146,481389108,4.17%,32694308,16747229,51.22%,25056397,11799334409,10127342,0.09%,466150,568583,121.97%,0,0
5,2019-07-16,binaryTrees_21_with_Multithreading,12.0.2,binarytrees.java 21,0.99,0.86,0.3,0.07,0.02,0.6,3.99,1.14,0.12,15.0,1.99,1.934211253,36791538439,3.456,42648203743,1.16,10646.38,5.504,36776925093,3.454,186,18549795930,232859032,10647.19,5.505,515.0,6189966693,12019773,0.19%,0,8697313341,538486,538316,8,720284325,544274430,75.564,10756351094,427010522,3.97%,29636265,15478402,52.23%,23334307,11086825287,9244089,0.08%,318136,372375,117.05%,0,0
6,2019-07-16,binaryTrees_21_with_Multithreading,12.0.2,binarytrees.java 21,0.99,0.86,0.3,0.07,0.02,0.61,3.85,1.16,0.1,14.63,1.9,1.982279155,35566676992,3.219,42346419302,1.17,11049.06,5.574,35997619249,3.258,179,19118440134,240501989,11049.84,5.574,492.0,6352920879,10023094,0.16%,0,9076511891,590043,589892,8,743226300,569373423,76.608,11394474962,443767592,3.89%,28355408,14899704,52.55%,26479490,11484657822,9669435,0.08%,560052,513899,91.76%,0,0
7,2019-07-16,binaryTrees_21_with_Multithreading,12.0.2,binarytrees.java 21,0.99,0.86,0.3,0.07,0.02,0.59,3.85,1.15,0.09,13.62,1.86,2.01217976,35495992069,3.164,42403964365,1.18,11217.71,5.575,35965370250,3.206,205,19451859615,245495107,11218.46,5.575,483.0,6468786647,10726348,0.17%,0,9542770510,628750,628581,8,806469567,602996429,74.77,11749145574,454117451,3.87%,27971115,12670699,45.30%,37440500,11583357007,12228082,0.11%,805480,1051744,130.57%,0,0
8,2019-07-16,binaryTrees_21_with_Multithreading,12.0.2,binarytrees.java 21,0.99,0.84,0.31,0.06,0.02,0.59,3.97,1.16,0.11,14.58,1.87,1.989955641,35151573956,3.244,42170678856,1.2,10833.91,5.444,35120947683,3.242,288,18775944087,234157754,10834.74,5.445,469.0,6347847696,11273051,0.18%,0,9211954794,572031,571855,8,767978782,582177240,75.806,11456132384,451350328,3.94%,31164406,16344786,52.45%,27623730,11383358539,9790714,0.09%,442283,445511,100.73%,0,1
9,2019-07-16,binaryTrees_21_with_Multithreading,12.0.2,binarytrees.java 21,0.99,0.84,0.31,0.08,0.01,0.58,3.83,1.18,0.11,13.64,1.82,2.045305376,35840876691,3.182,44208001028,1.25,11261.98,5.506,36297912020,3.223,236,20023570703,245339987,11262.84,5.507,439.0,6416824720,11869516,0.18%,0,9388959292,639330,639148,8,772332856,594378680,76.959,11627944896,468456893,4.03%,28910536,15241571,52.72%,27425614,11056218176,10919542,0.10%,650517,587007,90.24%,0,2
10,2019-07-16,binaryTrees_21_with_Multithreading,12.0.2,binarytrees.java 21,0.99,0.84,0.31,0.07,0.01,0.6,3.93,1.17,0.09,12.96,1.78,2.033171,33029657505,2.949,39973480328,1.18,11200.39,5.509,33449488611,2.986,277,19067463073,240749127,11201.27,5.509,434.0,6349391419,12048239,0.19%,0,9398451768,569390,569255,8,764398863,569576770,74.513,11553580251,464264264,4.02%,29251093,15473601,52.90%,25908845,11411370218,10039879,0.09%,1312125,899163,68.53%,0,0
1,2020-01-14,binaryTrees_21_with_Multithreading,13.0.2,binarytrees.java 21,0.99,0.87,0.3,0.06,0.02,0.6,4.08,1.17,0.08,13.99,2.0,1.893869534,35266784274,3.347,39967160128,1.11,10537.2,5.564,35509546147,3.37,156,17693690204,225836217,10537.94,5.564,1006.0,6118710258,12157666,0.20%,0,9068909944,569386,569277,8,732705019,552664935,75.428,11518922010,436833228,3.79%,28110646,14421513,51.30%,23058841,11101898736,9564063,0.09%,521126,399317,76.63%,0,3
