path,version,release_date,time_elapsed,Pkg_J,Cor_J,RAM_J,GFX_J,Avg_MHz,Busy%,IPC,IRQ,POLL,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,Totl%C0,Any%C0,GFX%C0,CPUGFX%,time_elapsed_sec,CPU_Utilization,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,TotalSlots,FetchBubbles,SlotsRetired,SlotsIssued+RecoveryBubbles,SlotsBackend,CPI,ILP,IPC_perf,cycles,freq_cycles_GHz,instructions,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,cycles,instructions,insn_per_cycle,cpu_clock_msec,no_cpus,cpu_cycles,freq_cpu_cycles_GHz,cpu_migrations,ref_cycles,bus_cycles,task_clock_msec,no_cpus_task_clock,cpu_thermal_margin_C,branches,branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,LLC_loads,LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,iTLB_loads,iTLB_load_misses,time,virt,res,shr,percent_cpu,percent_mem,nTH,P,SWAP,CODE,DATA,nMaj,nDRT,USED
binaryTrees_v2_21_original_O3flag,g++-10,2023-07-07,14.358973,252.10500000000002,215.135,11.71,0.185,515.0,12.705,2.55,16359.5,21.5,0.07,0.04,0.015,0.29,0.0,5.415,3.265,78.075,13.440000000000001,0.02,0.46499999999999997,73.32,88.0,89.0,98.575,101.50999999999999,99.285,1.065,1.0350000000000001,14.435018648,0.99,0.61,0.2,0.02,0.17,229937628342.0,45987525668.4,139947461855.76,4598752566.84,39127808994.740005,0.39,6.55,2.6,57484407085.5,3.9905,149585322785.0,0.0,2.665,2.125,57484407085.5,149585322785.0,2.61,14433.27,1.0,57495007248.0,3.991,8.0,27071499602.0,342644422.5,14433.3,1.0,9.5,33977973172.0,59631877.5,0.0,21475366977.0,65664.0,65664.0,0.0,784755808.0,293498013.5,37.03,41358200615.5,609067390.5,110948308.0,45289085.5,4006436.0,41264326311.5,3400061.5,257805.0,507597.0,7.19,274931712.0,271556608.0,3026944.0,100.0,1.6,1.0,3.0,0.0,12288.0,268849152.0,0.0,0.0,271556608.0
binaryTrees_v2_21_original_O3flag,g++-11,2023-05-29,14.298713,250.63,213.08499999999998,11.7,0.18,511.5,12.684999999999999,2.57,14779.0,36.0,0.075,0.035,0.025,0.28,0.0,5.425,2.9450000000000003,78.535,13.415,0.02,0.395,73.47999999999999,89.5,89.5,98.535,101.485,99.32,1.07,1.045,14.3888060345,0.99,0.61,0.2,0.02,0.17,228694369878.0,45738873975.600006,139594834946.76,4573887397.56,38878042879.26001,0.38,6.6,2.62,57173592469.5,3.976,149583002116.5,0.005,2.685,2.125,57173592469.5,149583002116.5,2.62,14386.34,1.0,57166797934.5,3.976,6.5,26923584924.5,340858929.0,14386.385,1.0,9.0,34050429144.0,47468692.0,0.0,21752481969.0,65663.5,65663.5,0.0,793300951.5,292682915.0,36.928,41578375852.0,612209771.5,112634367.5,46341282.5,3836859.5,41552076390.5,3498798.0,282289.0,437459.0,7.19,274935808.0,271564800.0,3043328.0,100.0,1.6,1.0,4.0,0.0,16384.0,268849152.0,0.0,0.0,271564800.0
binaryTrees_v2_21_original_O3flag,g++-12,2023-05-08,14.304304,252.985,215.425,11.715,0.18,515.0,12.725000000000001,2.56,15030.5,27.5,0.055,0.055,0.05,0.35,0.0,5.21,2.7,78.785,13.43,0.03,0.495,73.305,89.0,89.5,98.565,101.6,99.35,1.04,1.025,14.471117934,0.99,0.61,0.21,0.02,0.16,230361883056.0,48410554947.3,140491819036.68,4607237661.12,36799719606.399994,0.385,6.445,2.6100000000000003,57590470764.0,3.9770000000000003,150464346582.5,0.005,3.675,2.125,57590470764.0,150464346582.5,2.615,14469.494999999999,1.0,57583742190.0,3.9764999999999997,3.0,27087973776.0,342872945.0,14469.505000000001,1.0,9.0,34107344836.0,50717290.0,0.0,21798019423.5,65664.0,65664.0,0.0,925977882.5,289577811.5,31.128999999999998,41512185701.5,833276269.5,122141545.5,47571482.5,4153669.5,41365070434.5,2961420.0,247919.0,376890.0,7.19,274935808.0,271577088.0,3076096.0,100.0,1.6,1.0,4.0,0.0,16384.0,268849152.0,0.0,0.0,271577088.0
binaryTrees_v2_21_original_O3flag,g++-13,2023-04-26,14.352292,253.345,215.95,11.765,0.19,510.0,12.67,2.575,14048.5,19.0,0.055,0.025,0.02,0.24,0.0,4.5600000000000005,2.44,79.41999999999999,13.315,0.02,0.39,73.57,88.5,90.5,98.535,101.5,99.35,1.0750000000000002,1.05,14.405661394,0.995,0.61,0.21,0.02,0.16,229660939054.0,48293231425.32,140339947811.76,4593218781.08,36450641297.28,0.38,6.465,2.62,57415234763.5,3.9875,150505497034.5,0.005,3.635,2.125,57415234763.5,150505497034.5,2.63,14403.99,1.0,57402612187.0,3.9879999999999995,6.5,27020919239.0,342007490.5,14404.02,1.0,9.5,34082017953.5,49470402.5,0.0,21736461662.0,65665.0,65665.0,0.0,914074632.0,287530682.5,31.622,41522910476.5,833700081.0,121134837.5,45979313.0,3720159.0,41473279826.5,3041331.5,140923.5,257486.0,7.19,274935808.0,271564800.0,3039232.0,100.0,1.6,1.0,3.0,0.0,16384.0,268849152.0,0.0,0.0,271564800.0
binaryTrees_v6_21_original,g++-4.4,2012-03-13,28.378527,453.875,394.07,10.149999999999999,0.155,518.0,12.65,1.65,13402.0,14.5,0.015,0.02,0.015,0.12,0.0,3.015,0.04,84.05,13.045,0.02,0.175,74.07,89.0,89.5,99.17,101.22,99.61,0.745,0.735,28.4188967185,1.0,0.54,0.13,0.01,0.32,463113217834.0,60204718318.42,249967530879.48,4631132178.34,148313643862.4,0.6,5.82,1.67,115778304458.5,4.07,193052312391.5,0.02,1.145,2.15,115778304458.5,193052312391.5,1.67,28416.739999999998,1.0,115781059858.0,4.0715,7.0,53700527395.0,679776698.0,28416.760000000002,1.0,9.0,37252764175.0,31617962.5,0.0,55144844839.5,621744.0,621744.0,0.0,780981557.5,244696725.5,31.5135,75910312271.0,507275174.0,15017585.0,3983920.5,13867111.0,75899673708.5,1837177.5,58468.0,1086169.0,14.24,141045760.0,138043392.0,3293184.0,100.0,0.8,1.0,2.0,0.0,0.0,134967296.0,0.0,0.0,138043392.0
binaryTrees_v6_21_original,g++-4.6,2013-04-12,27.67772,444.855,386.64,9.975000000000001,0.155,518.0,12.63,1.69,13261.0,10.0,0.02,0.02,0.02,0.13,0.0,2.975,0.08,84.05,13.08,0.02,0.21500000000000002,74.03,90.5,90.5,99.07,101.205,99.595,0.745,0.735,27.582877469,1.0,0.51,0.18,0.01,0.29,448806384448.0,80785149200.63998,228891256068.47998,4488063844.48,130153851489.91998,0.58,5.68,1.72,112201596112.0,4.07,192467723544.5,0.03,1.18,2.15,112201596112.0,192467723544.5,1.71,27581.14,1.0,112248413397.5,4.072,9.0,52110378940.0,659591247.0,27581.160000000003,1.0,8.5,37258182781.5,31727444.5,0.0,55144391371.0,621743.0,621743.0,0.0,774528133.5,245025783.0,31.7305,75870406674.0,508924248.5,12916220.5,4196350.0,12423768.0,75866134427.5,1747925.5,150807.5,1136135.5,13.65,141045760.0,138102784.0,3297280.0,100.0,0.8,1.0,2.0,0.0,0.0,134967296.0,0.0,0.0,138102784.0
binaryTrees_v6_21_original,g++-4.7,2014-06-12,27.647683,432.28,373.895,9.955,0.155,518.0,12.64,1.65,12546.5,9.0,0.03,0.02,0.01,0.11,0.0,2.815,0.035,84.245,13.035,0.02,0.195,74.08,89.5,90.0,99.12,101.185,99.61,0.775,0.755,27.6921554755,1.0,0.5,0.15,0.01,0.34,451186261820.0,67677939273.0,225593130910.0,4511862618.2,153403329018.8,0.6,5.64,1.67,112796565455.0,4.0725,188345652739.5,0.03,1.1749999999999998,2.1550000000000002,112796565455.0,188345652739.5,1.67,27689.915,1.0,112817581737.0,4.0735,9.0,52333580175.0,662438548.0,27689.92,1.0,10.0,36152578403.0,30926578.0,0.0,53298382057.5,621743.0,621743.0,0.0,770034638.5,244883863.5,31.3795,74073850255.0,510262457.0,13034523.0,3976890.5,13960103.5,74035959621.5,2002875.5,54110.5,1197995.0,13.645,141045760.0,138035200.0,3276800.0,100.0,0.8,1.0,3.0,0.0,0.0,134967296.0,0.0,0.0,138035200.0
binaryTrees_v6_21_original,g++-4.8,2015-06-23,27.8289075,450.99,392.185,9.995000000000001,0.14500000000000002,518.0,12.63,1.61,13148.0,12.0,0.03,0.02,0.015,0.125,0.0,2.96,0.04,83.94999999999999,13.03,0.02,0.20500000000000002,74.065,90.0,90.0,99.08,101.2,99.59,0.755,0.74,27.905465938,1.0,0.49,0.17,0.01,0.32,454097344882.0,77276762982.04001,222507698992.18,4540973448.82,145341491534.08002,0.61,5.52,1.63,113524336220.5,4.0695,185328450149.5,0.02,1.17,2.15,113524336220.5,185328450149.5,1.63,27903.1,1.0,113580867207.5,4.072,10.0,52710171215.5,667279160.0,27903.1,1.0,9.0,35525503081.5,31740969.0,0.0,53264566181.5,621742.5,621742.5,0.0,782767087.5,241252883.0,31.1205,74043545344.5,510317955.0,12547680.0,4223365.0,11989652.5,73979852225.0,1885021.5,66513.5,1116228.0,13.65,141045760.0,138080256.0,3272704.0,100.0,0.8,1.0,1.0,0.0,0.0,134967296.0,0.0,0.0,138080256.0
binaryTrees_v6_21_original,g++-4.9,2015-06-26,27.2126475,439.585,382.08500000000004,9.870000000000001,0.15,518.0,12.65,1.69,12676.5,11.5,0.035,0.02,0.01,0.125,0.0,2.9299999999999997,0.03,84.105,13.094999999999999,0.02,0.21,74.04,89.0,89.0,99.07,101.31,99.595,0.76,0.75,27.2785903945,1.0,0.51,0.19,0.01,0.28,443884272254.0,84338011728.26001,226380978849.54,4438842722.54,124287596231.12001,0.58,5.65,1.7149999999999999,110971068063.5,4.0695,190367127460.5,0.03,1.19,2.15,110971068063.5,190367127460.5,1.71,27276.43,1.0,111014217949.0,4.0705,8.5,51533765461.0,652362043.5,27276.445,1.0,9.5,36165540573.0,31558669.0,0.0,53887636456.0,621742.5,621742.5,0.0,780458742.5,246074784.0,31.1925,76015687660.0,510674346.5,16307854.0,4249603.5,15015639.0,75890905663.0,1881199.0,86858.5,1085142.0,13.655000000000001,141045760.0,138084352.0,3297280.0,100.0,0.8,1.0,3.0,0.0,0.0,134967296.0,0.0,0.0,138084352.0
binaryTrees_v6_21_original,g++-5,2017-10-10,27.298771000000002,444.47,386.79499999999996,9.895,0.155,518.0,12.64,1.7149999999999999,12654.5,9.5,0.03,0.02,0.01,0.12,0.0,2.935,0.035,84.09,13.06,0.02,0.20500000000000002,74.06,89.0,89.0,99.1,101.25999999999999,99.595,0.785,0.775,27.369595443,1.0,0.52,0.18,0.01,0.29,445108514870.0,80119532676.6,231456427732.4,4451085148.700001,129081469312.29999,0.58,5.72,1.74,111277128717.5,4.066,193314083492.0,0.025,1.19,2.15,111277128717.5,193314083492.0,1.74,27367.355,1.0,111331544425.5,4.068,13.0,51702654984.0,654510257.5,27367.375,1.0,9.5,38457415396.5,31068187.5,0.0,53873131826.5,621743.5,621743.5,0.0,749675557.0,238907924.5,31.999000000000002,75916993511.0,508947791.0,12738252.5,4076439.5,12773776.5,75906727896.5,1806198.0,160191.5,1215572.0,13.655000000000001,141045760.0,138149888.0,3297280.0,100.0,0.8,1.0,2.0,0.0,0.0,134967296.0,0.0,0.0,138149888.0
binaryTrees_v6_21_original,g++-6,2018-10-26,27.6595705,449.21,390.65,9.985,0.15,518.0,12.64,1.69,13170.0,12.5,0.03,0.02,0.015,0.11,0.0,3.01,0.06,84.015,13.065,0.02,0.18,74.08500000000001,89.5,89.5,99.1,101.22,99.60499999999999,0.78,0.76,27.755232943499998,1.0,0.51,0.16,0.02,0.31,451535324542.0,72174545408.96,230283015516.42,9030706490.84,139975950608.02002,0.58,5.71,1.71,112883831135.5,4.0715,193125303994.0,0.02,1.165,2.15,112883831135.5,193125303994.0,1.71,27751.190000000002,1.0,112922411042.5,4.0735,5.0,52432353000.0,663748301.5,27751.225,1.0,10.0,38440785376.5,31619959.0,0.0,53874734663.0,621743.0,621743.0,0.0,753670625.0,245996971.5,32.442,75924650243.5,509314241.0,12141227.0,4261356.5,15926060.0,75935375076.0,2154575.0,183142.0,1165404.0,13.65,141045760.0,138088448.0,3284992.0,100.0,0.8,1.0,3.0,0.0,0.0,134967296.0,0.0,0.0,138088448.0
binaryTrees_v6_21_original,g++-7,2019-11-14,27.1506995,439.295,381.865,9.84,0.15,518.0,12.635000000000002,1.725,12801.0,8.5,0.025,0.025,0.01,0.11499999999999999,0.0,2.955,0.03,84.155,13.004999999999999,0.02,0.17,74.16499999999999,87.0,89.0,99.09,101.065,99.61,0.7849999999999999,0.775,27.189306297999998,1.0,0.52,0.17,0.01,0.3,442446909350.0,75215974589.5,230072392862.0,4424469093.5,132734072805.0,0.57,5.715,1.745,110611727337.5,4.0675,193065837338.5,0.03,1.1949999999999998,2.15,110611727337.5,193065837338.5,1.745,27187.0,1.0,110679916711.5,4.0695,5.0,51369565840.5,650303805.0,27187.010000000002,1.0,10.0,38417445807.5,31417108.0,0.0,53895538683.0,621745.0,621745.0,0.0,771188688.5,251001123.0,32.6905,75989003241.5,512876885.0,11632175.0,4148242.5,16240739.0,75986451226.5,2206358.0,68548.0,1916384.5,13.65,141045760.0,138059776.0,3334144.0,100.0,0.8,1.0,1.0,0.0,0.0,134967296.0,0.0,0.0,138059776.0
binaryTrees_v6_21_original,g++-8,2021-05-14,28.413711,444.475,384.595,10.205,0.15,518.0,12.64,1.61,13020.5,10.5,0.065,0.02,0.02,0.11,0.0,2.93,0.03,84.15,13.125,0.03,0.175,74.02000000000001,88.0,89.5,99.09,101.24000000000001,99.58500000000001,0.755,0.74,28.5296240385,1.0,0.49,0.155,0.01,0.34,464269862192.0,72022517209.18,227492232474.08,4642698621.92,157851753145.28,0.61,5.52,1.63,116067465548.0,4.0715,189017249570.5,0.02,1.14,2.15,116067465548.0,189017249570.5,1.63,28526.504999999997,1.0,116115083695.5,4.0735,5.5,53897810843.5,682274586.0,28526.53,1.0,11.0,37169543632.0,31360823.0,0.0,53226007162.5,621745.0,621745.0,0.0,758882746.5,237628513.5,31.479,73997743271.0,512319174.0,13655533.5,4538252.0,11344750.0,73981493698.5,1798425.5,83734.0,1115041.0,14.24,141045760.0,138080256.0,3366912.0,100.0,0.8,1.0,3.0,0.0,0.0,134967296.0,0.0,0.0,138080256.0
binaryTrees_v6_21_original,g++-9,2022-05-27,27.1929555,452.725,394.96500000000003,9.864999999999998,0.15,518.0,12.645,1.83,17406.5,12.0,0.055,0.03,0.02,0.155,0.0,3.415,0.9299999999999999,82.94,13.18,0.02,0.235,73.9,89.0,91.0,99.11,101.25999999999999,99.495,0.775,0.765,27.338439373,0.995,0.55,0.2,0.01,0.24,443267917822.0,88653583564.40001,243797354802.10004,4432679178.219999,106384300277.28,0.54,5.66,1.85,110816979455.5,4.057,204802561994.5,0.03,1.1949999999999998,2.15,110816979455.5,204802561994.5,1.85,27336.1,1.0,110869666980.0,4.0595,8.0,51584979398.5,652947781.0,27336.11,1.0,9.0,37835375785.5,31432144.5,0.0,53920956593.5,621742.5,621742.5,0.0,777457514.5,245728922.5,32.0095,75973972338.5,507031483.5,13204489.0,4086705.0,13190830.5,75873449125.0,2271142.5,141966.5,1236243.0,13.655000000000001,141045760.0,138059776.0,3362816.0,100.0,0.8,1.0,3.0,0.0,0.0,134967296.0,0.0,0.0,138059776.0
binaryTrees_v6_21_original,g++-10,2023-07-07,27.997217499999998,444.69500000000005,385.46000000000004,10.02,0.15,518.0,12.635000000000002,1.77,13015.5,11.0,0.02,0.02,0.01,0.12,0.0,2.9000000000000004,0.035,84.215,13.07,0.02,0.19,74.07,88.0,88.5,99.03999999999999,101.16999999999999,99.60499999999999,0.77,0.755,28.074982486499998,1.0,0.53,0.16,0.01,0.3,456772700656.0,73083632104.95999,242089531347.68,4567727006.559999,137031810196.79999,0.56,5.555,1.79,114193175164.0,4.0695,204246257356.0,0.02,1.16,2.15,114193175164.0,204246257356.0,1.79,28072.43,1.0,114222534645.0,4.071,9.5,53012076620.5,671052104.0,28072.425000000003,1.0,10.0,37815795891.5,31394994.0,0.0,53855177785.5,621744.0,621744.0,0.0,752102738.5,241252748.0,31.6925,75937429483.0,508763164.5,12374168.5,4155457.5,12214422.5,75927559048.0,1939904.5,106570.0,1266553.0,13.655000000000001,141045760.0,138031104.0,3280896.0,100.0,0.8,1.0,2.0,0.0,8192.0,134967296.0,0.0,0.0,138031104.0
binaryTrees_v6_21_original,g++-11,2023-05-29,27.317942000000002,446.84000000000003,389.42999999999995,9.855,0.15,518.0,12.64,1.79,12908.0,11.5,0.06,0.03,0.015,0.11499999999999999,0.0,3.05,0.04,84.015,13.21,0.02,0.2,73.89500000000001,88.0,88.5,99.055,101.22999999999999,99.58500000000001,0.785,0.765,27.4819124795,0.995,0.54,0.17,0.01,0.28,445848549438.0,75697723285.02,240758216696.52002,4458485494.379999,124837593842.64001,0.55,5.61,1.81,111462137359.5,4.056,201669543536.5,0.02,1.17,2.15,111462137359.5,201669543536.5,1.81,27479.620000000003,1.0,111494557177.0,4.058,11.0,51823009840.5,655977495.5,27479.625,1.0,9.0,35531859355.5,31095919.5,0.0,53894405305.0,621744.0,621744.0,0.0,756258346.5,243333403.0,31.9735,75951109192.0,510426726.5,13185283.0,4199068.0,12506385.0,75985217570.5,1936940.0,126904.0,1147740.0,13.65,141045760.0,138059776.0,3284992.0,100.0,0.8,1.0,0.0,0.0,0.0,134967296.0,0.0,0.0,138059776.0
binaryTrees_v6_21_original,g++-12,2023-05-08,26.9527015,447.96000000000004,390.69500000000005,9.754999999999999,0.14500000000000002,518.0,12.64,1.81,13709.0,20.5,0.035,0.02,0.015,0.12,0.0,2.985,0.19,83.775,13.09,0.02,0.19,74.055,89.5,89.5,99.065,101.205,99.58,0.78,0.76,27.077455342,1.0,0.55,0.2,0.01,0.24,439553806968.0,88013873087.20001,241480803533.2,4395538069.68,105359053212.95999,0.54,5.63,1.84,109888451742.0,4.064500000000001,201816124774.0,0.03,1.1949999999999998,2.15,109888451742.0,201816124774.0,1.84,27075.04,1.0,109964828412.0,4.0665,6.0,51074469630.0,646523119.5,27075.050000000003,1.0,9.0,35579135470.5,32227407.5,0.0,53926400695.0,621743.0,621743.0,0.0,785193911.5,248018823.0,31.284,75950065428.0,510190660.5,12481111.5,4158041.0,13076649.5,75946522268.5,1764867.5,150794.0,1180742.0,13.07,141045760.0,137940992.0,3260416.0,100.0,0.8,1.0,3.0,0.0,8192.0,134967296.0,0.0,0.0,137940992.0
binaryTrees_v6_21_original,g++-13,2023-04-26,27.60136,450.795,392.61,9.92,0.15,518.0,12.65,1.77,19846.5,9.5,0.035,0.025,0.015,0.17,0.0,3.4050000000000002,1.83,81.59,13.219999999999999,0.02,0.28500000000000003,73.88499999999999,89.5,89.5,99.07,101.215,99.48,0.775,0.76,27.6878535145,1.0,0.53,0.17,0.02,0.29,450278490550.0,76385592613.24,238940023439.12,9005569811.0,130484148866.22,0.56,5.59,1.795,112569622637.5,4.069,201986465273.0,0.03,1.1749999999999998,2.15,112569622637.5,201986465273.0,1.8,27684.575,1.0,112609691590.0,4.071,11.5,52288974120.0,661846445.0,27684.625,1.0,11.0,35564679802.5,32090851.0,0.0,53903257490.0,621743.0,621743.0,0.0,761556515.0,243137816.5,32.215,75947498826.0,511141306.0,12395812.0,4169518.0,12422568.0,75962469103.5,2310249.5,171978.5,1510546.5,13.65,141045760.0,138072064.0,3272704.0,100.0,0.8,1.0,3.0,0.0,0.0,134967296.0,0.0,0.0,138072064.0
binaryTrees_v6_21_original_O3flag,g++-4.4,2012-03-13,4.211739,62.175,52.69,2.83,0.04,519.5,12.73,2.15,2707.5,7.0,0.045,0.035,0.02,0.16,0.0,4.74,0.02,82.205,13.13,0.025,0.225,73.83,69.5,69.5,98.815,101.77000000000001,99.61500000000001,1.23,1.21,4.258676833,1.0,0.51,0.05,0.03,0.415,68081128914.0,3429624116.9,34735656128.64,2042433867.4199998,28253743905.14,0.45,5.865,2.1950000000000003,17020282228.5,4.004,37137913166.0,0.14,5.59,2.115,17020282228.5,37137913166.0,2.18,4258.219999999999,1.0,17072021326.0,4.0175,1.0,8034915622.5,101719293.5,4258.219999999999,1.0,31.0,6258115986.5,7655714.0,0.0,6404736510.5,621743.5,621743.5,0.0,550948386.0,174420261.5,30.455,6028038905.5,391112991.0,19887804.5,4539318.0,9931754.0,6061479315.0,1120179.5,6278.5,147975.5,1.93,141307904.0,137963520.0,3301376.0,100.0,0.8,1.0,2.0,0.0,0.0,135229440.0,0.0,0.0,138098688.0
binaryTrees_v6_21_original_O3flag,g++-4.6,2013-04-12,4.2119085,62.84,53.480000000000004,2.83,0.04,519.0,12.73,1.92,2334.5,8.0,0.045,0.02,0.02,0.15,0.0,4.609999999999999,0.03,82.35,13.14,0.04,0.22499999999999998,73.86500000000001,68.0,68.5,98.745,101.78,99.61500000000001,1.255,1.23,4.24285527,1.0,0.47,0.11,0.04,0.37,68232275304.0,7550070198.88,32161882200.119995,2733920339.84,25058158495.3,0.51,5.795,1.95,17058068826.0,4.018,33342097261.5,0.135,5.609999999999999,2.125,17058068826.0,33342097261.5,1.96,4242.33,1.0,17121628578.5,4.034,1.0,8013865013.0,101434058.0,4242.34,1.0,30.0,6560432250.0,8542721.5,0.0,7228540747.5,621743.0,621743.0,0.0,560901268.0,159281512.5,28.418,6624557657.0,385344928.0,19521793.0,6341864.0,9376554.0,6651536011.5,1163790.0,5072.0,174435.0,1.93,142880768.0,139763712.0,3328000.0,100.0,0.8500000000000001,1.0,1.0,0.0,0.0,136802304.0,0.0,0.0,139763712.0
binaryTrees_v6_21_original_O3flag,g++-4.7,2014-06-12,3.5672955,53.045,44.955,2.6,0.04,518.5,12.73,1.9049999999999998,1846.5,5.0,0.03,0.045,0.02,0.19,0.0,4.96,0.03,81.985,13.14,0.035,0.24,73.835,66.0,67.0,98.86500000000001,101.85,99.6,1.225,1.205,3.6036205315,1.0,0.48,0.13,0.03,0.36,57840289804.0,7519237674.52,27763339105.92,1728979312.62,20877857220.96,0.51,5.605,1.94,14460072451.0,4.0085,27953481621.0,0.155,6.745,2.12,14460072451.0,27953481621.0,1.94,3603.1099999999997,1.0,14513148946.0,4.025,2.0,6808910828.0,86184686.5,3603.1,1.0,31.0,5467305978.0,8194970.0,0.0,6075207488.5,621743.0,621743.0,0.0,536911452.0,158657177.0,29.293999999999997,5128941530.0,381611861.5,23698815.5,6920455.0,9082740.5,5131489759.0,1299998.0,4834.5,96049.5,1.34,141045760.0,137986048.0,3297280.0,100.0,0.8,1.0,3.0,0.0,8192.0,134967296.0,0.0,0.0,137986048.0
binaryTrees_v6_21_original_O3flag,g++-4.8,2015-06-23,3.599934,53.905,45.71,2.625,0.04,519.0,12.76,1.9249999999999998,1914.5,6.5,0.025,0.03,0.02,0.195,0.0,5.41,0.015,81.5,13.155000000000001,0.03,0.28,73.77000000000001,67.5,68.5,98.64500000000001,102.01,99.58500000000001,1.3450000000000002,1.3250000000000002,3.6429072275,1.0,0.46,0.155,0.03,0.36,58158749812.0,9057105295.34,26693873035.120003,1744762494.36,20996258677.92,0.51,5.52,1.955,14539687453.0,3.9939999999999998,28475493108.5,0.17,6.635,2.11,14539687453.0,28475493108.5,1.955,3642.305,1.0,14614715472.0,4.0169999999999995,1.0,6880100247.5,87100972.0,3642.295,1.0,32.5,5558597381.5,8291295.0,0.0,6079414802.5,621744.5,621744.5,0.0,555831715.0,154962363.0,27.7175,5164653818.5,382527125.0,23862363.5,6842744.5,8597453.0,5197468510.5,1177439.0,4697.0,95571.0,1.34,141045760.0,138037248.0,3338240.0,100.0,0.8,1.0,3.0,0.0,8192.0,134967296.0,0.0,0.0,138037248.0
binaryTrees_v6_21_original_O3flag,g++-4.9,2015-06-26,3.5888780000000002,53.96,45.795,2.62,0.04,519.0,12.75,1.91,1964.5,3.5,0.04,0.03,0.02,0.185,0.0,5.7,0.01,81.235,13.15,0.03,0.255,73.72,67.5,68.5,98.66,101.83,99.58500000000001,1.3450000000000002,1.3250000000000002,3.614634882,1.0,0.47,0.135,0.03,0.36,57948920502.0,7828317534.200001,27235992635.94,1738467615.06,20928801205.440002,0.51,5.68,1.96,14487230125.5,4.0120000000000005,28347477274.5,0.15,6.735,2.12,14487230125.5,28347477274.5,1.96,3613.98,1.0,14526344583.5,4.0329999999999995,1.0,6828743151.5,86451853.0,3613.9849999999997,1.0,33.0,5420964678.5,8126454.5,0.0,6129878319.0,621743.5,621743.5,0.0,539071371.5,151063683.0,28.5355,5073393633.0,384065272.0,23865740.5,7252036.0,9409364.0,5088758116.0,1355094.5,4661.0,23644.0,1.34,140914688.0,137885696.0,3315712.0,100.0,0.8,1.0,3.0,0.0,8192.0,134836224.0,0.0,0.0,137885696.0
binaryTrees_v6_21_original_O3flag,g++-5,2017-10-10,3.472523,51.584999999999994,43.675,2.58,0.04,519.0,12.76,1.93,1876.5,4.5,0.03,0.03,0.03,0.14,0.0,4.785,0.05,82.11000000000001,13.165,0.04,0.19,73.805,67.0,67.0,98.71,101.88,99.6,1.38,1.355,3.499750156,1.0,0.46,0.1,0.03,0.41,56144497672.0,5614449767.200001,25826468929.120003,1684334930.1599998,22928332269.12,0.51,5.805,1.96,14036124418.0,4.008,27627350022.5,0.17,6.91,2.12,14036124418.0,27627350022.5,1.975,3498.88,1.0,14096759201.5,4.026,1.0,6608062556.0,83640979.0,3498.88,1.0,32.0,5363808587.5,8095332.5,0.0,6107270646.5,621745.0,621745.0,0.0,547307474.5,151650315.5,27.7025,5051053284.0,382570568.5,25316379.0,7450649.5,8489658.0,5129651122.5,1340640.5,6124.5,92287.5,1.34,141053952.0,138090496.0,3371008.0,100.0,0.8,1.0,1.0,0.0,16384.0,134967296.0,0.0,0.0,138090496.0
binaryTrees_v6_21_original_O3flag,g++-6,2018-10-26,3.4889075,51.455,43.515,2.58,0.04,519.0,12.76,1.79,1905.0,4.5,0.025,0.025,0.02,0.195,0.0,4.85,0.05,81.985,13.18,0.035,0.24,73.705,66.0,66.5,98.66,102.035,99.56,1.37,1.35,3.522946429,1.0,0.45,0.13,0.03,0.41,55871733288.0,7277892883.82,25079240589.3,1671949372.62,22849974759.14,0.54,5.59,1.83,13967933322.0,3.97,25482202681.5,0.17,6.85,2.1,13967933322.0,25482202681.5,1.82,3522.48,1.0,14031548941.0,3.9859999999999998,1.5,6646374758.5,84119810.0,3522.48,1.0,31.0,5173547065.5,7859874.5,0.0,5543699665.0,621743.5,621743.5,0.0,553721652.5,164632707.0,28.6085,4437017743.5,386133380.0,24485807.5,6980046.0,8757064.0,4452634934.0,1158411.5,6729.0,749530.0,1.34,141049856.0,138151936.0,3371008.0,100.0,0.8,1.0,6.0,0.0,12288.0,134967296.0,0.0,0.0,138151936.0
