test,release_date,path,version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC_perf,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed_sec,cycles,freq_cycles_GHz,instructions,insn_per_cycle,cpu_clock_msec,no_cpus,cpu_cycles,freq_cpu_cycles_GHz,cpu_migrations,ref_cycles,bus_cycles,task_clock_msec,no_cpus_task_clock,cpu_thermal_margin_C,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete,TotalSlots_Giga,FetchBubbles_Giga,SlotsRetired_Giga,SlotsIssued+RecoveryBubbles_Giga,SlotsBackend_Giga
2,2022-12-06,binaryTrees_21_original,3.7.16,binarytrees.py 21,1.0,0.73,0.34,0.17,0.02,0.47,3.18,1.36,0.01,4.28,1.02,123.396272635,1466943129864,1.926,2000451996009,1.36,761586.12,6.172,1467358361603,1.927,53,1438032241104,18206080868,761590.84,6.172,1778.0,382916109398,2225012049,0.58%,8,331139911404,3532903,3532903,0,6629431913,2506997621,37.816,645142334821,8223740086,1.27%,373721193,133190902,35.64%,509679219,644243218456,16294666,0.00%,5112124,249310273,4876.84%,0,237,7.704,1.30968,2.61936,0.15408,3.6208799999999997
3,2022-12-06,binaryTrees_21_original,3.7.16,binarytrees.py 21,1.0,0.73,0.34,0.17,0.02,0.47,3.18,1.37,0.01,4.28,1.02,122.096041093,1453137248967,1.929,1989087808809,1.37,753180.39,6.169,1453076827916,1.929,85,1421728764563,17995013532,753184.91,6.169,1720.0,379753501567,2176792374,0.57%,8,330270086834,3532898,3532898,0,6755228936,2559420095,37.888,642744572057,8154689051,1.27%,376840609,133755490,35.49%,515270444,642408072441,16501657,0.00%,10371957,250821698,2418.27%,0,255,7.716,1.3117200000000002,2.6234400000000004,0.15432,3.6265199999999997
4,2022-12-06,binaryTrees_21_original,3.7.16,binarytrees.py 21,1.0,0.73,0.34,0.17,0.02,0.47,3.18,1.37,0.01,4.4,1.02,123.406953115,1464916789741,1.927,2001744934706,1.37,760332.76,6.161,1465121609448,1.927,75,1435709379843,18176650265,760337.62,6.161,1728.0,382880104981,2195226107,0.57%,0,330896800505,3532969,3532969,0,6592362010,2507553530,38.037,644869880947,8510806472,1.32%,376110802,135132305,35.93%,514046468,643757219787,17520778,0.00%,10122923,251180221,2481.30%,0,213,7.708,1.3103600000000002,2.6207200000000004,0.15416000000000002,3.62276
5,2022-12-06,binaryTrees_21_original,3.7.16,binarytrees.py 21,1.0,0.74,0.34,0.17,0.02,0.47,3.18,1.36,0.01,4.31,1.02,125.838867296,1490024806834,1.93,2023455086351,1.36,771907.63,6.134,1490134480966,1.93,51,1457331968016,18450488925,771911.66,6.134,1738.0,387655406587,2627006334,0.68%,0,330529786767,3532914,3532914,0,6489395259,2574991363,39.68,648000913443,8470461715,1.31%,360099394,128900612,35.80%,512283336,647534768666,16434607,0.00%,9153156,257733251,2815.79%,0,207,7.72,1.3124,2.6248,0.1544,3.6283999999999996
6,2022-12-06,binaryTrees_21_original,3.7.16,binarytrees.py 21,1.0,0.73,0.34,0.17,0.02,0.47,3.18,1.37,0.01,4.13,1.02,122.574742869,1453581645944,1.93,1990288753372,1.37,753020.1,6.143,1453588980465,1.93,81,1421763071351,17997670403,753024.23,6.143,1725.0,379994109060,2191765890,0.58%,8,330337651101,3532923,3532923,0,6751917295,2503782808,37.083,642287528695,7899405656,1.23%,383677884,135076377,35.21%,500386781,642663375226,15003437,0.00%,14168884,249448691,1760.54%,0,184,7.72,1.3124,2.6248,0.1544,3.6283999999999996
7,2022-12-06,binaryTrees_21_original,3.7.16,binarytrees.py 21,1.0,0.73,0.34,0.17,0.02,0.47,3.19,1.37,0.01,4.38,1.02,123.449734326,1467929538315,1.927,2016579204203,1.37,761659.99,6.17,1468000350300,1.927,61,1437993201498,18205585304,761664.5,6.17,1714.0,385764819865,2181718515,0.57%,0,330484353316,3532956,3532956,0,6845268416,2624063820,38.334,646133878533,8475063974,1.31%,400531374,150315098,37.53%,525367213,645076204354,17169448,0.00%,6533221,264637103,4050.64%,0,239,7.708,1.3103600000000002,2.6207200000000004,0.15416000000000002,3.62276
8,2022-12-06,binaryTrees_21_original,3.7.16,binarytrees.py 21,1.0,0.73,0.34,0.17,0.02,0.47,3.18,1.36,0.01,4.32,1.02,122.457264102,1460197329053,1.926,1991293332101,1.36,758125.63,6.191,1460486722243,1.926,79,1431323484048,18118813908,758130.27,6.191,1732.0,380429977637,2163902588,0.57%,8,330588933877,3532868,3532868,0,6233601947,2563481789,41.124,642698273316,8257035192,1.28%,363171875,141087120,38.85%,501027907,641836466924,17887870,0.00%,5522220,248323801,4496.81%,0,196,7.704,1.30968,2.61936,0.15408,3.6208799999999997
9,2022-12-06,binaryTrees_21_original,3.7.16,binarytrees.py 21,1.0,0.73,0.34,0.17,0.02,0.47,3.17,1.37,0.01,4.4,1.02,124.535206188,1481899015675,1.927,2025812008283,1.37,768940.41,6.174,1481681571922,1.927,62,1451857768565,18376191808,768944.75,6.175,1731.0,387736402433,2226058852,0.57%,0,330368792815,3532921,3532921,0,6800116768,2600735278,38.245,648121397907,8571910609,1.32%,392513432,140488795,35.79%,562739308,647428968494,16035585,0.00%,9262371,250050071,2699.63%,0,193,7.708,1.3103600000000002,2.6207200000000004,0.15416000000000002,3.62276
10,2022-12-06,binaryTrees_21_original,3.7.16,binarytrees.py 21,1.0,0.73,0.34,0.17,0.02,0.47,3.17,1.37,0.01,4.14,1.02,124.329805452,1481166904772,1.926,2021112927771,1.36,768989.11,6.185,1481360051065,1.926,65,1451646201969,18378521131,768993.45,6.185,1706.0,387708636421,2231098527,0.58%,0,330629944142,3532479,3532479,0,6570258824,2542560508,38.698,648389810977,8038907786,1.24%,379073766,137322713,36.23%,592017344,647526302330,18088686,0.00%,9710648,252028604,2595.38%,0,203,7.704,1.30968,2.61936,0.15408,3.6208799999999997
1,2022-12-06,binaryTrees_21_original,3.8.16,binarytrees.py 21,1.0,0.73,0.34,0.17,0.02,0.47,3.16,1.37,0.01,3.64,1.33,96.531231101,1416942974633,2.505,1939953676873,1.37,565549.43,5.859,1416505116277,2.505,58,1066641179876,13504182530,565551.74,5.859,2286.0,378515203565,2033866837,0.54%,0,312492131225,2859566,2859566,0,5448246880,2049439051,37.616,633462926138,5487678883,0.87%,322105323,123344337,38.29%,378178602,633537283294,13716068,0.00%,9072638,255841191,2819.92%,0,171,10.02,1.7034,3.4068,0.2004,4.7094
2,2022-12-06,binaryTrees_21_original,3.8.16,binarytrees.py 21,1.0,0.73,0.34,0.17,0.02,0.47,3.17,1.37,0.01,3.05,1.02,118.243871192,1413452530097,1.927,1942456876678,1.37,733443.59,6.203,1413446622062,1.927,63,1384957154445,17531858606,733447.98,6.203,1703.0,378686588229,1921127468,0.51%,0,312797888371,2859543,2859543,0,5613310378,2043601477,36.406,633562752308,5667510274,0.89%,337569622,122622374,36.33%,440587910,632612180917,12824543,0.00%,9938744,252699100,2542.57%,0,221,7.708,1.3103600000000002,2.6207200000000004,0.15416000000000002,3.62276
3,2022-12-06,binaryTrees_21_original,3.8.16,binarytrees.py 21,1.0,0.73,0.34,0.17,0.02,0.47,3.17,1.37,0.01,3.03,1.02,118.071600034,1413471549245,1.928,1941999310708,1.37,733294.65,6.211,1413642221533,1.928,66,1384416928297,17527391751,733298.77,6.211,1746.0,378501183984,1982900029,0.52%,0,312717050546,2859439,2859439,0,5473490195,2016745573,36.846,633290036359,5648934414,0.89%,334251883,126666632,37.90%,453860387,632981186440,12991609,0.00%,15943131,250491961,1571.16%,0,191,7.712,1.31104,2.62208,0.15424,3.62464
4,2022-12-06,binaryTrees_21_original,3.8.16,binarytrees.py 21,1.0,0.73,0.34,0.17,0.02,0.47,3.16,1.37,0.01,3.17,1.02,118.625042369,1417941618421,1.934,1942666147194,1.37,733271.86,6.181,1417849848205,1.934,46,1384552443479,17528988529,733276.05,6.181,1831.0,378453272789,2083686689,0.55%,0,312710383278,2859390,2859390,0,5509153800,1997451956,36.257,633289125330,5871205824,0.93%,325629036,120120500,36.89%,453354129,632755753462,13071238,0.00%,70753176,253908151,358.86%,0,186,7.736,1.31512,2.63024,0.15472,3.6359199999999996
5,2022-12-06,binaryTrees_21_original,3.8.16,binarytrees.py 21,1.0,0.73,0.34,0.17,0.02,0.47,3.18,1.37,0.01,3.04,1.03,117.928149803,1410645244578,1.937,1939357700411,1.37,728112.81,6.174,1410430449732,1.937,39,1374771748355,17405277012,728117.09,6.174,1831.0,378733799341,2003516009,0.53%,0,312551169405,2859517,2859517,0,5547929659,2037382943,36.723,633874039906,5535628817,0.87%,318786397,116618168,36.58%,378895878,633518675272,12256133,0.00%,25812650,250450044,970.26%,0,297,7.748,1.31716,2.63432,0.15496000000000001,3.6415599999999997
6,2022-12-06,binaryTrees_21_original,3.8.16,binarytrees.py 21,1.0,0.73,0.34,0.17,0.02,0.47,3.16,1.37,0.01,3.08,1.02,118.292095938,1416555695743,1.932,1941021039847,1.37,733153.5,6.198,1416555813399,1.932,70,1384269783008,17525328515,733157.6,6.198,1737.0,378705116264,1999725662,0.53%,0,312425009236,2859452,2859452,0,5458101376,2054068162,37.633,633423933496,5665029356,0.89%,317497790,120735738,38.03%,469350666,633372764032,12740976,0.00%,15244671,253275462,1661.40%,0,332,7.728,1.31376,2.62752,0.15456,3.63216
7,2022-12-06,binaryTrees_21_original,3.8.16,binarytrees.py 21,1.0,0.73,0.34,0.17,0.02,0.47,3.17,1.38,0.01,2.96,1.02,118.066633377,1410593114181,1.928,1941818583870,1.38,731777.6,6.198,1410533274719,1.928,65,1381712794470,17493176218,731781.78,6.198,1738.0,378660894651,1904540563,0.50%,0,312777658428,2859590,2859590,0,5528741470,2082224891,37.662,633572400009,5487105987,0.87%,333788800,124136654,37.19%,437855109,632940510024,14192699,0.00%,7978983,249466039,3126.54%,0,200,7.712,1.31104,2.62208,0.15424,3.62464
8,2022-12-06,binaryTrees_21_original,3.8.16,binarytrees.py 21,1.0,0.73,0.34,0.17,0.02,0.47,3.16,1.37,0.01,3.08,1.02,118.261323111,1414563647391,1.932,1941319415308,1.37,732244.55,6.192,1414810921465,1.932,91,1382453149313,17500019250,732248.76,6.192,1732.0,378831400983,1938227966,0.51%,0,312535266743,2859387,2859387,0,5474952907,2056986496,37.571,633341764815,5688488316,0.90%,319485788,121376869,37.99%,384924907,633057371529,13401283,0.00%,2611221,251217725,9620.70%,0,214,7.728,1.31376,2.62752,0.15456,3.63216
9,2022-12-06,binaryTrees_21_original,3.8.16,binarytrees.py 21,1.0,0.73,0.34,0.17,0.02,0.47,3.17,1.38,0.01,2.94,1.02,118.229754553,1410415452815,1.932,1940855336953,1.38,730144.42,6.176,1410521253083,1.932,75,1378557405403,17448123943,730148.93,6.176,1728.0,378552405869,1961749169,0.52%,0,312625757477,2859625,2859625,0,5314327329,2041946069,38.423,633907540701,5434656815,0.86%,311681767,117261766,37.62%,486769600,633554227899,13560871,0.00%,5427406,255480198,4707.22%,0,191,7.728,1.31376,2.62752,0.15456,3.63216
10,2022-12-06,binaryTrees_21_original,3.8.16,binarytrees.py 21,1.0,0.73,0.34,0.17,0.02,0.47,3.16,1.37,0.01,3.04,1.02,118.354814925,1416459857956,1.929,1941631355696,1.37,734127.54,6.203,1416678654453,1.93,74,1386225792383,17547843699,734132.06,6.203,1725.0,378847973781,1918718854,0.51%,0,312768847238,2859522,2859522,0,5577696464,2109201724,37.815,633249052663,5623708730,0.89%,326302458,125442526,38.44%,386920906,633105203282,12549544,0.00%,5699196,251323227,4409.80%,0,404,7.716,1.3117200000000002,2.6234400000000004,0.15432,3.6265199999999997
1,2022-12-06,binaryTrees_21_original,3.9.16,binarytrees.py 21,1.0,0.72,0.35,0.16,0.02,0.47,3.18,1.39,0.01,4.93,1.36,91.229540054,1358002024240,2.567,1882487065745,1.39,528942.2,5.798,1358156749483,2.568,63,997564666766,12629501265,528944.19,5.798,2274.0,370822406799,1918052310,0.52%,0,294645472666,2839385,2839385,0,5479720522,2078704573,37.934,605088875935,7022240833,1.16%,317561053,116147407,36.57%,376218981,604283510083,13405605,0.00%,27583760,62218553,225.56%,0,181,10.268,1.6428800000000001,3.5938,0.20536000000000001,4.82596
2,2022-12-06,binaryTrees_21_original,3.9.16,binarytrees.py 21,1.0,0.72,0.35,0.16,0.02,0.47,3.17,1.38,0.01,3.9,1.03,113.434294595,1360541719841,1.942,1884131600886,1.38,700665.29,6.177,1360463138232,1.942,43,1322654269087,16745432912,700669.15,6.177,1733.0,370888388288,1895395407,0.51%,0,294090031393,2839396,2839396,0,5828890073,2089602029,35.849,605095831354,6909054740,1.14%,347204265,126972691,36.57%,399005623,604302235970,13861287,0.00%,11468561,59719359,520.72%,0,206,7.768,1.24288,2.7188,0.15536,3.6509599999999995
3,2022-12-06,binaryTrees_21_original,3.9.16,binarytrees.py 21,1.0,0.72,0.35,0.16,0.02,0.47,3.17,1.39,0.01,3.96,1.03,113.069582379,1357938178407,1.945,1882937015536,1.39,698027.0,6.173,1357996919321,1.945,56,1318368703661,16691198938,698030.88,6.173,1805.0,371003581218,1839154214,0.50%,0,294614487562,2839361,2839361,0,5346087011,2101515810,39.309,605386825926,6987105926,1.15%,318568365,126047367,39.57%,358895282,604410925224,13244502,0.00%,3984439,58600910,1470.74%,0,393,7.78,1.2448000000000001,2.723,0.15560000000000002,3.6566
4,2022-12-06,binaryTrees_21_original,3.9.16,binarytrees.py 21,1.0,0.72,0.35,0.16,0.02,0.47,3.18,1.39,0.01,3.62,1.03,112.959851525,1354400084580,1.945,1884565486877,1.39,696208.15,6.163,1354388069164,1.945,75,1314568177576,16643045993,696212.32,6.163,1723.0,371221497654,1907969544,0.51%,0,294116268931,2839441,2839441,0,5641381758,2139803696,37.93,604567911634,6403469876,1.06%,343437183,129204931,37.62%,364000744,604697989110,13052292,0.00%,2595362,58417945,2250.86%,0,337,7.78,1.2448000000000001,2.723,0.15560000000000002,3.6566
5,2022-12-06,binaryTrees_21_original,3.9.16,binarytrees.py 21,1.0,0.72,0.35,0.16,0.02,0.47,3.18,1.38,0.01,3.89,1.02,113.963111262,1359797905981,1.93,1883250997647,1.38,704578.5,6.183,1359212282835,1.929,62,1329986248978,16838385163,704582.48,6.183,1740.0,370802974984,1851955751,0.50%,0,294157693529,2839301,2839301,0,5544612989,2072307499,37.375,605249982080,6920543026,1.14%,325614732,121137929,37.20%,407679703,605287590872,13071840,0.00%,5888925,62159247,1055.53%,0,193,7.72,1.2352,2.702,0.1544,3.6283999999999996
6,2022-12-06,binaryTrees_21_original,3.9.16,binarytrees.py 21,1.0,0.72,0.35,0.16,0.02,0.47,3.17,1.39,0.01,3.86,1.03,112.537700976,1355819996143,1.944,1883254002804,1.39,697414.28,6.197,1355832420942,1.944,53,1316490532264,16667544919,697418.52,6.197,1731.0,370934155138,1844664136,0.50%,0,294431784639,2839310,2839310,0,5510915547,2127869402,38.612,604853810014,6802923194,1.12%,334512124,131286185,39.25%,369717515,604885527624,12751600,0.00%,2815072,58292915,2070.74%,0,212,7.776,1.24416,2.7215999999999996,0.15552,3.6547199999999997
7,2022-12-06,binaryTrees_21_original,3.9.16,binarytrees.py 21,1.0,0.72,0.35,0.16,0.02,0.47,3.18,1.39,0.01,3.8,1.03,113.168782399,1351173617222,1.941,1882427155496,1.39,696006.15,6.15,1351142197075,1.941,66,1313830205007,16633995483,696010.21,6.15,1727.0,370893415327,1831232613,0.49%,0,294171704741,2839298,2839298,0,5829674943,2083239960,35.735,605415391185,6726569490,1.11%,358459255,125808445,35.10%,394761931,605258824849,13463295,0.00%,3820432,58737804,1537.46%,0,219,7.764,1.24224,2.7174,0.15528,3.64908
8,2022-12-06,binaryTrees_21_original,3.9.16,binarytrees.py 21,1.0,0.72,0.35,0.16,0.02,0.47,3.17,1.38,0.01,3.79,1.03,113.292110172,1359705988593,1.941,1883070456529,1.38,700342.99,6.182,1359537981863,1.941,59,1322318707563,16734198226,700347.06,6.182,1737.0,370847787224,1912211891,0.52%,0,294237690110,2839320,2839320,0,5607692969,2133696275,38.049,605094210009,6708646874,1.11%,347772931,129200425,37.15%,375033655,604383051864,13682100,0.00%,14698524,62869089,427.72%,0,217,7.764,1.24224,2.7174,0.15528,3.64908
9,2022-12-06,binaryTrees_21_original,3.9.16,binarytrees.py 21,1.0,0.72,0.35,0.16,0.02,0.47,3.17,1.39,0.01,4.0,1.03,113.287388379,1358041280948,1.944,1885024555772,1.39,698460.25,6.165,1358141937860,1.944,70,1318796302804,16696753040,698464.46,6.165,1708.0,371234116069,1855053169,0.50%,0,294296278985,2839295,2839295,0,5718116601,2092173419,36.589,604680824205,7091618796,1.17%,347408883,126732686,36.48%,398878292,604477105889,14950835,0.00%,5471064,58957693,1077.63%,0,215,7.776,1.24416,2.7215999999999996,0.15552,3.6547199999999997
10,2022-12-06,binaryTrees_21_original,3.9.16,binarytrees.py 21,1.0,0.72,0.35,0.16,0.02,0.47,3.17,1.38,0.01,4.04,1.02,114.10594583,1364976623822,1.936,1882914391912,1.38,705230.05,6.18,1364801041854,1.935,68,1331756285069,16858249459,705233.75,6.181,1703.0,370806916120,2007821353,0.54%,0,294158095677,2839395,2839395,0,5390561639,2075952766,38.511,604933527068,7194662532,1.19%,322072068,122526946,38.04%,361966289,604931972739,15327352,0.00%,10036444,70776289,705.19%,0,214,7.744,1.23904,2.7104,0.15488,3.63968
1,2023-04-05,binaryTrees_21_original,3.10.11,binarytrees.py 21,1.0,0.74,0.34,0.18,0.02,0.47,3.1,1.34,0.01,5.32,1.35,98.79076914,1464636676339,2.546,1969963280395,1.35,575281.75,5.823,1464009444846,2.545,66,1085366836763,13738692159,575284.12,5.823,2305.0,389441882764,2051290529,0.53%,0,319998005791,2027956,2027956,0,5160181533,1922801984,37.262,611475083405,8178254488,1.34%,289655872,106133606,36.64%,218889889,611342756061,11382745,0.00%,11412197,51642311,452.52%,0,173,10.184,1.8331199999999999,3.46256,0.20368,4.786479999999999
2,2023-04-05,binaryTrees_21_original,3.10.11,binarytrees.py 21,1.0,0.74,0.34,0.18,0.02,0.47,3.1,1.34,0.01,4.52,1.03,122.295025802,1469533058558,1.94,1974680268130,1.34,757408.64,6.193,1469668897511,1.94,51,1430435514473,18110053351,757412.85,6.193,1763.0,391733753664,2031467466,0.52%,0,320020285754,2023847,2023847,0,5196471963,1904343761,36.647,611472522024,8740811371,1.43%,287672632,102957136,35.79%,281674504,611129258692,12555441,0.00%,9737691,195215832,2004.74%,0,246,7.76,1.3967999999999998,2.6384000000000003,0.1552,3.6471999999999998
3,2023-04-05,binaryTrees_21_original,3.10.11,binarytrees.py 21,1.0,0.74,0.34,0.18,0.02,0.47,3.11,1.35,0.01,4.21,1.03,122.041681493,1463373598646,1.952,1969335565842,1.35,749828.69,6.144,1463428384481,1.952,69,1415999402986,17927120054,749832.73,6.144,1739.0,389524325805,2077857861,0.53%,0,319754771794,2027926,2027926,0,5200640471,1898395315,36.503,611349467968,7995338227,1.31%,289585976,100825193,34.82%,251596455,611019085724,12717509,0.00%,9571838,52151720,544.85%,0,201,7.808,1.40544,2.65472,0.15616,3.6697599999999997
4,2023-04-05,binaryTrees_21_original,3.10.11,binarytrees.py 21,1.0,0.74,0.34,0.18,0.02,0.47,3.1,1.34,0.01,4.38,1.03,121.918510432,1465525305494,1.949,1969670947801,1.34,751963.5,6.168,1465716385029,1.949,64,1420307492958,17981644577,751967.55,6.168,1717.0,389646122333,2026016563,0.52%,0,320391559731,2023949,2023949,0,5205868204,1889508810,36.296,611758624525,8336408083,1.36%,295625939,104621148,35.39%,273108463,610891287428,12048648,0.00%,11222676,91097275,811.73%,0,201,7.796,1.40328,2.65064,0.15592,3.66412
