test,release_date,path,version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC_perf,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed_sec,cycles,freq_cycles_GHz,instructions,insn_per_cycle,cpu_clock_msec,no_cpus,cpu_cycles,freq_cpu_cycles_GHz,cpu_migrations,ref_cycles,bus_cycles,task_clock_msec,no_cpus_task_clock,cpu_thermal_margin_C,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete,TotalSlots,FetchBubbles,SlotsRetired,SlotsIssued+RecoveryBubbles,SlotsBackend
1,2019-11-14,nbody_50000000_v2_original,g++-7,nbody_2_original.c 50000000,1.0,0.49,0.56,0.01,0.02,0.41,5.85,2.03,0.0,0.0,2.16,30.528337497,124448736694,4.077,252536273405,2.03,30523.15,1.0,124438215498,4.077,2,57684863615,730211397,30523.2,1.0,3.0,21659586448,50289234,0.23%,0,62289120615,139,139,0,4484179,292828,6.53,104712791406,1832122,0.00%,264583,14410,5.45%,4526596,104634768224,698,0.00%,44760,63903,142.77%,0,0,497794946776,4977949467.76,278765170194.56,9955898935.52,204095928178.15997
2,2019-11-14,nbody_50000000_v2_original,g++-7,nbody_2_original.c 50000000,1.0,0.49,0.56,0.01,0.02,0.41,5.84,2.03,0.0,0.0,2.16,30.533365994,124369080991,4.074,252469143187,2.03,30531.12,1.0,124400881506,4.075,8,57683296247,730256454,30531.14,1.0,4.0,21662961997,50194155,0.23%,0,62274394657,145,145,0,1351045,113644,8.412,104681304480,1268176,0.00%,85293,6648,7.79%,2618030,104665874262,496,0.00%,32472,28524,87.84%,0,0,497476323964,4974763239.64,278586741419.84,9949526479.28,203965292825.24
3,2019-11-14,nbody_50000000_v2_original,g++-7,nbody_2_original.c 50000000,1.0,0.49,0.57,0.02,0.02,0.4,5.9,2.05,0.0,0.0,2.16,30.219400807,123311636759,4.081,252468988652,2.05,30217.32,1.0,123316403200,4.081,2,57157535550,723527368,30217.34,1.0,4.0,21653087964,50225922,0.23%,0,62312347629,144,144,0,2839058,285001,10.039,104714803776,1569610,0.00%,240864,6964,2.89%,3561912,104688896554,2323,0.00%,29121,39694,136.31%,0,0,493246547036,9864930940.72,281150531810.51996,9864930940.72,197298618814.40002
4,2019-11-14,nbody_50000000_v2_original,g++-7,nbody_2_original.c 50000000,0.99,0.49,0.57,0.01,0.02,0.4,5.87,2.04,0.0,0.0,2.16,30.596870066,123476732034,4.036,252462431086,2.04,30594.05,1.0,123500274460,4.037,7,57289199680,725412198,30594.08,1.0,3.0,21664575089,50286839,0.23%,0,62279432185,146,146,0,1969422,104675,5.315,104734582524,1684789,0.00%,166006,16782,10.11%,3306956,104677691370,108,0.00%,130796,30269,23.14%,0,0,493906928136,4939069281.36,281526949037.51996,9878138562.72,197562771254.40002
5,2019-11-14,nbody_50000000_v2_original,g++-7,nbody_2_original.c 50000000,1.0,0.49,0.57,0.01,0.02,0.4,5.9,2.05,0.0,0.0,2.06,31.732168394,123161907649,3.882,252527836905,2.05,31729.58,1.0,123135465813,3.881,11,59877535215,758045409,31729.65,1.0,5.0,21636563176,50172423,0.23%,0,62163800688,140,140,0,3248101,191953,5.91,104815271413,1675417,0.00%,211774,13634,6.44%,3973319,104721090093,3279,0.00%,62434,51138,81.91%,0,0,492647630596,4926476305.96,280809149439.72,9852952611.92,197059052238.40002
6,2019-11-14,nbody_50000000_v2_original,g++-7,nbody_2_original.c 50000000,0.99,0.49,0.57,0.01,0.02,0.41,5.86,2.04,0.0,0.0,2.02,32.723691484,123839689695,3.785,252499864221,2.04,32719.96,1.0,123833919258,3.785,8,61384438492,777227245,32720.01,1.0,5.0,21666798068,50326287,0.23%,0,62290552913,139,139,0,3428120,219813,6.412,104699182173,1899672,0.00%,182059,9087,4.99%,3970264,104673553186,3008,0.00%,134845,50543,37.48%,0,0,495358758780,4953587587.8,282354492504.6,9907175175.6,203097091099.8
7,2019-11-14,nbody_50000000_v2_original,g++-7,nbody_2_original.c 50000000,1.0,0.49,0.57,0.01,0.02,0.41,5.86,2.04,0.0,0.0,1.98,33.043802231,123727843033,3.745,252556364441,2.04,33041.11,1.0,123751131937,3.745,5,62483296298,790936278,33041.15,1.0,13.0,21666007240,50188021,0.23%,0,62254538215,143,143,0,1367397,200076,14.632,104615119232,1334436,0.00%,84130,9681,11.51%,2658281,104615257362,178,0.00%,23998,29526,123.04%,0,0,494911372132,4949113721.32,282099482115.24,9898227442.64,202913662574.12
8,2019-11-14,nbody_50000000_v2_original,g++-7,nbody_2_original.c 50000000,1.0,0.49,0.57,0.01,0.02,0.4,5.9,2.06,0.0,0.0,1.87,34.65414675,122826746647,3.545,252544351247,2.06,34649.84,1.0,122849221396,3.545,3,65558900096,829889700,34649.9,1.0,15.0,21666909540,50284628,0.23%,0,62268802942,141,141,0,3793327,254034,6.697,104676545569,1796523,0.00%,227638,11100,4.88%,4205064,104642835668,2295,0.00%,25036,56874,227.17%,0,0,491306986588,4913069865.88,280044982355.16,9826139731.76,196522794635.2
9,2019-11-14,nbody_50000000_v2_original,g++-7,nbody_2_original.c 50000000,1.0,0.49,0.57,0.02,0.02,0.4,5.9,2.05,0.0,0.0,1.84,35.368222598,123200776305,3.484,252986505186,2.05,35365.83,1.0,123193366609,3.483,8,66976153305,847846865,35365.85,1.0,19.0,21680582224,50263025,0.23%,0,62280677900,143,143,0,3150992,209184,6.639,104640660786,1853406,0.00%,201222,12331,6.13%,4264783,104663699674,1434,0.00%,20818,53922,259.02%,0,0,492803105220,9856062104.4,280897769975.39996,9856062104.4,197121242088.0
10,2019-11-14,nbody_50000000_v2_original,g++-7,nbody_2_original.c 50000000,1.0,0.49,0.57,0.01,0.02,0.41,5.85,2.04,0.0,0.0,1.84,35.519324819,123877287515,3.488,252532874196,2.04,35515.21,1.0,123876928382,3.488,0,67261664495,851461486,35515.27,1.0,15.0,21662569581,50275381,0.23%,0,62277820171,142,142,0,3293021,283872,8.62,104698006497,1942167,0.00%,182361,12233,6.71%,4278158,104667463761,302,0.00%,4082,62786,1538.12%,0,0,495509150060,4955091500.6,282440215534.19995,9910183001.2,203158751524.59998
1,2021-05-14,nbody_50000000_v2_original,g++-8,nbody_2_original.c 50000000,1.0,0.5,0.55,0.0,0.02,0.43,5.86,1.98,0.0,0.0,2.16,29.947712457,122049970118,4.076,241651511763,1.98,29945.23,1.0,122025290214,4.075,4,56576976195,716264249,29945.25,1.0,11.0,21653836105,50164799,0.23%,0,62211150828,140,140,0,1043483,150870,14.458,104623380980,1031438,0.00%,68444,8411,12.29%,2743789,104629058943,326,0.00%,24425,36999,151.48%,0,0,488199880472,0.0,268509934259.60004,9763997609.44,209925948602.96
2,2021-05-14,nbody_50000000_v2_original,g++-8,nbody_2_original.c 50000000,1.0,0.51,0.55,0.01,0.02,0.43,5.84,1.97,0.0,0.0,2.16,30.0096872,122418055143,4.08,241641230258,1.97,30007.29,1.0,122419640160,4.08,3,56758413000,718479128,30007.34,1.0,7.0,21661701312,50227612,0.23%,0,62250931907,143,143,0,2757504,157503,5.712,104649178846,1545040,0.00%,200921,7014,3.49%,4066718,104713000425,666,0.00%,18104,57244,316.20%,0,0,489672220572,4896722205.72,269319721314.60004,9793444411.44,210559054845.96
3,2021-05-14,nbody_50000000_v2_original,g++-8,nbody_2_original.c 50000000,1.0,0.51,0.55,0.01,0.02,0.43,5.86,1.98,0.0,0.0,2.16,29.974602411,122298251469,4.08,241618025824,1.98,29972.3,1.0,122293133595,4.08,5,56693648645,717671792,29972.32,1.0,5.0,21666063383,50226708,0.23%,0,62249090170,141,141,0,2427762,162132,6.678,104566463067,1575776,0.00%,184627,21676,11.74%,3842102,104554905941,404,0.00%,21774,46463,213.39%,0,0,489193005876,4891930058.76,269056153231.80002,9783860117.52,210352992526.68
4,2021-05-14,nbody_50000000_v2_original,g++-8,nbody_2_original.c 50000000,1.0,0.51,0.55,0.0,0.02,0.43,5.86,1.98,0.0,0.0,2.16,29.935862974,122033584766,4.077,241618280239,1.98,29933.57,1.0,122046876710,4.077,2,56584242706,716305089,29933.61,1.0,5.0,21660388746,50212968,0.23%,0,62235413342,141,141,0,1226214,142792,11.645,104635945492,1194005,0.00%,79884,6606,8.27%,2622440,104627093347,225,0.00%,19004,36681,193.02%,0,0,488134339064,0.0,268473886485.2,9762686781.28,209897765797.52
5,2021-05-14,nbody_50000000_v2_original,g++-8,nbody_2_original.c 50000000,1.0,0.51,0.55,0.01,0.02,0.43,5.86,1.97,0.0,0.0,2.16,30.017406807,122436852759,4.079,241628066885,1.97,30014.93,1.0,122454132025,4.08,4,56778140530,718757965,30014.99,1.0,5.0,21662317294,50203793,0.23%,0,62192912877,145,145,0,2900787,157086,5.415,104575391833,1434632,0.00%,218784,11271,5.15%,3942694,104546478951,263,0.00%,25149,47761,189.91%,0,0,489747411036,4897474110.36,269361076069.80002,9794948220.72,210591386745.48
6,2021-05-14,nbody_50000000_v2_original,g++-8,nbody_2_original.c 50000000,1.0,0.51,0.55,0.01,0.02,0.43,5.84,1.96,0.01,0.0,2.02,32.144104031,122842814662,3.822,241576078317,1.97,32141.55,1.0,122850763506,3.822,2,60828515728,769977992,32141.58,1.0,9.0,21653780306,50240212,0.23%,0,62265804394,141,141,0,2517755,154075,6.12,104700631994,1586377,0.00%,167831,7043,4.20%,3987899,104667598751,248,0.00%,21105,48006,227.46%,0,0,491371258648,4913712586.4800005,270254192256.40002,9827425172.960001,211289641218.63998
7,2021-05-14,nbody_50000000_v2_original,g++-8,nbody_2_original.c 50000000,1.0,0.5,0.55,0.0,0.02,0.43,5.86,1.98,0.0,0.0,1.93,33.428263678,122017426276,3.65,241660604077,1.98,33425.47,1.0,121990634984,3.65,6,63275217636,801003490,33425.5,1.0,19.0,21651776367,50164516,0.23%,0,62214742828,144,144,0,1572102,322542,20.517,104612162526,1169824,0.00%,77045,10337,13.42%,3093134,104586168875,318,0.00%,5560,44184,794.68%,0,0,488069705104,0.0,268438337807.2,9761394102.08,209869973194.72
8,2021-05-14,nbody_50000000_v2_original,g++-8,nbody_2_original.c 50000000,1.0,0.51,0.54,0.01,0.02,0.43,5.8,1.95,0.0,0.0,1.88,34.803013747,123979215808,3.563,241773701364,1.95,34799.9,1.0,123964694577,3.562,4,65904581318,834277040,34799.93,1.0,20.0,21676949961,50280976,0.23%,0,62315907105,144,144,0,3003500,277302,9.233,104722736583,1864380,0.00%,213937,9283,4.34%,4519259,104465687433,365,0.00%,11256,53294,473.47%,0,0,495916863232,4959168632.32,267795106145.28003,9918337264.64,213244251189.76
9,2021-05-14,nbody_50000000_v2_original,g++-8,nbody_2_original.c 50000000,1.0,0.51,0.55,0.0,0.02,0.43,5.81,1.96,0.0,0.0,1.88,34.694149346,123481922399,3.559,241770595275,1.96,34691.29,1.0,123483445385,3.559,4,65699062547,831679508,34691.33,1.0,20.0,21641621238,50198630,0.23%,0,62207079874,143,143,0,3297209,195203,5.92,104666990455,1797997,0.00%,237254,25385,10.70%,4868825,104636788610,279,0.00%,9124,65665,719.70%,0,0,493927689596,0.0,271660229277.80002,9878553791.92,212388906526.28
10,2021-05-14,nbody_50000000_v2_original,g++-8,nbody_2_original.c 50000000,1.0,0.51,0.55,0.0,0.02,0.43,5.86,1.98,0.0,0.0,1.88,34.293540327,122089316756,3.56,241696502780,1.98,34291.08,1.0,122081228802,3.56,2,64942719273,822102169,34291.1,1.0,20.0,21659200686,50181331,0.23%,0,62201188247,144,144,0,1693238,156330,9.233,104559532346,1373542,0.00%,75233,7183,9.55%,3246333,104618951003,132,0.00%,5288,38160,721.63%,0,0,488357267024,0.0,268596496863.2,9767145340.48,209993624820.32
1,2022-05-27,nbody_50000000_v2_original,g++-9,nbody_2_original.c 50000000,1.0,0.47,0.58,0.01,0.02,0.38,5.89,2.11,0.0,0.0,2.16,30.378028541,123711966190,4.073,261361348104,2.11,30375.4,1.0,123726988311,4.073,3,57369292550,726301238,30375.44,1.0,9.0,21656631251,50229528,0.23%,0,62214477391,141,141,0,1115764,155801,13.964,104631403693,1295827,0.00%,83540,8493,10.17%,2652632,104605182236,193,0.00%,30114,32024,106.34%,0,0,494847864760,4948478647.6,287011761560.8,9896957295.2,188042188608.8
2,2022-05-27,nbody_50000000_v2_original,g++-9,nbody_2_original.c 50000000,1.0,0.47,0.59,0.01,0.02,0.37,5.95,2.14,0.0,0.0,2.16,29.940879831,121969039511,4.074,261384248924,2.14,29938.72,1.0,121973439605,4.074,10,56547563798,715821282,29938.74,1.0,5.0,21663897001,50253472,0.23%,0,62230397029,143,143,0,1105531,111057,10.046,104643475709,1084363,0.00%,74052,7368,9.95%,2616978,104594447753,667,0.00%,38791,34568,89.11%,0,0,487876158044,4878761580.440001,287846933245.95996,9757523160.880001,180514178476.28
3,2022-05-27,nbody_50000000_v2_original,g++-9,nbody_2_original.c 50000000,0.98,0.47,0.59,0.01,0.02,0.37,5.94,2.14,0.0,0.0,2.08,31.503033105,122254799440,3.881,261590377577,2.14,31499.11,1.0,122270567501,3.882,16,58666370237,742744927,31499.16,1.0,3.0,21667908736,50629531,0.23%,0,62226706114,141,141,0,3791805,241013,6.356,104601356361,1945033,0.00%,270220,10952,4.05%,4364321,104667915883,2046,0.00%,215625,52866,24.52%,0,0,489019197760,4890191977.6,288521326678.39996,9780383955.2,180937103171.2
4,2022-05-27,nbody_50000000_v2_original,g++-9,nbody_2_original.c 50000000,1.0,0.47,0.59,0.01,0.02,0.37,5.95,2.14,0.0,0.0,2.16,29.953346345,122007348879,4.074,261448000433,2.14,29950.84,1.0,122007290665,4.074,9,56565097329,716089878,29950.86,1.0,3.0,21658645292,50252509,0.23%,0,62216007922,146,146,0,1661848,145702,8.767,104652010322,1185657,0.00%,75930,4854,6.39%,2606878,104638710828,256,0.00%,36252,33767,93.15%,0,0,488029395516,4880293955.16,287937343354.44,9760587910.32,180570876340.91998
5,2022-05-27,nbody_50000000_v2_original,g++-9,nbody_2_original.c 50000000,1.0,0.48,0.58,0.02,0.02,0.38,5.84,2.09,0.0,0.0,1.86,35.506836507,124499438025,3.507,261663673531,2.1,35503.03,1.0,124507490142,3.507,12,67022176248,848421255,35503.09,1.0,2.0,21668698797,50603159,0.23%,0,62151840203,142,142,0,6413320,2526993,39.402,104696158648,2240453,0.00%,526839,263155,49.95%,5022817,104651439812,12244,0.00%,76354,47547,62.27%,0,0,497997752100,9959955042.0,288838696218.0,9959955042.0,189239145798.0
6,2022-05-27,nbody_50000000_v2_original,g++-9,nbody_2_original.c 50000000,1.0,0.47,0.59,0.01,0.02,0.37,5.95,2.14,0.0,0.0,1.98,32.608686859,122008355631,3.742,261370069144,2.14,32605.86,1.0,121994622128,3.741,4,61661019907,780618343,32605.92,1.0,17.0,21650053657,50259942,0.23%,0,62228891084,145,145,0,1703209,127979,7.514,104615829918,1310253,0.00%,107433,4099,3.82%,2995125,104653825495,1170,0.00%,24479,36056,147.29%,0,0,488033422524,4880334225.24,287939719289.16,9760668450.48,180572366333.88
7,2022-05-27,nbody_50000000_v2_original,g++-9,nbody_2_original.c 50000000,1.0,0.47,0.59,0.01,0.02,0.37,5.95,2.14,0.0,0.0,1.84,35.005749971,121988436087,3.485,261395810422,2.14,35002.7,1.0,121985590802,3.485,1,66289919463,839159958,35002.74,1.0,20.0,21657843217,50198224,0.23%,0,62224313586,144,144,0,1317403,174708,13.262,104639900704,1411820,0.00%,97933,6454,6.59%,2950998,104624466509,139,0.00%,2451,38403,1566.83%,0,0,487953744348,4879537443.4800005,287892709165.32,9759074886.960001,180542885408.76
8,2022-05-27,nbody_50000000_v2_original,g++-9,nbody_2_original.c 50000000,1.0,0.47,0.59,0.01,0.02,0.37,5.94,2.14,0.0,0.0,1.84,35.037816445,122392742683,3.493,261445043807,2.14,35035.22,1.0,122395318199,3.493,4,66350113133,839921529,35035.25,1.0,19.0,21666984540,50248021,0.23%,0,62267138785,142,142,0,2878236,125380,4.356,104595272981,1798896,0.00%,191810,7920,4.13%,4309422,104641501914,1739,0.00%,11919,54256,455.21%,0,0,489570970732,4895709707.32,288846872731.88,9791419414.64,181141259170.84
9,2022-05-27,nbody_50000000_v2_original,g++-9,nbody_2_original.c 50000000,1.0,0.47,0.59,0.01,0.02,0.37,5.94,2.14,0.0,0.0,1.84,34.9477779,122038418284,3.492,261375938528,2.14,34944.96,1.0,122037423816,3.492,3,66179647772,837763170,34944.99,1.0,20.0,21658415971,50257135,0.23%,0,62226111528,142,142,0,1474783,181775,12.326,104645264212,1494786,0.00%,99769,12253,12.28%,3015235,104558408901,4333,0.00%,4360,34994,802.61%,0,0,488153673136,4881536731.36,288010667150.24,9763073462.72,180616859060.32
10,2022-05-27,nbody_50000000_v2_original,g++-9,nbody_2_original.c 50000000,1.0,0.47,0.59,0.01,0.02,0.37,5.94,2.14,0.0,0.0,1.85,34.847689512,121996686947,3.501,261433879770,2.14,34844.65,1.0,121991270255,3.501,0,65991277002,835383009,34844.69,1.0,21.0,21656088570,50238912,0.23%,0,62206942938,144,144,0,1228861,110874,9.023,104626124426,1426622,0.00%,67058,4844,7.22%,2984683,104601392303,348,0.00%,2441,37141,1521.55%,0,0,487986747788,4879867477.88,287912181194.92,9759734955.76,180555096681.56
1,2023-07-07,nbody_50000000_v2_original,g++-10,nbody_2_original.c 50000000,1.0,0.47,0.59,0.01,0.02,0.38,5.9,2.13,0.0,0.0,2.16,29.944449419,122109645087,4.078,259614201653,2.13,29942.13,1.0,122112408700,4.078,3,56620121668,716730454,29942.15,1.0,11.0,21639486161,50196231,0.23%,0,62194910392,139,139,0,2257445,184913,8.191,104543934788,1470806,0.00%,174263,8721,5.00%,3352548,104804213230,232,0.00%,22862,34099,149.15%,0,0,488438580348,4884385803.4800005,288178762405.32,9768771606.960001,185606660532.24
2,2023-07-07,nbody_50000000_v2_original,g++-10,nbody_2_original.c 50000000,0.99,0.47,0.59,0.01,0.02,0.38,5.94,2.15,0.0,0.0,2.14,30.203348938,120863312373,4.002,259971863014,2.15,30199.12,1.0,120848394183,4.002,13,56499945855,715325588,30199.21,1.0,2.0,21645571717,50369063,0.23%,0,62246524737,138,138,0,3641025,354583,9.739,104657079020,1762558,0.00%,243894,26411,10.83%,4166524,104606819747,2571,0.00%,145642,53126,36.48%,0,0,483453249492,4834532494.92,285237417200.27997,9669064989.84,183712234806.96
3,2023-07-07,nbody_50000000_v2_original,g++-10,nbody_2_original.c 50000000,1.0,0.47,0.59,0.01,0.02,0.38,5.9,2.13,0.0,0.0,2.16,29.952922639,121933903977,4.072,259943551325,2.13,29947.42,1.0,121954185578,4.072,7,56554234420,715894746,29947.45,1.0,4.0,21663586490,50514845,0.23%,0,62196443119,139,139,0,2590450,545960,21.076,104631701766,1406838,0.00%,207212,64759,31.25%,3154267,104598014442,520,0.00%,91394,66382,72.63%,0,0,487735615908,4877356159.08,287764013385.72,9754712318.16,185339534045.04
4,2023-07-07,nbody_50000000_v2_original,g++-10,nbody_2_original.c 50000000,1.0,0.47,0.59,0.01,0.02,0.38,5.91,2.13,0.0,0.0,2.16,29.867751524,121798992759,4.078,260323099317,2.14,29865.49,1.0,121795825631,4.078,5,56472584371,714878974,29865.53,1.0,3.0,21702095754,50280300,0.23%,0,62282741166,139,139,0,2416632,180448,7.467,104572476256,1424287,0.00%,163839,9837,6.00%,3527142,104467111512,2755,0.00%,25622,43178,168.52%,0,0,487195971036,4871959710.36,287445622911.24,9743919420.72,185134468993.68
5,2023-07-07,nbody_50000000_v2_original,g++-10,nbody_2_original.c 50000000,0.99,0.46,0.6,0.01,0.02,0.38,5.94,2.15,0.0,0.0,2.07,30.951499037,120636693126,3.898,259861225960,2.15,30948.7,1.0,120649559983,3.898,7,58347886226,738705021,30948.74,1.0,14.0,21660496602,50212499,0.23%,0,62236687026,143,143,0,1595643,332680,20.849,104691303366,1402947,0.00%,90779,8374,9.22%,2897973,104634720960,792,0.00%,66555,34222,51.42%,0,0,482546772504,4825467725.04,289528063502.39996,9650935450.08,183367773551.52
6,2023-07-07,nbody_50000000_v2_original,g++-10,nbody_2_original.c 50000000,1.0,0.47,0.59,0.01,0.02,0.38,5.94,2.15,0.0,0.0,2.01,31.885855675,121258824798,3.803,259806765294,2.14,31883.38,1.0,121234802674,3.802,2,60338525031,763751586,31883.41,1.0,9.0,21646597186,50205489,0.23%,0,62154268576,143,143,0,2334818,143372,6.141,104408323193,1449798,0.00%,157906,6924,4.38%,3403980,104725347414,783,0.00%,21625,44068,203.78%,0,0,485035299192,4850352991.92,286170826523.27997,9700705983.84,184313413692.96
