test,release_date,path,version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC_perf,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed_sec,cycles,freq_cycles_GHz,instructions,insn_per_cycle,cpu_clock_msec,no_cpus,cpu_cycles,freq_cpu_cycles_GHz,cpu_migrations,ref_cycles,bus_cycles,task_clock_msec,no_cpus_task_clock,cpu_thermal_margin_C,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete,TotalSlots,FetchBubbles,SlotsRetired,SlotsIssued+RecoveryBubbles,SlotsBackend
10,2018-01-16,binaryTrees_21_v7_original,9.0.4,binarytrees.java 21,0.99,0.68,0.38,0.09,0.01,0.53,3.92,1.43,0.1,8.85,1.1,3.432634862,37982419859,1.928,54277863820,1.41,19694.71,5.737,38231441961,1.941,302,34681933360,441452830,19696.19,5.738,1561.0,8750924510,23455162,0.27%,4,11512305059,611942,611880,8,897148963,574590324,64.046,14477638258,485728152,3.36%,27739813,10885854,39.24%,36553481,14675333764,10525421,0.07%,860347,433944,50.44%,0,179,151929679436,13673671149.24,57733278185.68,1519296794.3600001,80522730101.08
1,2018-07-17,binaryTrees_21_v7_original,10.0.2,binarytrees.java 21,0.99,0.92,0.28,0.08,0.01,0.63,3.78,1.05,0.07,9.69,1.74,2.969936957,51182847742,3.043,55819295227,1.09,16818.75,5.663,51277208624,3.049,279,29630054756,374219086,16820.4,5.664,1684.0,8817566240,22592775,0.26%,0,11127788798,535668,535522,8,828973566,562443186,67.848,15723905090,460950183,2.93%,33027692,16749722,50.71%,39038522,16658242254,11420772,0.07%,807321,1027281,127.25%,0,0,204731390968,16378511277.44,57324789471.04001,2047313909.68,128980776309.84
2,2018-07-17,binaryTrees_21_v7_original,10.0.2,binarytrees.java 21,0.99,0.96,0.27,0.07,0.01,0.65,3.79,1.07,0.08,10.27,1.76,2.972744389,53547627418,3.141,57847375237,1.08,17048.08,5.735,53657305143,3.147,293,30618772876,379457397,17049.43,5.735,1472.0,9070812423,29217757,0.32%,8,11707837943,547443,547282,8,815095851,569228727,69.836,15870867661,451263192,2.84%,29546670,14453222,48.92%,24704358,15837634423,11427322,0.07%,850136,495760,58.32%,0,4,214190509672,14993335677.04,57831437611.44,2141905096.72,139223831286.80002
3,2018-07-17,binaryTrees_21_v7_original,10.0.2,binarytrees.java 21,0.99,0.92,0.29,0.08,0.01,0.64,3.89,1.11,0.08,10.49,1.73,2.947080527,51695135060,3.093,56607915436,1.11,16714.31,5.671,51727078750,3.095,255,29837320562,378982214,16715.42,5.672,1315.0,8857797325,20516291,0.23%,4,11753422015,548826,548683,8,821153743,592666867,72.175,16302279393,472380450,2.90%,30510308,16441897,53.89%,26288636,15929655600,11345262,0.07%,447818,252844,56.46%,0,0,206780540240,16542443219.2,59966356669.6,2067805402.4,132339545753.6
4,2018-07-17,binaryTrees_21_v7_original,10.0.2,binarytrees.java 21,0.99,0.9,0.29,0.07,0.01,0.64,3.88,1.08,0.06,9.49,1.68,2.983396053,50210469187,2.97,55440904964,1.1,16907.05,5.667,50758967827,3.002,305,30231728848,378118600,16908.56,5.668,1269.0,8815296570,21924780,0.25%,0,11355612287,542040,541906,8,870795183,581157273,66.739,15826052888,484277175,3.06%,33284629,16214912,48.72%,48220780,15598014170,10206372,0.07%,625459,789533,126.23%,0,21,200841876748,14058931372.36,58244144256.92,2008418767.48,128538801118.72
5,2018-07-17,binaryTrees_21_v7_original,10.0.2,binarytrees.java 21,0.99,0.92,0.28,0.06,0.01,0.63,3.9,1.12,0.07,10.18,1.73,2.928877807,50492048971,3.026,56457404818,1.12,16686.37,5.697,51001685252,3.056,288,29500513602,372870935,16687.55,5.698,1208.0,8960735073,23875809,0.27%,0,11636423211,551424,551273,12,814656183,587930432,72.169,15993399198,474657293,2.97%,33117780,16369540,49.43%,29239875,15741002929,11872557,0.08%,202889,291699,143.77%,0,1,201968195884,12118091753.039999,56551094847.520004,2019681958.8400002,127239963406.92
6,2018-07-17,binaryTrees_21_v7_original,10.0.2,binarytrees.java 21,0.99,0.69,0.37,0.09,0.01,0.54,3.84,1.4,0.08,8.95,1.1,3.404828671,38620603845,1.968,54884131131,1.44,19626.67,5.764,39120712099,1.993,331,35472298097,445799561,19628.29,5.765,1500.0,8735039077,25040797,0.29%,0,11356334480,586442,586321,8,943096981,596754136,63.276,16098425619,495359469,3.08%,31506428,13357671,42.40%,45537835,15690497636,11202657,0.07%,1072095,945410,88.18%,0,20,154482415380,13903417384.199999,57158493690.6,1544824153.8,83420504305.20001
7,2018-07-17,binaryTrees_21_v7_original,10.0.2,binarytrees.java 21,0.99,0.69,0.38,0.1,0.01,0.52,3.92,1.45,0.11,8.39,1.08,3.584999561,38920705963,1.916,55992242452,1.44,20314.24,5.666,39268873139,1.933,354,36458967603,460958656,20315.7,5.667,1502.0,8973046584,22064305,0.25%,0,11593612223,642781,642621,8,893577628,575535786,64.408,15710987404,475080470,3.02%,26259570,10350483,39.42%,31868277,15912779090,11544997,0.07%,895877,724066,80.82%,0,0,155682823852,15568282385.2,59159473063.76,1556828238.52,80955068403.04001
8,2018-07-17,binaryTrees_21_v7_original,10.0.2,binarytrees.java 21,0.99,0.69,0.38,0.1,0.01,0.52,3.79,1.41,0.09,8.83,1.09,3.447804365,38321983882,1.924,54364394294,1.42,19921.18,5.778,38422606537,1.929,366,35512488166,449001485,19922.61,5.778,1522.0,8569127611,21095516,0.25%,0,11494466701,555488,555328,8,888725126,582992241,65.599,16090422362,480149132,2.98%,24711295,9824054,39.76%,27559750,16391463775,11650361,0.07%,1049791,707802,67.42%,0,0,153287935528,15328793552.800001,58249415500.64,1532879355.28,79709726474.56
9,2018-07-17,binaryTrees_21_v7_original,10.0.2,binarytrees.java 21,0.99,0.68,0.39,0.08,0.01,0.52,3.99,1.46,0.09,8.32,1.08,3.511965378,37560775154,1.892,54601241944,1.43,19851.87,5.653,37788135890,1.903,337,35086570113,446388407,19853.44,5.653,1512.0,8660521209,26308854,0.30%,0,11581274078,630536,630361,12,899320888,602838292,67.033,16387866965,491065012,3.00%,27439031,13190318,48.07%,25076256,16278225982,11661486,0.07%,647868,774744,119.58%,0,2,150243100616,12019448049.28,58594809240.240005,1502431006.16,78126412320.32
10,2018-07-17,binaryTrees_21_v7_original,10.0.2,binarytrees.java 21,0.99,0.68,0.38,0.08,0.01,0.54,3.92,1.44,0.09,8.83,1.1,3.475111296,38240020988,1.932,55553027825,1.44,19790.44,5.695,38511190827,1.946,366,34829667418,443107430,19792.03,5.695,1504.0,8620098431,19927241,0.23%,0,11401139538,638054,637887,8,874777073,572574852,65.454,15936062429,482681091,3.03%,27949726,12156693,43.49%,29503753,15783583734,12426129,0.08%,870783,705274,80.99%,0,29,152960083952,12236806716.16,58124831901.76,1529600839.52,82598445334.08
1,2023-08-22,binaryTrees_21_v7_original,11.0.20.1,binarytrees.java 21,0.99,1.09,0.24,0.05,0.01,0.67,3.96,0.95,0.11,11.25,1.64,2.803882969,45863235766,2.934,44565240406,1.0,15628.53,5.574,46017754162,2.944,292,28151738924,350376794,15629.84,5.574,1373.0,6418440960,14422407,0.22%,0,8946969841,597153,596951,8,776458871,571460725,73.598,11093267384,463315723,4.18%,32151037,15919424,49.51%,25971319,11025976482,10175092,0.09%,607902,862951,141.96%,0,0,183452943064,9172647153.2,44028706335.36,1834529430.64,122913471852.88
2,2023-08-22,binaryTrees_21_v7_original,11.0.20.1,binarytrees.java 21,0.99,1.06,0.25,0.05,0.01,0.7,3.99,0.97,0.09,10.27,1.59,2.839127999,45094813667,2.806,44827686678,0.99,16068.06,5.66,45722418216,2.845,282,28710157989,360206013,16069.36,5.66,1241.0,6847962510,19181299,0.28%,0,9518751059,603939,603767,8,825122938,573518684,69.507,11849879822,459488260,3.88%,30908707,16112773,52.13%,32142551,12093096727,11510109,0.10%,586703,492905,84.01%,0,0,180379254668,9018962733.4,45094813667.0,1803792546.68,126265478267.59999
3,2023-08-22,binaryTrees_21_v7_original,11.0.20.1,binarytrees.java 21,0.99,1.08,0.24,0.04,0.01,0.71,4.05,0.93,0.09,10.75,1.61,2.818837305,45420902183,2.843,44279546095,0.98,15978.29,5.668,45696370605,2.86,222,28170585452,358355280,15979.57,5.669,1136.0,6777253186,18984092,0.28%,0,9397786530,596935,596770,8,817210662,563098540,68.905,11755504233,463534589,3.94%,30106941,13860215,46.04%,23233837,11939247408,9129912,0.08%,807087,624109,77.33%,0,2,181683608732,7267344349.28,43604066095.68,1816836087.32,128995362199.71999
4,2023-08-22,binaryTrees_21_v7_original,11.0.20.1,binarytrees.java 21,0.99,1.08,0.24,0.05,0.01,0.69,3.98,0.98,0.1,10.37,1.6,2.867792264,45990477836,2.84,45589961651,1.0,16192.02,5.646,46705914427,2.884,252,28872711461,362697240,16193.38,5.647,1047.0,6755675303,20083303,0.30%,0,9679053692,631950,631803,8,821158051,596138572,72.597,12256787150,470622180,3.84%,29357790,13487536,45.94%,23061159,12188431516,10443464,0.09%,664201,653571,98.40%,0,0,183961911344,9198095567.2,44150858722.56,1839619113.44,126933718827.35999
5,2023-08-22,binaryTrees_21_v7_original,11.0.20.1,binarytrees.java 21,0.99,1.06,0.24,0.05,0.01,0.69,3.97,0.97,0.1,10.91,1.59,2.886735051,45483800973,2.815,46149670008,1.03,16158.8,5.598,46066264577,2.851,333,28715287861,365311210,16160.33,5.598,1028.0,6762885697,17182201,0.25%,0,9831900740,637573,637365,8,803613304,571892761,71.165,11958341639,445348408,3.72%,31132046,16733807,53.75%,27271098,12517084510,13023905,0.10%,1258099,1209740,96.16%,0,2,181935203892,9096760194.6,43664448934.08,1819352038.92,125535290685.48
6,2023-08-22,binaryTrees_21_v7_original,11.0.20.1,binarytrees.java 21,0.99,1.04,0.25,0.05,0.01,0.69,3.86,0.98,0.1,10.3,1.59,2.863462756,45474141234,2.848,43417563341,0.95,15967.47,5.576,45977342514,2.879,335,28472857901,361754956,15968.92,5.577,1014.0,6413195097,16350781,0.25%,0,9388569449,614219,614036,8,794560148,569670660,71.696,11762252013,468769465,3.99%,32287313,18076383,55.99%,24071194,12021127153,11378332,0.09%,705894,1082239,153.31%,0,0,181896564936,9094828246.800001,45474141234.0,1818965649.3600001,125508629805.84
7,2023-08-22,binaryTrees_21_v7_original,11.0.20.1,binarytrees.java 21,0.99,1.04,0.25,0.05,0.01,0.67,3.97,1.01,0.13,11.43,1.58,2.821476549,44717745408,2.836,45102266706,1.03,15765.57,5.588,44888070950,2.847,274,28288695769,355077661,15766.81,5.588,932.0,6447226214,15574620,0.24%,0,9018783753,592990,592845,9,736105883,572900654,77.829,10970012488,440090819,4.01%,29811400,16995349,57.01%,36239140,11282479939,11299260,0.10%,736417,729471,99.06%,0,0,178870981632,8943549081.6,44717745408.0,1788709816.32,119843557693.44
8,2023-08-22,binaryTrees_21_v7_original,11.0.20.1,binarytrees.java 21,0.99,0.88,0.3,0.06,0.01,0.62,4.04,1.15,0.1,9.64,1.27,3.063744024,38941490994,2.285,44572192256,1.17,17042.12,5.563,38975569110,2.287,347,30609624678,381942767,17043.69,5.563,1123.0,6730878846,21322268,0.32%,0,9284568330,620967,620761,8,782829859,570696951,72.902,11258220605,448272796,3.98%,28930141,12638649,43.69%,35092574,11412552997,12854666,0.11%,645229,639904,99.17%,0,20,155765963976,9345957838.56,46729789192.799995,1557659639.76,96574897665.12
9,2023-08-22,binaryTrees_21_v7_original,11.0.20.1,binarytrees.java 21,0.99,0.84,0.31,0.07,0.01,0.62,3.93,1.2,0.08,9.38,1.15,3.083384681,35786097917,2.058,43077922335,1.23,17392.1,5.641,35741654508,2.055,278,31248672367,392518840,17393.64,5.641,1126.0,6532173302,16311260,0.25%,0,9557597971,597627,597474,8,833987436,566430553,67.918,11462415345,462282094,4.03%,27708697,13602153,49.09%,24222716,11853302954,10476853,0.09%,298918,737704,246.79%,0,4,143144391668,10020107416.76,44374761417.08,1431443916.68,88749522834.16
10,2023-08-22,binaryTrees_21_v7_original,11.0.20.1,binarytrees.java 21,0.99,0.84,0.31,0.06,0.02,0.6,4.07,1.2,0.11,9.52,1.14,3.100940874,35720201826,2.03,43929985373,1.24,17592.2,5.673,35928183577,2.042,382,31883247343,402952073,17593.71,5.674,1141.0,6762977476,17686950,0.26%,0,9674001672,614940,614728,12,868469908,615174179,70.834,12078413048,488286407,4.04%,29233964,13065024,44.69%,17776036,11494717697,11201194,0.10%,561671,778965,138.69%,0,200,142880807304,8572848438.24,44293050264.24,2857616146.08,85728484382.4
1,2019-07-16,binaryTrees_21_v7_original,12.0.2,binarytrees.java 21,0.99,1.07,0.25,0.05,0.01,0.7,3.98,0.93,0.06,9.7,1.57,2.846221825,44528458798,2.782,42268271875,0.95,16005.79,5.624,45333903444,2.832,201,28737763225,363112791,16007.23,5.624,1374.0,6742445791,17441342,0.26%,0,9758012295,550041,549893,8,853120186,580436729,68.037,12464717972,478667654,3.84%,35577307,16464217,46.28%,40716831,11486777379,10627341,0.09%,193651,307507,158.79%,0,0,178113835192,8905691759.6,44528458798.0,1781138351.92,124679684634.4
2,2019-07-16,binaryTrees_21_v7_original,12.0.2,binarytrees.java 21,0.99,1.07,0.25,0.05,0.01,0.68,3.79,0.94,0.07,10.5,1.61,2.80476431,45277142235,2.858,44095485970,0.98,15841.96,5.648,45312335290,2.86,247,27976331609,353008118,15842.99,5.649,1224.0,6579294515,12597163,0.19%,0,9689153522,535603,535481,8,799694514,563943897,70.52,11570167870,458162883,3.96%,32350116,18734965,57.91%,31617286,11702307365,10037347,0.09%,570178,623431,109.34%,0,0,181108568940,9055428447.0,45277142235.0,1811085689.4,123153826879.20001
3,2019-07-16,binaryTrees_21_v7_original,12.0.2,binarytrees.java 21,0.99,1.06,0.24,0.05,0.01,0.68,3.94,0.94,0.08,10.38,1.63,2.801764746,46320635599,2.928,44594136366,0.98,15816.62,5.645,45968741369,2.906,251,28171866561,355690798,15817.76,5.646,1157.0,6708176533,12552522,0.19%,0,9532631839,617639,617459,8,769016138,561171173,72.973,11598275584,455707802,3.93%,31869778,17600541,55.23%,28800550,11615529368,10655003,0.09%,1171831,931755,79.51%,0,0,185282542396,9264127119.800001,44467810175.04,1852825423.96,125992128829.28001
4,2019-07-16,binaryTrees_21_v7_original,12.0.2,binarytrees.java 21,0.99,1.06,0.24,0.06,0.01,0.69,3.87,0.92,0.06,10.36,1.65,2.814532703,46546542082,2.911,43667659916,0.94,15988.48,5.681,46325771932,2.897,223,28318020947,355006189,15989.69,5.681,1051.0,6334049615,10568598,0.17%,0,9453540301,554395,554235,8,773913414,580587697,75.02,12190816311,472842326,3.88%,34255957,18390064,53.68%,36868219,12304769633,12178184,0.10%,964713,844343,87.52%,0,0,186186168328,11171170099.68,44684680398.72,1861861683.28,128468456146.31999
5,2019-07-16,binaryTrees_21_v7_original,12.0.2,binarytrees.java 21,0.99,1.06,0.25,0.05,0.01,0.68,3.93,0.96,0.07,10.16,1.61,2.817340064,45237609825,2.816,43284598726,0.96,16064.24,5.702,45428846514,2.828,307,28292680117,359906485,16065.32,5.702,1018.0,6713052628,13832795,0.21%,0,9340198996,595692,595469,8,771426398,565458183,73.3,11647425468,445270337,3.82%,29934198,16280569,54.39%,34604784,11971315203,11800671,0.10%,759036,833584,109.82%,0,4,180950439300,9047521965.0,45237609825.0,1809504393.0,123046298724.00002
