test,release_date,path,version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC_perf,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed_sec,cycles,freq_cycles_GHz,instructions,insn_per_cycle,cpu_clock_msec,no_cpus,cpu_cycles,freq_cpu_cycles_GHz,cpu_migrations,ref_cycles,bus_cycles,task_clock_msec,no_cpus_task_clock,cpu_thermal_margin_C,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete,TotalSlots_Giga,FetchBubbles_Giga,SlotsRetired_Giga,SlotsIssued+RecoveryBubbles_Giga,SlotsBackend_Giga
1,2013-04-12,binaryTrees_v2_21_original_O3flag,g++-4.6,binaryTrees_2.c 21,1.0,0.39,0.6,0.2,0.02,0.18,6.69,2.63,0.0,2.85,2.16,13.599823291,55338118940,4.07,143520378820,2.59,13598.23,1.0,55327301804,4.069,2,25653515882,324730455,13598.26,1.0,19.0,32699128184,50501438,0.15%,0,22010314618,65664,65664,0,798288342,308407783,38.634,40242068642,620992128,1.54%,113793119,51791141,45.51%,2606418,40130144568,4053164,0.01%,423968,374756,88.39%,0,0,16.28,3.2560000000000002,9.768,0.32560000000000006,2.9304
2,2013-04-12,binaryTrees_v2_21_original_O3flag,g++-4.6,binaryTrees_2.c 21,1.0,0.39,0.6,0.2,0.02,0.16,6.66,2.6,0.01,2.81,2.16,13.621300103,55526640875,4.077,144143106336,2.6,13620.03,1.0,55516932571,4.076,1,25728470322,325718140,13620.04,1.0,13.0,32731362261,47438813,0.14%,0,21905253283,65667,65667,0,858954675,297528734,34.638,40407585658,607580932,1.50%,118922961,45243935,38.04%,3093964,40342523779,3994994,0.01%,155675,141044,90.60%,0,0,16.308,3.2616,9.784799999999999,0.32616,2.60928
3,2013-04-12,binaryTrees_v2_21_original_O3flag,g++-4.6,binaryTrees_2.c 21,1.0,0.39,0.6,0.2,0.02,0.18,6.66,2.56,0.01,2.86,2.16,13.659356232,55683161843,4.077,142763567316,2.56,13657.98,1.0,55676058054,4.076,2,25810636139,326780900,13657.99,1.0,11.0,32809897288,52363753,0.16%,0,22093662104,65665,65665,0,805093704,309432338,38.434,40480324400,611718294,1.51%,106773581,44414444,41.60%,3184104,40273985516,4339580,0.01%,214223,168236,78.53%,0,0,16.308,3.2616,9.784799999999999,0.32616,2.93544
4,2013-04-12,binaryTrees_v2_21_original_O3flag,g++-4.6,binaryTrees_2.c 21,0.99,0.39,0.61,0.2,0.02,0.18,6.68,2.6,0.01,2.77,2.14,13.812567515,55428316422,4.013,143963349160,2.6,13811.01,1.0,55406581773,4.012,3,25869618928,327494760,13811.02,1.0,9.0,32400602980,48682421,0.15%,0,21838404308,65664,65664,0,817112798,283746268,34.725,40495460114,609994389,1.51%,110642987,44851509,40.54%,2998292,40295872375,4378627,0.01%,1767278,108156,6.12%,0,0,16.052,3.2104,9.79172,0.32104,2.88936
5,2013-04-12,binaryTrees_v2_21_original_O3flag,g++-4.6,binaryTrees_2.c 21,0.99,0.39,0.6,0.2,0.02,0.18,6.68,2.59,0.01,2.68,2.04,14.487979421,55480843027,3.83,144845068257,2.61,14485.04,1.0,55482077309,3.83,18,27201357554,344317015,14485.09,1.0,5.0,32722026163,50771147,0.16%,0,21909052834,65666,65666,0,787848123,293219076,37.218,40544109553,604540509,1.49%,111168025,46519746,41.85%,3607561,40051376650,4378946,0.01%,1553443,950199,61.17%,0,0,15.32,3.064,9.192,0.3064,2.7576
6,2013-04-12,binaryTrees_v2_21_original_O3flag,g++-4.6,binaryTrees_2.c 21,0.99,0.39,0.6,0.2,0.02,0.18,6.68,2.62,0.01,2.77,2.14,13.753836895,55403331064,4.029,144087866680,2.6,13752.28,1.0,55440485758,4.031,5,25878585937,327675200,13752.29,1.0,8.0,32655925802,46327501,0.14%,0,21947552420,65664,65664,0,855810950,300430876,35.105,40227894090,615238152,1.53%,117666466,45274193,38.48%,3189758,40215655152,4318096,0.01%,1115723,162252,14.54%,0,0,16.116,3.2232000000000003,9.669599999999999,0.32232,2.90088
7,2013-04-12,binaryTrees_v2_21_original_O3flag,g++-4.6,binaryTrees_2.c 21,0.99,0.39,0.6,0.2,0.02,0.18,6.67,2.59,0.0,2.8,2.13,13.862032885,55495852205,4.004,144114866135,2.6,13860.36,1.0,55497788278,4.004,9,26097997743,330372548,13860.37,1.0,9.0,32607029035,49097959,0.15%,0,21900238659,65664,65664,0,779587513,300822444,38.587,40461903226,610791982,1.51%,107277949,46025295,42.90%,2845652,40214368534,3542411,0.01%,123479,212941,172.45%,0,0,16.016,3.2032,9.609599999999999,0.32032,2.8828799999999997
8,2013-04-12,binaryTrees_v2_21_original_O3flag,g++-4.6,binaryTrees_2.c 21,0.99,0.39,0.6,0.2,0.02,0.18,6.67,2.6,0.01,2.72,2.12,14.010021376,55464305747,3.959,143662814221,2.59,14008.24,1.0,55460105612,3.959,12,26213899005,331906287,14008.24,1.0,8.0,32668541210,46923212,0.14%,0,22071653098,65663,65663,0,780432348,302355176,38.742,40241705197,619386515,1.54%,107761914,45738275,42.44%,2885747,40571333067,4268555,0.01%,1356643,59417,4.38%,0,0,15.836,3.1672000000000002,9.5016,0.31672,2.85048
9,2013-04-12,binaryTrees_v2_21_original_O3flag,g++-4.6,binaryTrees_2.c 21,0.99,0.38,0.61,0.2,0.02,0.17,6.68,2.62,0.01,2.73,2.09,14.028940143,55101337848,3.928,143667224658,2.61,14027.61,1.0,55074862692,3.926,4,26403429567,334268296,14027.63,1.0,15.0,32749430338,48452343,0.15%,0,22172525527,65664,65664,0,791185709,299550012,37.861,40412401659,610018194,1.51%,108975774,47543322,43.63%,2980195,40180208516,4168873,0.01%,244799,142871,58.36%,0,0,15.712,3.1424000000000003,9.58432,0.31424,2.67104
10,2013-04-12,binaryTrees_v2_21_original_O3flag,g++-4.6,binaryTrees_2.c 21,1.0,0.38,0.61,0.2,0.02,0.17,6.66,2.6,0.01,2.44,1.8,16.024114659,54482087190,3.4,143503904815,2.63,16022.54,1.0,54473481535,3.4,1,30333736944,383989913,16022.55,1.0,18.0,32573768337,49057299,0.15%,0,22049129355,65665,65665,0,817444249,292199633,35.746,40454618207,606662888,1.50%,107319901,39830140,37.11%,4053218,40477812475,4071200,0.01%,116001,206513,178.03%,0,0,13.6,2.72,8.296,0.272,2.3120000000000003
1,2014-06-12,binaryTrees_v2_21_original_O3flag,g++-4.7,binaryTrees_2.c 21,1.0,0.38,0.61,0.2,0.02,0.17,6.66,2.6,0.0,2.87,2.16,13.653304626,55557118751,4.07,144039321710,2.59,13651.93,1.0,55567765945,4.07,1,25762846812,326141593,13651.95,1.0,19.0,33021450863,44937604,0.14%,0,22311430615,65665,65665,0,804605409,295105606,36.677,40906719656,610068099,1.49%,102847314,43181712,41.99%,2795605,40721701929,4100062,0.01%,256255,137016,53.47%,0,0,16.28,3.2560000000000002,9.9308,0.32560000000000006,2.7676000000000003
2,2014-06-12,binaryTrees_v2_21_original_O3flag,g++-4.7,binaryTrees_2.c 21,1.0,0.39,0.61,0.21,0.02,0.17,6.64,2.61,0.01,2.85,2.16,13.663237125,55714810402,4.078,144579860315,2.59,13661.9,1.0,55717032652,4.078,1,25833279129,327012573,13661.92,1.0,14.0,33071500166,47860892,0.14%,0,22451754129,65664,65664,0,779859224,293132231,37.588,40661644689,613458142,1.51%,103691317,43408636,41.86%,3086009,40803421402,3943809,0.01%,481676,317943,66.01%,0,0,16.312,3.42552,9.95032,0.32624000000000003,2.7730400000000004
3,2014-06-12,binaryTrees_v2_21_original_O3flag,g++-4.7,binaryTrees_2.c 21,1.0,0.39,0.61,0.21,0.02,0.17,6.66,2.6,0.01,2.88,2.16,13.658328369,55688797005,4.078,144694088980,2.6,13656.83,1.0,55683956105,4.077,3,25811708699,326774158,13656.84,1.0,11.0,32947420848,46082336,0.14%,0,22448583597,65664,65664,0,783143436,294865537,37.652,40765096872,613441077,1.50%,107175572,44432326,41.46%,3349899,40838111106,3962690,0.01%,554760,359559,64.81%,0,0,16.312,3.42552,9.95032,0.32624000000000003,2.7730400000000004
4,2014-06-12,binaryTrees_v2_21_original_O3flag,g++-4.7,binaryTrees_2.c 21,0.99,0.38,0.61,0.21,0.02,0.17,6.63,2.58,0.0,2.82,2.16,13.760485166,55794217908,4.055,145298215768,2.6,13758.78,1.0,55757376764,4.052,5,25853999791,327222727,13758.8,1.0,9.0,32938712130,50863211,0.15%,0,22585596883,65665,65665,0,791896413,296083581,37.389,40759430359,623682593,1.53%,105440947,43705699,41.45%,3547781,40678205102,3884749,0.01%,811083,202973,25.02%,0,0,16.22,3.4061999999999997,9.8942,0.32439999999999997,2.7574
5,2014-06-12,binaryTrees_v2_21_original_O3flag,g++-4.7,binaryTrees_2.c 21,0.99,0.38,0.61,0.2,0.02,0.16,6.67,2.62,0.01,2.79,2.13,13.928656688,55540690405,3.988,145797974840,2.63,13927.15,1.0,55533774257,3.987,4,26095627348,330390124,13927.18,1.0,8.0,32822562547,45565322,0.14%,0,22235021592,65665,65665,0,775914477,285972671,36.856,40839867286,605091783,1.48%,101606321,43153083,42.47%,3049210,40765678888,3925880,0.01%,931337,367800,39.49%,0,0,15.952,3.1904000000000003,9.73072,0.31904,2.55232
6,2014-06-12,binaryTrees_v2_21_original_O3flag,g++-4.7,binaryTrees_2.c 21,0.99,0.39,0.61,0.2,0.02,0.18,6.65,2.6,0.01,2.67,2.04,14.559711955,55823317897,3.835,145610635307,2.61,14556.5,1.0,55793878465,3.833,7,27315166939,345835345,14556.55,1.0,5.0,33011784097,51605439,0.16%,0,22180562665,65665,65665,0,781182073,288244480,36.899,40766636029,595401121,1.46%,102239389,42145427,41.22%,3685751,40862057578,3976881,0.01%,1622394,494261,30.46%,0,0,15.34,3.068,9.3574,0.3068,2.7611999999999997
7,2014-06-12,binaryTrees_v2_21_original_O3flag,g++-4.7,binaryTrees_2.c 21,0.99,0.39,0.61,0.2,0.02,0.16,6.67,2.62,0.01,2.71,2.04,14.454638988,55398310545,3.834,144988129238,2.62,14450.23,1.0,55411395119,3.835,1,27122871589,343304405,14450.25,1.0,4.0,33119181491,46602282,0.14%,0,22534218314,65665,65665,0,773881543,287146756,37.105,40590271090,614561295,1.51%,108627215,48314215,44.48%,3748251,40646621109,3727835,0.01%,436466,365720,83.79%,0,0,15.336,3.0672,9.35496,0.30672,2.45376
8,2014-06-12,binaryTrees_v2_21_original_O3flag,g++-4.7,binaryTrees_2.c 21,0.99,0.39,0.6,0.2,0.02,0.17,6.66,2.6,0.01,2.68,2.04,14.599760107,55874561127,3.828,145431888544,2.6,14595.42,1.0,55869727789,3.828,3,27367572489,346493086,14595.48,1.0,5.0,33097133438,51117725,0.15%,0,22503583089,65664,65664,0,867951731,301292173,34.713,40843193604,611757771,1.50%,117603552,49271169,41.90%,3709212,40383441960,3962757,0.01%,1241581,559653,45.08%,0,0,15.312,3.0624000000000002,9.187199999999999,0.30624,2.60304
9,2014-06-12,binaryTrees_v2_21_original_O3flag,g++-4.7,binaryTrees_2.c 21,0.99,0.39,0.61,0.2,0.02,0.17,6.64,2.56,0.0,2.77,2.13,14.01701992,55758713913,3.978,145262555778,2.6,14015.39,1.0,55744724987,3.977,10,26225712394,331994401,14015.41,1.0,8.0,32963926246,51304287,0.16%,0,22472754667,65664,65664,0,768808879,304641879,39.625,40823351817,611314199,1.50%,101042421,45988689,45.51%,3059105,40706126505,3981761,0.01%,1557299,972701,62.46%,0,0,15.912,3.1824000000000003,9.70632,0.31824,2.7050400000000003
10,2014-06-12,binaryTrees_v2_21_original_O3flag,g++-4.7,binaryTrees_2.c 21,0.99,0.38,0.61,0.21,0.02,0.17,6.65,2.61,0.0,2.66,2.06,14.369856898,55305640313,3.849,145328801556,2.63,14367.95,1.0,55281543349,3.848,2,26894698538,340407665,14367.99,1.0,17.0,32997854807,47389424,0.14%,0,22333599051,65668,65668,0,758005879,298769408,39.415,40852899217,607981485,1.49%,98663865,43179784,43.76%,3165299,40569727680,3854469,0.01%,1394889,103269,7.40%,0,0,15.396,3.2331600000000003,9.39156,0.30792,2.6173200000000003
1,2015-06-23,binaryTrees_v2_21_original_O3flag,g++-4.8,binaryTrees_2.c 21,1.0,0.39,0.6,0.22,0.03,0.17,6.56,2.54,0.0,2.79,2.16,13.834046357,56330225914,4.072,143132513866,2.54,13831.87,1.0,56314731194,4.071,4,26111443354,330535617,13831.88,1.0,15.0,32944362930,73664185,0.22%,0,21799860101,65663,65663,0,808923226,306230148,37.857,39965603662,619701820,1.55%,112376113,46383006,41.27%,3342685,40243265812,3248463,0.01%,243284,513423,211.04%,0,0,16.288,3.58336,9.7728,0.48863999999999996,2.7689600000000003
2,2015-06-23,binaryTrees_v2_21_original_O3flag,g++-4.8,binaryTrees_2.c 21,0.99,0.39,0.59,0.21,0.02,0.18,6.57,2.55,0.01,2.71,2.15,14.010521441,56364253172,4.024,143820278664,2.55,14007.19,1.0,56365859016,4.024,6,26251426661,332348743,14007.21,1.0,10.0,32877410407,69125918,0.21%,0,21880090270,65665,65665,0,828005026,302680254,36.555,40177894783,616797985,1.54%,115060926,47308294,41.12%,3521938,40329343360,3317166,0.01%,473022,355897,75.24%,0,0,16.096,3.38016,9.49664,0.32192,2.89728
3,2015-06-23,binaryTrees_v2_21_original_O3flag,g++-4.8,binaryTrees_2.c 21,0.99,0.4,0.59,0.21,0.02,0.17,6.58,2.58,0.01,2.73,2.1,14.297945805,56174783942,3.93,142930209935,2.54,14293.86,1.0,56169146549,3.93,9,26733368781,338419034,14293.89,1.0,8.0,32726349751,66829532,0.20%,0,21631714795,65664,65664,0,758235544,279795637,36.901,40556173436,610873779,1.51%,104345244,44840037,42.97%,3849551,40101744145,3153352,0.01%,648818,232189,35.79%,0,0,15.72,3.3012,9.274799999999999,0.3144,2.6724
4,2015-06-23,binaryTrees_v2_21_original_O3flag,g++-4.8,binaryTrees_2.c 21,0.99,0.4,0.59,0.21,0.02,0.18,6.58,2.57,0.0,2.75,2.15,13.986195118,56436448536,4.036,144064255727,2.55,13984.62,1.0,56423717439,4.035,5,26251572165,332396699,13984.63,1.0,9.0,32763915377,66767811,0.20%,0,21674141819,65664,65664,0,804166009,294695380,36.646,40247282080,612409617,1.52%,108787876,45193399,41.54%,3118420,40127853306,3413801,0.01%,409081,172203,42.10%,0,0,16.144,3.3902399999999995,9.524959999999998,0.32288,2.9059199999999996
5,2015-06-23,binaryTrees_v2_21_original_O3flag,g++-4.8,binaryTrees_2.c 21,0.99,0.4,0.59,0.21,0.03,0.16,6.57,2.53,0.01,2.81,2.15,13.917085324,56375571697,4.051,142589872966,2.53,13915.79,1.0,56360938936,4.05,8,26188702717,331585913,13915.8,1.0,10.0,32759632351,73410064,0.22%,0,21791498938,65662,65662,0,769828740,293069035,38.069,40426660271,613801040,1.52%,104738263,44625951,42.61%,2790437,40282888909,3334452,0.01%,293786,814596,277.28%,0,0,16.204,3.40284,9.56036,0.48612,2.5926400000000003
6,2015-06-23,binaryTrees_v2_21_original_O3flag,g++-4.8,binaryTrees_2.c 21,0.99,0.39,0.59,0.21,0.03,0.17,6.56,2.51,0.01,2.7,2.05,14.650074242,56400640550,3.851,143341737266,2.54,14646.76,1.0,56392551644,3.85,12,27475874779,347786649,14646.79,1.0,6.0,33030471018,74293722,0.22%,0,21727424825,65665,65665,0,779702454,285148470,36.571,40325158761,608360632,1.51%,107653010,45946129,42.68%,3580351,40167740901,3333374,0.01%,637750,358906,56.28%,0,0,15.404,3.2348399999999997,9.08836,0.46212,2.6186800000000003
7,2015-06-23,binaryTrees_v2_21_original_O3flag,g++-4.8,binaryTrees_2.c 21,0.99,0.4,0.59,0.21,0.02,0.18,6.58,2.56,0.01,2.65,2.05,14.683274372,56372381178,3.84,143833227632,2.55,14680.16,1.0,56353951610,3.839,7,27538773590,348660742,14680.21,1.0,5.0,32635324887,66832939,0.20%,0,21613479345,65663,65663,0,789621131,278480515,35.268,40438666297,600495967,1.48%,107828153,44486032,41.26%,3751031,40382790223,3296052,0.01%,525811,729061,138.65%,0,0,15.36,3.2255999999999996,9.062399999999998,0.3072,2.7647999999999997
8,2015-06-23,binaryTrees_v2_21_original_O3flag,g++-4.8,binaryTrees_2.c 21,0.99,0.39,0.59,0.22,0.02,0.17,6.57,2.56,0.01,2.75,2.14,14.014782802,56349027821,4.021,143270173277,2.54,14012.99,1.0,56376482046,4.023,9,26360002776,333639202,14013.06,1.0,8.0,33025912861,69959251,0.21%,0,21653438507,65665,65665,0,788127862,293514127,37.242,39987947414,611272157,1.53%,108908701,45810259,42.06%,3526569,40286453741,3230943,0.01%,282300,226018,80.06%,0,0,16.084,3.53848,9.489559999999999,0.32168,2.73428
9,2015-06-23,binaryTrees_v2_21_original_O3flag,g++-4.8,binaryTrees_2.c 21,0.99,0.4,0.59,0.21,0.02,0.18,6.58,2.56,0.01,2.62,2.03,14.749965016,56269475037,3.816,143452885617,2.55,14745.93,1.0,56270002993,3.816,7,27676848072,350424252,14745.95,1.0,5.0,32789131514,71102001,0.22%,0,21701515217,65663,65663,0,756711123,293796533,38.825,40341882076,607583059,1.51%,104412706,43408134,41.57%,3817929,40352630961,3225973,0.01%,334630,1160932,346.93%,0,0,15.264,3.20544,9.005759999999999,0.30528,2.7475199999999997
10,2015-06-23,binaryTrees_v2_21_original_O3flag,g++-4.8,binaryTrees_2.c 21,0.99,0.39,0.59,0.21,0.02,0.19,6.55,2.54,0.01,2.68,2.03,14.77174404,56319932094,3.813,143465689424,2.55,14768.72,1.0,56319102758,3.813,4,27718152990,350927166,14768.75,1.0,4.0,32955847853,63871996,0.19%,0,21664871697,65664,65664,0,794858649,291502849,36.674,40321858636,607369299,1.51%,110016857,46420938,42.19%,3928894,40115808542,3334485,0.01%,552157,275068,49.82%,0,0,15.252,3.20292,8.99868,0.30504000000000003,2.8978800000000002
1,2015-06-26,binaryTrees_v2_21_original_O3flag,g++-4.9,binaryTrees_2.c 21,1.0,0.39,0.6,0.21,0.02,0.17,6.63,2.59,0.01,2.79,2.16,13.626086894,55537892228,4.076,143906443085,2.59,13624.82,1.0,55532797005,4.076,6,25743829956,325930712,13624.83,1.0,17.0,32924216105,60434419,0.18%,0,21850593606,65664,65664,0,786412826,296273038,37.674,40204509637,607601411,1.51%,106405373,43290682,40.68%,3260236,40290358519,3485223,0.01%,195430,356680,182.51%,0,0,16.304,3.4238399999999998,9.782399999999999,0.32608,2.77168
2,2015-06-26,binaryTrees_v2_21_original_O3flag,g++-4.9,binaryTrees_2.c 21,1.0,0.39,0.61,0.2,0.02,0.2,6.64,2.57,0.0,2.87,2.16,13.655468614,55644169718,4.075,143834661491,2.58,13653.94,1.0,55642727834,4.075,2,25793985779,326526547,13653.97,1.0,14.0,32785794679,62632359,0.19%,0,21993281874,65664,65664,0,811616851,285974558,35.235,40238437176,611447950,1.52%,109704683,42073485,38.35%,3133716,40103814848,3319836,0.01%,59633,881444,1478.11%,0,0,16.3,3.2600000000000002,9.943,0.326,3.2600000000000002
3,2015-06-26,binaryTrees_v2_21_original_O3flag,g++-4.9,binaryTrees_2.c 21,0.99,0.39,0.6,0.21,0.02,0.18,6.64,2.57,0.0,2.83,2.16,13.695140413,55615115742,4.061,143883060426,2.59,13693.63,1.0,55607637410,4.061,5,25793385932,326502241,13693.64,1.0,10.0,32469666193,67233701,0.21%,0,21854891046,65667,65667,0,824817125,291201578,35.305,39979764449,600813089,1.50%,105734448,41720133,39.46%,2927767,40320954424,3385115,0.01%,463475,547131,118.05%,0,0,16.244,3.41124,9.7464,0.32488,2.92392
4,2015-06-26,binaryTrees_v2_21_original_O3flag,g++-4.9,binaryTrees_2.c 21,0.99,0.39,0.6,0.2,0.02,0.17,6.65,2.57,0.01,2.69,2.06,14.371152347,55507308205,3.863,144521230102,2.6,14368.46,1.0,55482846012,3.861,9,26945813779,341124482,14368.48,1.0,5.0,32785747133,62168734,0.19%,0,21986730204,65664,65664,0,787591506,297187222,37.734,40256019966,603705976,1.50%,109573278,46323832,42.28%,4145542,40225115276,3503607,0.01%,417899,483641,115.73%,0,0,15.452,3.0904000000000003,9.2712,0.30904,2.62684
