version,appplication,time_elapsed,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
v8.17.0,binaryTrees_1_original.js 21,39417119.10,0.94,0.87,0.33,0.35,0.14,0.12,5.68,1.39,0.04,2.56,2.15,39417119.10,151824072.00,3.85,193122702.60,1.27,39.43,1.00,150602677.00,3.82,3.20,0.00,0.00,39.45,1.00,296.10,0.00,0.00,0.00,0.00,0.00,2400.60,2400.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
v9.11.2,binaryTrees_1_original.js 21,42273933.10,0.92,0.88,0.33,0.34,0.13,0.08,5.88,1.45,0.04,2.41,2.15,42273933.10,163162481.10,3.85,212670944.10,1.31,42.34,1.00,162454228.00,3.84,2.60,0.00,0.00,42.35,1.00,295.00,0.00,0.00,0.00,0.00,0.00,2492.50,2492.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
v10.24.1,binaryTrees_1_original.js 21,42371082.90,0.92,0.91,0.32,0.35,0.12,0.08,5.68,1.34,0.05,2.20,2.16,42371082.90,162901157.50,3.82,207403951.00,1.46,42.63,1.01,162106246.20,3.80,4.30,0.00,0.00,42.65,1.01,341.80,0.00,0.00,0.00,0.00,0.00,2379.90,2379.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
v11.15.0,binaryTrees_1_original.js 21,0.98,0.72,0.36,0.15,0.01,0.48,3.65,1.40,0.10,4.25,0.41,18290630427 ns,100118577008,0.760 GHz,141184973893,1.40,131710.32 msec,7.201,100603687574,0.764 GHz,6019,243380081449,3084145832,131733.19 msec,7.202,609 C,26543599197,48692393,0.18%,627,22143331145,1481951,1481951,0,2417081880,1250807577,51.749,37173075721,1179566316,3.17%,93978717,28346310,30.16%,169854206,37267607536,12155290,0.03%,3107797,8263598,265.90%,0,190
v12.22.12,binaryTrees_1_original.js 21,0.98,0.69,0.37,0.14,0.01,0.48,3.99,1.45,0.13,4.30,0.39,15770040936 ns,78844869166,0.722 GHz,112021625402,1.43,109243.96 msec,6.927,79298358869,0.726 GHz,8117,201664526066,2550481271,109271.37 msec,6.929,662 C,22631728431,47810587,0.21%,1738,20235861184,1499829,1499829,0,2206762466,1171371697,53.081,32278228981,1090238191,3.38%,85718781,23885784,27.87%,266123607,33313207543,10456556,0.03%,2971253,6702925,225.59%,0,34
v13.14.0,binaryTrees_1_original.js 21,0.98,0.70,0.36,0.14,0.01,0.49,3.88,1.42,0.13,4.18,0.39,16858275352 ns,83107041415,0.719 GHz,118355435764,1.45,115518.19 msec,6.852,84111028717,0.728 GHz,8868,213545595063,2704667223,115555.49 msec,6.855,664 C,23524689464,48176779,0.20%,1803,21033503918,1498089,1498089,0,2382459342,1211809356,50.864,33031835081,1087897820,3.29%,84964235,23777728,27.99%,228287877,32287468478,9660840,0.03%,2583084,7182986,278.08%,0,27
v14.21.3,binaryTrees_1_original.js 21,0.98,0.66,0.38,0.16,0.01,0.44,4.06,1.52,0.09,4.27,0.44,22659875640 ns,112350250183,0.826 GHz,170408791621,1.51,136012.41 msec,6.002,112136682894,0.824 GHz,10484,251024350519,3181279839,136063.87 msec,6.005,621 C,34110797987,58141057,0.17%,1509,29516239145,1478152,1478152,0,2996038021,1504115952,50.204,47738510099,1506434004,3.16%,138545458,48325573,34.88%,309580314,47759167560,14982705,0.03%,4123326,8392251,203.53%,0,35
v15.14.0,binaryTrees_1_original.js 21,0.97,0.65,0.38,0.13,0.01,0.48,4.12,1.53,0.09,4.20,0.39,30635146782 ns,139177699656,0.716 GHz,211375704468,1.51,194197.95 msec,6.339,137409738447,0.707 GHz,7901,358785474860,4541402383,194312.93 msec,6.343,670 C,42373597690,63528027,0.15%,1070,36231433200,1473712,1473712,0,3980881050,1826372803,45.879,56665166078,1943695212,3.43%,193630413,64618922,33.37%,362886461,57823805488,21445688,0.04%,5602606,11235315,200.54%,0,120
v16.20.2,binaryTrees_1_original.js 21,0.98,0.69,0.36,0.15,0.01,0.48,3.87,1.45,0.08,4.06,0.40,32150444871 ns,152294067228,0.731 GHz,219622162328,1.44,208168.83 msec,6.475,150159685136,0.721 GHz,6733,385184033636,4878582087,208258.20 msec,6.478,639 C,44650855300,96464779,0.22%,4139,38139064378,1489155,1489155,0,4092614216,1896320002,46.335,61094223625,2038263851,3.34%,209538489,63301976,30.21%,394025830,60423198884,21755790,0.04%,7759548,10833045,139.61%,0,44
v17.9.1,binaryTrees_1_original.js 21,0.98,0.69,0.36,0.15,0.01,0.47,3.84,1.45,0.08,4.19,0.41,30763449449 ns,152875345486,0.766 GHz,221478024841,1.46,199514.80 msec,6.485,151400712368,0.759 GHz,7249,368827504153,4674130922,199597.03 msec,6.488,605 C,44542340412,61992862,0.14%,4547,39025221358,1470249,1470249,0,4155131456,1910870134,45.988,60336077863,2009241312,3.33%,195532049,63403913,32.43%,359144708,59028028652,20398802,0.03%,9331487,11330345,121.42%,0,204
v18.17.1,binaryTrees_1_original.js 21,0.98,0.69,0.37,0.16,0.01,0.46,3.98,1.45,0.12,3.87,0.36,17336267462 ns,79218406119,0.665 GHz,115024905420,1.42,119091.09 msec,6.869,79841484877,0.670 GHz,7360,220069554961,2789050625,119117.24 msec,6.871,661 C,23723360269,47146151,0.20%,3543,20860136378,1517750,1517750,0,2149504367,1188460209,55.290,34856763902,1062633899,3.05%,83016870,25346394,30.53%,240278532,33231699179,10085184,0.03%,5925582,8069079,136.17%,0,13
v19.9.0,binaryTrees_1_original.js 21,0.98,0.67,0.38,0.16,0.02,0.44,4.25,1.51,0.16,4.40,0.43,17177390307 ns,87676604495,0.795 GHz,130162733321,1.52,110234.81 msec,6.417,85219742122,0.773 GHz,7938,203144929940,2573143074,110276.83 msec,6.420,578 C,25984271855,63247729,0.24%,12422,23119820554,2103096,2103096,0,2330290924,1187085511,50.942,36191425033,1095236464,3.03%,86620224,27953028,32.27%,285904732,36279271739,11722151,0.03%,4132182,10292342,249.08%,0,9
v20.5.1,binaryTrees_1_original.js 21,0.98,0.68,0.36,0.15,0.01,0.47,4.05,1.47,0.12,4.02,0.39,16307479507 ns,79554805461,0.721 GHz,117931969487,1.49,110398.80 msec,6.770,80221630233,0.727 GHz,4996,203518279913,2578778955,110423.66 msec,6.771,1154 C,24835625603,38769349,0.16%,2763,21284406452,1493468,1493468,0,2184639446,1181088334,54.063,36644291676,1086447744,2.96%,79785480,25012630,31.35%,213174343,35348296997,10024760,0.03%,4448838,6573871,147.77%,0,165
