test,release_date,path,version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC_perf,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed_sec,cycles,freq_cycles_GHz,instructions,insn_per_cycle,cpu_clock_msec,no_cpus,cpu_cycles,freq_cpu_cycles_GHz,cpu_migrations,ref_cycles,bus_cycles,task_clock_msec,no_cpus_task_clock,cpu_thermal_margin_C,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete,TotalSlots,FetchBubbles,SlotsRetired,SlotsIssued+RecoveryBubbles,SlotsBackend
1,2020-04-20,nbody_50000000_original,2.7.18,nbody.py 50000000,1.0,0.35,0.72,0.18,0.07,0.03,7.01,2.86,0.0,0.04,1.9,432.527976678,1553920948941,3.593,4445363869055,2.86,432498.45,1.0,1553994232750,3.593,76,817647430251,10350445391,432498.9,1.0,1921.0,808030910648,5320001520,0.66%,0,716719796794,406398,406398,0,271245210,150395043,55.446,1517507545319,264085793,0.02%,24028446,15494801,64.49%,219572599,1517598411011,1544551,0.00%,4507489,36231922,803.82%,0,4,6215683795764,1118823083237.52,4475292332950.08,435097865703.48004,186470513872.91998
2,2020-04-20,nbody_50000000_original,2.7.18,nbody.py 50000000,1.0,0.35,0.72,0.18,0.07,0.03,7.01,2.86,0.0,0.05,1.81,453.155438214,1557183156374,3.437,4446698412762,2.86,453124.93,1.0,1557131208445,3.436,66,858014504256,10861575860,453125.41,1.0,1449.0,808138569034,5306115949,0.66%,0,716611398286,406403,406403,0,275872008,154549509,56.022,1517223638436,348406412,0.02%,24318478,15026715,61.79%,140953249,1517201980618,47638169,0.00%,400480,23031379,5750.94%,0,0,6228732625496,1121171872589.28,4484687490357.12,436011283784.72003,186861978764.88
3,2020-04-20,nbody_50000000_original,2.7.18,nbody.py 50000000,1.0,0.35,0.71,0.18,0.08,0.03,6.99,2.84,0.0,0.06,1.81,457.570865969,1567421296870,3.426,4445587367192,2.84,457532.03,1.0,1567228392720,3.425,44,866343644195,10967001080,457532.62,1.0,1444.0,807914965311,5364693918,0.66%,0,716640477809,406416,406416,0,328943820,149804256,45.541,1517737013494,414808469,0.03%,26753273,15987090,59.76%,197723232,1517450438009,2410733,0.00%,688497,6561681,953.04%,0,0,6269685187480,1128543333746.4,4451476483110.8,501574814998.4,188090555624.4
4,2020-04-20,nbody_50000000_original,2.7.18,nbody.py 50000000,1.0,0.35,0.72,0.18,0.07,0.03,7.0,2.85,0.0,0.04,1.82,453.742211547,1560559984135,3.44,4446036975431,2.85,453707.96,1.0,1560606991956,3.44,46,859134710044,10875727289,453708.48,1.0,1503.0,808068604246,5326599869,0.66%,0,716523226202,406354,406354,0,291816808,149089445,51.09,1517088534610,278811950,0.02%,24701034,15451085,62.55%,203194228,1517458127407,5719248,0.00%,1284159,9664469,752.59%,0,0,6242239936540,1123603188577.2,4494412754308.8,436956795557.80005,187267198096.19998
5,2020-04-20,nbody_50000000_original,2.7.18,nbody.py 50000000,1.0,0.35,0.72,0.18,0.07,0.03,7.01,2.86,0.0,0.05,1.82,451.579498818,1553454335380,3.44,4446244193823,2.86,451548.33,1.0,1553483338355,3.44,26,855049989796,10824015227,451548.81,1.0,1521.0,808187544744,5225520583,0.65%,0,716664079767,406416,406416,0,255348549,149348400,58.488,1517589061265,313938467,0.02%,22928625,15881719,69.27%,218766623,1517258216918,1967525,0.00%,221165,1980085,895.30%,0,0,6213817341520,1118487121473.5999,4473948485894.399,434967213906.4,186414520245.6
6,2020-04-20,nbody_50000000_original,2.7.18,nbody.py 50000000,1.0,0.35,0.72,0.18,0.07,0.03,7.01,2.86,0.0,0.04,1.82,451.207449626,1556341113010,3.45,4446583842470,2.86,451173.63,1.0,1556266862185,3.449,41,854296747701,10814465748,451174.13,1.0,1438.0,808131410756,5356912826,0.66%,0,716620972563,406388,406388,0,291338146,148241942,50.883,1517313667483,299602051,0.02%,27051788,16372559,60.52%,594889516,1517199807660,1722306,0.00%,1649798,6294178,381.51%,0,0,6225364452040,1120565601367.2,4482262405468.8,435775511642.80005,186760933561.19998
7,2020-04-20,nbody_50000000_original,2.7.18,nbody.py 50000000,1.0,0.35,0.72,0.18,0.07,0.03,7.0,2.86,0.0,0.04,1.8,456.606158913,1555170237243,3.406,4446144927672,2.86,456573.53,1.0,1555139018105,3.406,59,864490455408,10943502318,456574.06,1.0,1414.0,808052169524,5195056501,0.64%,0,716537747334,406408,406408,0,300002230,159187622,53.062,1517274951690,302163039,0.02%,25905780,16362077,63.16%,169412136,1517588351800,1579830,0.00%,722806,1561377,216.02%,0,0,6220680948972,1119722570814.96,4478890283259.84,435447666428.04004,186620428469.16
8,2020-04-20,nbody_50000000_original,2.7.18,nbody.py 50000000,1.0,0.35,0.72,0.19,0.07,0.03,7.01,2.85,0.01,0.06,1.82,453.690547853,1561006429212,3.441,4445454998278,2.85,453654.13,1.0,1560934740286,3.441,47,859010620734,10874173733,453654.7,1.0,1483.0,808070360181,5337652130,0.66%,0,716632477271,406422,406422,0,291190066,149915344,51.484,1517729371598,397766672,0.03%,26272024,16430603,62.54%,586669914,1517894964229,1388765,0.00%,3093031,3500246,113.17%,0,0,6244025716848,1186364886201.12,4495698516130.56,437081800179.36005,187320771505.44
9,2020-04-20,nbody_50000000_original,2.7.18,nbody.py 50000000,1.0,0.35,0.72,0.18,0.07,0.03,6.99,2.84,0.0,0.04,1.82,454.901472795,1564537578455,3.44,4445937318745,2.84,454869.97,1.0,1564477070054,3.439,70,861311358657,10903313156,454870.46,1.0,1403.0,808110096505,5496558278,0.68%,0,716540891714,406391,406391,0,293120533,137823805,47.019,1517369463325,299565866,0.02%,33231414,19912632,59.92%,150552795,1517660265510,1250936,0.00%,881957,6333477,718.12%,0,0,6258150313820,1126467056487.5999,4505868225950.399,438070521967.4,187744509414.6
10,2020-04-20,nbody_50000000_original,2.7.18,nbody.py 50000000,1.0,0.35,0.72,0.18,0.07,0.03,7.01,2.86,0.0,0.06,1.81,452.926112691,1555944763514,3.436,4446198130923,2.86,452893.84,1.0,1555929640275,3.436,52,857554433026,10855744199,452894.41,1.0,1428.0,808123438101,5312978339,0.66%,0,716692177697,406387,406387,0,317665763,139510862,43.918,1517646242299,442631242,0.03%,31022928,20733306,66.83%,315015242,1517181548917,1504827,0.00%,2131088,37846430,1775.92%,0,0,6223779054056,1120280229730.08,4481120918920.32,435664533783.92004,186713371621.68
1,2009-02-13,nbody_50000000_original,3.0.1,nbody.py 50000000,1.0,0.41,0.6,0.28,0.09,0.03,6.06,2.46,0.0,0.13,1.88,572.138786714,2031799629439,3.551,4992934409175,2.46,572096.29,1.0,2031790045058,3.551,76,1082089939013,13698310249,572096.93,1.0,1941.0,1059257087987,10820350752,1.02%,0,737753413119,8867,8867,0,120115284,2569636,2.139,1596646179723,1173432308,0.07%,8465431,77603,0.92%,114170635,1596402187610,41974120,0.00%,6224844,37442621,601.50%,0,0,8127198517756,2275615584971.68,4876319110653.6,731447866598.0399,243815955532.68
2,2009-02-13,nbody_50000000_original,3.0.1,nbody.py 50000000,1.0,0.4,0.61,0.28,0.09,0.02,6.08,2.5,0.0,0.09,1.83,575.022265016,1993240280503,3.467,4992126641174,2.5,574984.24,1.0,1993118566280,3.466,41,1088839760315,13783564728,574984.8,1.0,1370.0,1059031967326,9855000039,0.93%,0,737662366133,8872,8872,0,94467655,1667082,1.765,1596759387568,806671143,0.05%,6755780,76313,1.13%,171647425,1596657767935,42594,0.00%,4663439,5669010,121.56%,0,0,7972961122012,2232429114163.3604,4863506284427.32,717566500981.08,159459222440.24
3,2009-02-13,nbody_50000000_original,3.0.1,nbody.py 50000000,1.0,0.41,0.6,0.28,0.09,0.03,6.05,2.47,0.0,0.1,1.83,583.287965859,2022808033812,3.468,4991895663192,2.47,583243.64,1.0,2022793404349,3.468,38,1104477652275,13981516716,583244.42,1.0,1471.0,1059071262659,10592714350,1.00%,0,737640540324,8849,8849,0,106345633,1663780,1.565,1596603145480,866946123,0.05%,6411449,51877,0.81%,107216700,1596636334099,16585093,0.00%,6590843,2547146,38.65%,0,0,8091232135248,2265544997869.4404,4854739281148.8,728210892172.32,242736964057.44
4,2009-02-13,nbody_50000000_original,3.0.1,nbody.py 50000000,1.0,0.4,0.61,0.28,0.09,0.03,6.06,2.48,0.0,0.13,1.82,585.320516527,2017427487939,3.447,4991598480940,2.47,585281.96,1.0,2017345946605,3.447,55,1108274387198,14029575072,585282.63,1.0,1423.0,1059161663463,10358667074,0.98%,0,737815605499,8887,8887,0,138099894,9566446,6.927,1596728940785,1225138793,0.08%,8438584,774409,9.18%,117541022,1596752555025,87512,0.00%,1518684,13688943,901.37%,0,0,8069709951756,2259518786491.68,4922523070571.16,726273895658.0399,242091298552.68
5,2009-02-13,nbody_50000000_original,3.0.1,nbody.py 50000000,1.0,0.4,0.61,0.28,0.09,0.02,6.08,2.51,0.0,0.09,1.83,574.408269693,1992348110193,3.469,4992335097592,2.51,574369.45,1.0,1992339062562,3.469,48,1087661696059,13768632875,574370.08,1.0,1407.0,1059093427017,9902821924,0.94%,0,737648506950,8821,8821,0,102781617,1404760,1.367,1596775549479,813540501,0.05%,6420561,44987,0.70%,92809319,1596624492415,26769,0.00%,498696,3049283,611.45%,0,0,7969392440772,2231429883416.16,4861329388870.92,717245319669.48,159387848815.44
6,2009-02-13,nbody_50000000_original,3.0.1,nbody.py 50000000,1.0,0.4,0.61,0.28,0.09,0.03,6.07,2.49,0.0,0.1,1.83,576.884601944,2002495485360,3.471,4992294153660,2.49,576846.13,1.0,2002432066440,3.471,103,1092349011806,13827962174,576846.77,1.0,1395.0,1059075865021,9831511161,0.93%,0,737757540035,8852,8852,0,161072433,1575965,0.978,1596977434042,938543320,0.06%,9302093,90339,0.97%,123767221,1596791688908,15781808,0.00%,3744204,8299582,221.66%,0,0,8009981941440,2242794943603.2,4886088984278.399,720898374729.6,240299458243.19998
7,2009-02-13,nbody_50000000_original,3.0.1,nbody.py 50000000,1.0,0.4,0.61,0.28,0.09,0.03,6.07,2.48,0.0,0.09,1.83,578.854601128,2010050967921,3.473,4993084005099,2.48,578814.72,1.0,2010043330277,3.473,110,1096084958125,13875239127,578815.35,1.0,1408.0,1059268607072,10120003539,0.96%,0,737786345083,8833,8833,0,120180169,1589079,1.322,1596644989845,834747604,0.05%,8450559,192654,2.28%,116377726,1596372772711,137864,0.00%,1894397,28190634,1488.11%,0,0,8040203871684,2251257084071.52,4904524361727.24,723618348451.5599,241206116150.52
8,2009-02-13,nbody_50000000_original,3.0.1,nbody.py 50000000,1.0,0.41,0.6,0.28,0.09,0.03,6.05,2.46,0.0,0.12,1.83,585.325468648,2030838454565,3.47,4991497204740,2.46,585284.15,1.0,2030769915997,3.47,37,1108346080992,14030495764,585284.75,1.0,1499.0,1058990584896,10665957097,1.01%,0,737692344433,8812,8812,0,108842675,1426221,1.31,1596844960934,1113747707,0.07%,7201573,71765,1.00%,98906590,1596729604577,38441268,0.00%,4661823,2350625,50.42%,0,0,8123353818260,2274539069112.8003,4874012290956.0,731101843643.4,243700614547.8
9,2009-02-13,nbody_50000000_original,3.0.1,nbody.py 50000000,1.0,0.4,0.61,0.28,0.09,0.03,6.06,2.47,0.0,0.1,1.83,581.817239474,2018474849754,3.47,4992372262499,2.47,581774.01,1.0,2018440845064,3.469,23,1101703026406,13946400562,581774.68,1.0,1440.0,1059154626938,10610554827,1.00%,0,737689157146,8833,8833,0,100359998,1730509,1.724,1596737086517,865325147,0.05%,5982341,173651,2.90%,97652788,1596397195881,15933543,0.00%,20639936,4016767,19.46%,0,0,8073899399016,2260691831724.48,4925078633399.76,726650945911.44,242216981970.47998
10,2009-02-13,nbody_50000000_original,3.0.1,nbody.py 50000000,1.0,0.4,0.6,0.28,0.09,0.03,6.07,2.47,0.0,0.09,1.82,585.577329373,2019958761267,3.45,4991023026117,2.47,585530.19,1.0,2019865493965,3.45,77,1108741880684,14035502593,585530.87,1.0,1403.0,1059185722527,10024514420,0.95%,0,737783323476,8845,8845,0,124771485,9461449,7.583,1596902758250,811400899,0.05%,9731456,806633,8.29%,128148638,1597191390736,229251,0.00%,2262852,2679161,118.40%,0,0,8079835045068,2262353812619.04,4847901027040.8,727185154056.12,242395051352.03998
1,2019-03-18,nbody_50000000_original,3.4.10,nbody.py 50000000,1.0,0.38,0.66,0.23,0.08,0.03,6.55,2.63,0.0,0.1,1.86,484.568029993,1705796618399,3.521,4479697601602,2.63,484532.13,1.0,1705839880409,3.521,61,917067425577,11609045160,484532.71,1.0,2093.0,836184538954,6640977791,0.79%,0,723930914371,8701,8701,0,87621851,1496423,1.708,1547662297711,772980976,0.05%,6526763,82191,1.26%,95565688,1547255777102,11804,0.00%,3108121,30667313,986.68%,0,0,6823186473596,1569332888927.08,4503303072573.36,545854917887.68,204695594207.88
2,2019-03-18,nbody_50000000_original,3.4.10,nbody.py 50000000,1.0,0.38,0.66,0.23,0.08,0.02,6.57,2.64,0.0,0.07,1.81,493.89366401,1697150323126,3.437,4479772151138,2.64,493855.62,1.0,1697189985333,3.437,62,935176424484,11838325003,493856.16,1.0,1409.0,836212910939,6673451779,0.80%,0,724015343244,8708,8708,0,98048898,2185246,2.229,1547445791879,573502122,0.04%,7409681,58064,0.78%,78327364,1547128286358,3464,0.00%,948763,30483987,3213.02%,0,0,6788601292504,1561378297275.9202,4480476853052.641,543088103400.32,135772025850.08
3,2019-03-18,nbody_50000000_original,3.4.10,nbody.py 50000000,1.0,0.38,0.66,0.23,0.08,0.02,6.58,2.64,0.0,0.09,1.81,494.975722377,1698716481565,3.432,4479761672183,2.64,494943.99,1.0,1698676897531,3.432,47,937227641401,11864311530,494944.47,1.0,1375.0,836228104223,6596993317,0.79%,0,724022580390,8700,8700,0,71254669,1321245,1.854,1547546385199,711005228,0.05%,4125819,69972,1.70%,75569034,1547291521765,11091,0.00%,2162272,2372301,109.71%,0,0,6794865926260,1562819163039.8,4484611511331.601,543589274100.8,135897318525.2
4,2019-03-18,nbody_50000000_original,3.4.10,nbody.py 50000000,1.0,0.39,0.64,0.24,0.09,0.03,6.53,2.55,0.0,0.07,1.77,523.854093961,1757721734259,3.356,4479748956487,2.55,523813.79,1.0,1757675599443,3.356,33,991913344959,12556559329,523814.36,1.0,1462.0,836219711690,7814174571,0.93%,0,724018373817,8687,8687,0,94842757,1404864,1.481,1547559152283,542214992,0.04%,6208487,74427,1.20%,262635968,1547268685340,5045,0.00%,1689399,48612877,2877.52%,0,0,7030886937036,1687412864888.64,4499767639703.04,632779824333.24,210926608111.08
5,2019-03-18,nbody_50000000_original,3.4.10,nbody.py 50000000,1.0,0.38,0.66,0.23,0.08,0.03,6.57,2.63,0.0,0.2,1.81,495.647028525,1701720500186,3.434,4480075092362,2.63,495606.28,1.0,1701706196875,3.434,15,938489987921,11880302658,495606.84,1.0,1524.0,836178634458,6643970697,0.79%,0,723840063315,8709,8709,0,79439463,1419757,1.787,1547275968130,1555735875,0.10%,5407668,142672,2.64%,83784833,1547279500868,6131,0.00%,955727,448861,46.97%,0,0,6806882000744,1565582860171.12,4492542120491.04,544550560059.52,204206460022.32
6,2019-03-18,nbody_50000000_original,3.4.10,nbody.py 50000000,1.0,0.38,0.65,0.23,0.08,0.03,6.55,2.6,0.0,0.1,1.77,512.810170895,1719744024091,3.354,4479714333692,2.6,512770.97,1.0,1719803505672,3.354,64,970967023316,12291415363,512771.56,1.0,1421.0,836229406278,6805778548,0.81%,0,723945007564,8710,8710,0,78665229,1477858,1.879,1547394918509,819447232,0.05%,5626122,77944,1.39%,157198571,1547265003372,1814263,0.00%,23493311,110817665,471.70%,0,0,6878976096364,1582164502163.72,4471334462636.601,550318087709.12,206369282890.91998
7,2019-03-18,nbody_50000000_original,3.4.10,nbody.py 50000000,1.0,0.38,0.66,0.23,0.07,0.03,6.57,2.64,0.0,0.09,1.76,508.025960065,1695384120556,3.337,4479784495514,2.64,507984.27,1.0,1695358826057,3.337,45,961837671800,12175881992,507984.82,1.0,1413.0,836090828858,6260064958,0.75%,0,723940146647,8708,8708,0,91040950,8771427,9.635,1547597634713,746734554,0.05%,6774678,750333,11.08%,267562204,1547103843056,87252,0.00%,1928647,1567106,81.25%,0,0,6781536482224,1559753390911.52,4475814078267.84,474707553755.68005,203446094466.72
8,2019-03-18,nbody_50000000_original,3.4.10,nbody.py 50000000,1.0,0.38,0.65,0.24,0.08,0.03,6.54,2.6,0.0,0.12,1.82,501.154983406,1722636773778,3.438,4479475786895,2.6,501119.15,1.0,1722513396341,3.437,70,948903332896,12012137962,501119.69,1.0,1405.0,836226113203,6671027555,0.80%,0,724092732248,8722,8722,0,97813402,1415981,1.448,1547462866498,971809425,0.06%,6754598,69551,1.03%,105155563,1547287973489,24498,0.00%,3018172,1975698,65.46%,0,0,6890547095112,1653731302826.88,4478855611822.8,551243767608.96,206716412853.36
9,2019-03-18,nbody_50000000_original,3.4.10,nbody.py 50000000,1.0,0.4,0.63,0.24,0.1,0.03,6.51,2.51,0.0,0.15,1.78,528.676481985,1782477159891,3.372,4480003142246,2.51,528639.07,1.0,1782360540860,3.372,110,1001008132478,12671723738,528639.66,1.0,1480.0,836106561481,7777619889,0.93%,0,723908022760,8733,8733,0,116598520,1234209,1.059,1547466910409,1212902761,0.08%,8471240,68473,0.81%,395303814,1547346282775,13477,0.00%,2005659,55760421,2780.15%,0,0,7129908639564,1711178073495.3599,4491842442925.32,712990863956.4,213897259186.91998
10,2019-03-18,nbody_50000000_original,3.4.10,nbody.py 50000000,1.0,0.37,0.67,0.23,0.07,0.02,6.6,2.68,0.0,0.13,1.81,487.451448789,1673527334984,3.433,4479638392708,2.68,487420.92,1.0,1673501307936,3.433,17,922982258312,11683951621,487421.36,1.0,1527.0,836210100241,5869765632,0.70%,0,723964275455,8753,8753,0,93067169,2072306,2.227,1547479178054,966430203,0.06%,7343499,62127,0.85%,79525470,1547397947178,4914,0.00%,1065518,727107,68.24%,0,0,6694109339936,1539645148185.28,4485053257757.12,468587653795.52,133882186798.72
1,2020-09-05,nbody_50000000_original,3.5.10,nbody.py 50000000,1.0,0.38,0.66,0.23,0.08,0.03,6.58,2.64,0.0,0.11,1.84,485.759670985,1688439781429,3.476,4452142563913,2.64,485724.44,1.0,1688318954053,3.476,84,919671545163,11642053106,485724.98,1.0,1923.0,837060285201,6608696190,0.79%,0,723734753688,8859,8859,0,76309133,1496899,1.962,1515157731380,814814830,0.05%,6086609,66651,1.10%,286318456,1514776246818,6091,0.00%,630125,30352546,4816.91%,0,0,6753759125716,1553364598914.6802,4457481022972.561,540300730057.28,202612773771.47998
2,2020-09-05,nbody_50000000_original,3.5.10,nbody.py 50000000,1.0,0.39,0.65,0.23,0.09,0.03,6.58,2.6,0.0,0.2,1.81,500.493249684,1714775993142,3.426,4451991450724,2.6,500455.2,1.0,1714714079411,3.426,45,947649625184,11996236637,500455.76,1.0,1327.0,837018420659,6669635950,0.80%,0,723689292614,8752,8752,0,82746529,1374723,1.661,1515227101574,1564989992,0.10%,5336182,162021,3.04%,232524332,1514960968435,4325,0.00%,333023,6572197,1973.50%,0,0,6859103972568,1577593913690.6401,4458417582169.2,617319357531.12,205773119177.03998
3,2020-09-05,nbody_50000000_original,3.5.10,nbody.py 50000000,1.0,0.38,0.66,0.23,0.08,0.03,6.58,2.62,0.0,0.25,1.81,495.232514889,1696285359754,3.425,4451625458364,2.62,495195.18,1.0,1696262997830,3.425,86,937695793750,11870221031,495195.77,1.0,1387.0,837036809244,6589148214,0.79%,0,723741550006,8786,8786,0,105099343,1452983,1.382,1515093116310,1929361710,0.13%,7433261,60587,0.82%,644104648,1515199608215,4875,0.00%,781249,1821251,233.12%,0,0,6785141439016,1560582530973.6802,4478193349750.561,542811315121.28,203554243170.47998
4,2020-09-05,nbody_50000000_original,3.5.10,nbody.py 50000000,1.0,0.38,0.66,0.23,0.08,0.03,6.61,2.64,0.0,0.14,1.81,492.006611197,1690177831641,3.436,4452220865256,2.63,491973.25,1.0,1690198572971,3.436,71,931580626520,11792807744,491973.75,1.0,1379.0,837062481423,6510732851,0.78%,0,723429421444,8793,8793,0,127702617,1522573,1.192,1515044831194,1113464934,0.07%,8874907,72205,0.81%,284617114,1515168744323,29111,0.00%,1627452,887125,54.51%,0,0,6760711326564,1554963605109.72,4462069475532.24,540856906125.12,202821339796.91998
